topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
4,10,4,10,10,true,1000,10,1024,100,5,29,1788.375
4,1,2,10,10,true,1,1000,1024,10000,5,29,nan
4,10,2,1000000,10,false,1,10,1024,100,5,0,1.6000000000000003
2,10,4,1000000,10,true,1000,10,512,100,5,0,nan
2,1,2,1000000,10,true,1,10,1024,100,5,0,nan
4,1,2,10,10,false,1000,1000,512,10000,5,0,nan
4,10,4,1000000,10,true,1000,10,1024,100,5,29,1748.7250000000001
2,1,4,10,1,false,1,10,1024,100,2,29,nan
4,10,2,1000000,1,false,1,1000,512,10000,5,0,nan
2,1,4,10,10,false,1000,1000,1024,10000,2,0,707.4375
4,10,2,1000000,10,false,1000,1000,1024,10000,5,29,446.65000000000003
2,1,4,1000000,10,true,1,10,512,100,2,0,nan
2,1,4,10,1,false,1000,10,512,100,2,29,nan
2,1,2,10,1,false,1,1000,512,10000,2,29,nan
4,1,4,1000000,10,true,1000,1000,512,10000,2,29,602.43333333333328
4,10,2,10,1,false,1000,10,512,100,2,0,78.299999999999997
4,10,2,10,1,false,1,1000,1024,10000,2,0,nan
4,10,2,1000000,10,false,1000,10,512,100,5,0,593.06666666666661
4,1,4,1000000,10,false,1000,10,512,100,2,29,1057.0
2,10,4,1000000,10,false,1000,1000,1024,10000,2,0,nan
4,1,4,10,1,false,1,10,1024,100,2,29,nan
2,10,2,1000000,1,true,1,1000,1024,10000,2,0,nan
2,1,4,10,1,true,1000,1000,512,10000,5,29,nan
4,1,4,10,10,true,1000,10,512,100,5,29,1284.6499999999999
2,1,4,10,1,true,1,1000,512,10000,2,29,nan
4,1,2,1000000,10,true,1000,1000,1024,10000,2,29,1251.76
4,1,4,10,10,false,1,10,512,100,5,29,nan
2,1,4,10,1,false,1,10,1024,100,2,29,nan
4,10,2,1000000,10,true,1000,10,512,100,5,29,559.5
4,10,4,10,10,false,1000,1000,1024,10000,2,0,1587.8833333333334
4,10,2,10,1,false,1000,10,512,100,5,0,72.299999999999997
4,1,2,10,1,true,1000,1000,512,10000,5,29,72.799999999999997
2,10,4,10,10,false,1,1000,1024,10000,2,0,1.3
2,1,2,1000000,1,false,1000,1000,512,10000,5,0,52.966666666666669
4,10,4,1000000,1,true,1,1000,1024,10000,2,29,nan
4,1,2,1000000,10,false,1,1000,512,10000,2,0,0.82499999999999996
2,1,2,1000000,1,false,1000,10,1024,100,5,0,nan
2,10,4,10,10,true,1000,10,1024,100,5,0,708.73333333333323
2,1,2,10,10,true,1000,10,1024,100,2,0,nan
4,1,2,10,10,true,1000,10,1024,100,2,0,1638.5333333333335
2,1,2,10,10,false,1,1000,512,10000,5,0,nan
4,1,2,10,1,true,1,1000,1024,10000,5,0,nan
4,1,2,10,10,false,1,1000,512,10000,2,29,2.875
4,10,4,10,1,false,1000,10,1024,100,5,0,46.0
4,10,4,10,1,false,1000,1000,1024,10000,5,29,29.166666666666668
2,1,4,10,1,true,1000,10,1024,100,2,0,nan
4,10,4,10,1,true,1,10,512,100,2,0,nan
2,1,2,10,1,true,1,10,1024,100,5,29,nan
4,1,2,1000000,10,false,1,10,1024,100,2,29,nan
2,1,4,10,1,true,1000,10,1024,100,5,29,nan
2,1,2,10,10,true,1,1000,512,10000,2,29,nan
2,10,2,1000000,1,false,1,10,1024,100,2,0,nan
4,10,4,1000000,1,true,1000,1000,1024,10000,5,29,nan
2,10,4,1000000,1,true,1,1000,512,10000,5,0,nan
4,10,4,1000000,1,false,1000,1000,1024,10000,2,0,39.0
4,10,4,1000000,10,false,1000,10,512,100,2,29,1614.4666666666665
2,1,2,10,10,true,1000,1000,1024,10000,5,0,nan
4,10,2,10,1,true,1,1000,512,10000,5,0,nan
2,10,4,1000000,10,true,1000,10,1024,100,5,29,nan
2,1,2,1000000,10,false,1,10,1024,100,2,0,nan
4,1,2,10,10,false,1000,10,512,100,2,0,1775.9000000000003
4,1,2,1000000,10,false,1,10,1024,100,2,29,1.2
2,1,2,1000000,1,false,1,10,512,100,2,0,nan
2,1,2,10,10,true,1000,1000,512,10000,2,0,865.29999999999995
4,1,4,10,10,true,1000,10,1024,100,2,29,2373.7666666666669
2,10,4,1000000,10,true,1,1000,1024,10000,5,29,nan
2,10,4,10,1,true,1000,1000,512,10000,5,0,nan
2,1,4,10,10,false,1,10,512,100,2,0,nan
2,1,4,10,1,true,1,10,1024,100,5,29,nan
4,10,4,10,1,true,1,1000,1024,10000,5,29,nan
2,10,4,10,10,true,1,10,1024,100,5,29,1.3999999999999997
2,1,2,10,1,true,1000,10,1024,100,2,0,nan
4,10,2,1000000,10,false,1000,10,512,100,5,0,486.17500000000001
2,1,4,10,10,false,1000,10,512,100,2,29,926.79999999999995
2,1,2,1000000,1,true,1000,1000,1024,10000,2,0,nan
4,10,4,1000000,10,false,1,1000,512,10000,2,29,20.899999999999999
4,1,2,10,1,true,1000,1000,512,10000,5,0,65.5
2,1,2,1000000,1,false,1000,1000,1024,10000,5,0,nan
4,1,2,10,1,true,1,1000,512,10000,2,29,nan
2,10,2,10,10,true,1000,1000,512,10000,5,29,970.70000000000005
4,10,2,10,1,true,1000,10,1024,100,5,0,91.900000000000006
2,10,2,10,10,true,1000,1000,1024,10000,5,29,861.10000000000002
2,1,4,1000000,1,true,1,10,512,100,2,0,nan
2,1,2,1000000,1,true,1000,1000,512,10000,5,0,nan
2,10,2,1000000,1,false,1000,10,512,100,2,0,45.700000000000003
4,10,4,10,10,false,1,1000,1024,10000,2,29,18.544444444444444
4,1,2,10,1,false,1,1000,1024,10000,5,0,nan
4,1,2,10,10,false,1,1000,1024,10000,2,29,3.3200000000000003
2,10,4,10,1,true,1000,1000,512,10000,2,0,nan
4,10,2,10,10,false,1,10,512,100,2,0,2.7250000000000001
2,1,2,1000000,10,true,1000,1000,1024,10000,5,0,nan
2,10,2,1000000,1,false,1000,1000,1024,10000,5,0,nan
4,10,2,1000000,10,true,1000,1000,512,10000,5,0,544.44999999999993
4,1,2,10,1,false,1,1000,1024,10000,2,29,nan
4,1,2,1000000,10,false,1,10,512,100,5,29,nan
2,10,4,10,1,false,1,1000,1024,10000,2,0,nan
2,10,2,10,10,false,1,1000,512,10000,2,29,1.5
2,1,2,10,1,false,1,10,1024,100,2,0,nan
2,1,4,10,1,true,1,10,1024,100,2,29,nan
2,1,2,10,1,true,1,1000,1024,10000,5,0,nan
2,1,4,1000000,1,false,1000,1000,1024,10000,5,29,nan
4,10,4,1000000,10,true,1000,1000,512,10000,2,0,nan
4,10,4,10,1,true,1000,10,1024,100,5,29,31.899999999999999
4,10,4,10,1,true,1000,1000,1024,10000,2,29,19.600000000000001
4,10,4,10,1,false,1000,1000,512,10000,5,0,nan
2,10,4,1000000,10,false,1,10,512,100,2,0,nan
4,1,4,10,10,true,1,1000,1024,10000,5,29,1.966666666666667
2,1,4,1000000,1,false,1000,1000,512,10000,5,29,nan
4,1,4,1000000,10,true,1000,1000,1024,10000,2,0,nan
2,10,4,1000000,10,true,1000,10,1024,100,5,0,nan
4,1,2,10,10,true,1,1000,512,10000,5,29,nan
2,1,4,10,1,true,1000,10,1024,100,5,29,nan
2,1,2,1000000,10,false,1,10,512,100,5,0,nan
2,1,2,10,1,true,1000,1000,512,10000,2,29,nan
2,1,4,10,1,true,1000,10,512,100,5,29,nan
4,1,2,10,1,false,1,1000,512,10000,5,0,nan
4,10,2,10,1,false,1000,1000,1024,10000,5,0,nan
2,1,2,10,1,true,1,1000,512,10000,5,0,nan
2,1,2,10,1,false,1000,1000,512,10000,5,0,nan
4,10,2,1000000,10,false,1000,10,1024,100,5,0,585.75
4,10,4,1000000,1,true,1000,10,512,100,2,0,nan
2,1,4,10,1,false,1,1000,1024,10000,5,29,nan
4,10,4,10,10,true,1000,1000,1024,10000,2,0,1547.5285714285715
2,1,2,10,1,false,1,10,1024,100,2,0,nan
4,1,2,1000000,10,false,1,10,512,100,2,0,nan
4,1,2,10,10,false,1000,1000,512,10000,5,29,1748.2
2,1,4,1000000,1,false,1,1000,512,10000,2,0,nan
2,1,4,10,10,false,1000,1000,1024,10000,2,0,791.73333333333323
4,1,4,1000000,10,false,1000,1000,1024,10000,5,29,1084.875
4,1,2,1000000,1,false,1000,1000,512,10000,2,29,70.599999999999994
2,1,2,10,10,false,1,1000,512,10000,5,0,2.2000000000000002
4,1,2,1000000,1,true,1,1000,512,10000,2,0,nan
2,1,2,1000000,1,false,1,1000,1024,10000,5,29,nan
4,1,4,10,10,false,1000,1000,512,10000,2,29,1619.1799999999998
2,1,4,1000000,1,false,1,1000,1024,10000,2,29,nan
2,1,2,10,1,true,1,1000,512,10000,5,0,nan
4,1,2,10,10,false,1000,1000,1024,10000,5,0,1660.2874999999999
2,1,4,1000000,1,true,1,1000,512,10000,2,29,nan
2,10,4,10,10,false,1000,10,1024,100,2,29,nan
4,1,4,1000000,1,true,1000,10,1024,100,2,29,nan
4,1,2,1000000,10,true,1,1000,512,10000,5,29,1.1333333333333333
4,10,2,1000000,1,false,1000,1000,512,10000,5,0,nan
4,1,4,10,1,true,1,10,1024,100,5,29,nan
2,1,4,1000000,1,false,1,10,1024,100,2,29,nan
2,10,4,1000000,1,true,1,10,1024,100,2,0,nan
2,1,4,10,1,false,1000,1000,512,10000,2,29,nan
4,10,2,10,10,false,1000,1000,512,10000,5,29,2132.6666666666665
4,10,4,10,1,false,1000,10,1024,100,2,29,63.0
2,1,4,1000000,10,false,1000,10,512,100,5,0,nan
4,10,4,10,1,true,1,1000,512,10000,5,0,nan
4,1,4,1000000,10,true,1,1000,1024,10000,5,29,nan
2,10,2,10,10,false,1,1000,1024,10000,5,29,1.6000000000000003
2,1,2,10,10,true,1000,1000,1024,10000,2,0,nan
4,10,4,10,1,false,1000,10,1024,100,2,29,26.699999999999999
4,10,4,1000000,1,false,1000,1000,1024,10000,5,0,nan
4,10,4,1000000,1,false,1,1000,1024,10000,2,29,nan
4,10,4,10,10,false,1,1000,512,10000,5,0,nan
2,1,4,1000000,1,true,1,1000,1024,10000,2,29,nan
2,1,4,1000000,1,false,1000,1000,512,10000,2,0,nan
4,10,2,10,1,true,1,10,512,100,2,0,nan
2,1,2,1000000,1,false,1000,1000,1024,10000,2,0,nan
2,10,4,1000000,1,false,1,10,1024,100,5,0,nan
4,1,2,10,10,false,1,1000,1024,10000,2,29,2.2399999999999998
2,10,2,10,10,false,1000,10,512,100,5,0,nan
2,1,2,1000000,10,true,1,10,1024,100,5,0,nan
4,1,2,10,10,true,1000,1000,512,10000,2,0,1844.0142857142857
4,1,2,10,10,true,1000,1000,512,10000,5,29,1894.25
2,1,4,1000000,10,false,1,10,512,100,2,29,nan
4,10,4,10,1,true,1000,1000,1024,10000,2,29,nan
2,1,4,10,10,true,1,1000,512,10000,5,0,nan
2,10,4,1000000,1,false,1000,10,1024,100,2,0,nan
2,1,4,10,10,false,1000,10,512,100,2,0,762.72500000000002
2,1,2,10,1,true,1,10,1024,100,5,0,nan
2,1,4,10,1,true,1,10,512,100,5,0,nan
2,1,4,10,10,true,1,10,1024,100,2,0,1.3714285714285717
4,10,4,10,10,true,1,10,1024,100,2,29,2.6200000000000001
2,1,2,1000000,1,false,1,1000,1024,10000,2,29,nan
4,10,2,1000000,1,false,1,1000,512,10000,2,0,nan
4,10,4,10,1,true,1000,10,1024,100,2,29,39.0
4,10,4,10,1,false,1,10,512,100,2,0,nan
2,1,2,1000000,1,true,1000,1000,1024,10000,2,0,nan
4,1,2,10,1,true,1000,10,1024,100,5,29,57.5
2,1,4,1000000,10,false,1,10,1024,100,2,29,nan
4,10,2,10,1,false,1000,1000,1024,10000,5,0,60.5
2,10,2,10,1,true,1,10,1024,100,5,0,nan
2,10,2,1000000,10,false,1000,10,1024,100,5,0,nan
2,1,2,1000000,1,true,1,10,512,100,5,29,nan
2,1,2,1000000,1,true,1,1000,512,10000,5,0,nan
2,10,2,10,10,false,1,1000,1024,10000,5,29,nan
4,1,4,1000000,10,false,1000,1000,512,10000,5,0,1777.4499999999998
2,1,4,10,1,false,1,1000,512,10000,5,0,nan
2,1,4,10,1,false,1000,1000,1024,10000,5,29,nan
4,10,2,1000000,1,true,1,10,1024,100,2,0,nan
2,1,2,1000000,1,false,1,1000,1024,10000,5,0,nan
4,10,4,10,1,true,1000,1000,1024,10000,5,29,nan
2,10,2,10,10,false,1,1000,1024,10000,5,0,1.3999999999999999
2,1,2,10,1,false,1,10,1024,100,5,29,nan
4,1,2,10,10,true,1,1000,512,10000,5,0,2.4750000000000001
4,10,4,10,10,true,1,1000,512,10000,2,0,2.1200000000000001
2,1,2,1000000,1,false,1,1000,512,10000,5,0,nan
4,10,2,10,10,true,1000,10,512,100,2,29,2201.125
4,10,2,1000000,10,true,1,10,1024,100,5,0,nan
4,10,2,1000000,1,true,1,10,512,100,5,0,nan
2,1,4,10,10,false,1000,10,512,100,5,0,nan
2,10,4,10,1,true,1000,1000,1024,10000,5,0,nan
2,1,4,1000000,1,false,1000,10,512,100,5,29,nan
4,10,2,1000000,1,true,1000,1000,512,10000,2,0,nan
4,1,2,10,10,false,1,1000,512,10000,2,29,3.6000000000000001
4,1,4,10,10,true,1000,1000,512,10000,5,0,1988.2571428571428
2,1,2,1000000,1,true,1,1000,1024,10000,5,29,nan
4,10,2,10,10,false,1000,1000,512,10000,5,29,2577.8000000000002
4,10,2,1000000,1,true,1,10,1024,100,5,0,nan
4,10,2,10,10,true,1,10,512,100,2,0,1.9750000000000001
2,1,2,1000000,10,true,1,10,512,100,5,0,nan
2,10,2,10,10,false,1000,10,1024,100,2,0,nan
4,10,4,10,1,true,1000,10,1024,100,2,0,nan
4,10,4,10,1,true,1,10,1024,100,2,29,nan
4,10,4,10,1,true,1000,1000,512,10000,2,0,54.600000000000001
4,10,2,10,1,false,1,10,1024,100,2,0,nan
2,1,4,10,10,false,1000,10,1024,100,2,29,641.24000000000001
4,1,4,10,10,true,1000,1000,512,10000,2,29,1656.9000000000001
4,1,4,10,10,false,1000,10,1024,100,2,29,1768.7249999999999
4,1,2,1000000,10,true,1,1000,512,10000,5,0,2.5
2,1,4,1000000,1,false,1,1000,1024,10000,5,29,nan
4,1,2,10,10,false,1,1000,512,10000,5,0,2.8999999999999999
4,1,4,10,10,false,1,1000,1024,10000,2,0,nan
4,10,2,10,1,false,1,10,1024,100,5,0,nan
2,1,2,10,10,true,1,1000,512,10000,5,0,nan
2,1,2,1000000,1,false,1,1000,1024,10000,2,0,nan
4,10,4,1000000,1,false,1000,1000,512,10000,2,29,nan
2,1,4,10,10,true,1000,1000,1024,10000,5,29,733.32000000000005
4,1,2,1000000,10,true,1,10,512,100,2,29,9.0599999999999987
4,10,4,10,1,true,1,1000,1024,10000,2,29,nan
2,1,2,1000000,10,false,1,1000,512,10000,2,0,nan
2,1,2,10,1,true,1000,1000,512,10000,5,0,nan
2,1,4,1000000,1,false,1,10,1024,100,2,29,nan
2,1,4,1000000,1,true,1,1000,1024,10000,2,0,nan
4,10,4,1000000,1,true,1000,10,512,100,5,0,52.700000000000003
4,1,2,1000000,10,false,1,1000,512,10000,2,29,0.97500000000000009
4,1,4,10,1,true,1000,1000,512,10000,2,29,39.299999999999997
4,1,2,10,10,false,1,10,1024,100,5,0,1.9833333333333336
2,10,2,10,10,true,1,1000,1024,10000,2,29,nan
2,1,4,10,1,true,1,1000,1024,10000,2,29,nan
4,10,4,1000000,1,false,1000,10,1024,100,2,29,42.200000000000003
2,1,4,10,1,true,1,1000,1024,10000,2,29,nan
4,1,2,10,1,false,1000,1000,512,10000,5,0,83.799999999999997
2,1,2,1000000,1,true,1000,10,512,100,5,0,nan
2,10,2,10,1,false,1,1000,512,10000,2,0,nan
2,10,4,10,1,true,1000,10,512,100,2,0,nan
4,10,4,10,10,true,1000,1000,512,10000,5,29,1884.1875
4,1,2,10,10,false,1000,1000,1024,10000,2,29,2082.0166666666669
4,10,4,1000000,10,false,1000,10,1024,100,5,29,1603.5
2,1,2,10,1,false,1,10,1024,100,2,29,nan
2,1,2,10,1,true,1,1000,1024,10000,5,0,nan
2,1,2,1000000,10,true,1000,1000,1024,10000,5,29,nan
2,10,2,10,10,true,1,1000,512,10000,2,29,1.3
2,1,4,1000000,1,true,1,10,1024,100,5,29,nan
4,1,4,10,10,false,1,10,512,100,5,29,4.4000000000000004
4,10,2,1000000,10,true,1000,10,1024,100,5,0,nan
4,1,2,1000000,10,true,1,10,1024,100,5,0,nan
4,1,2,10,10,false,1000,1000,1024,10000,2,0,1626.7400000000002
2,1,4,10,10,true,1000,10,512,100,5,0,727.0333333333333
4,10,2,1000000,10,true,1000,1000,512,10000,5,29,582.95000000000005
2,1,2,1000000,1,true,1,10,1024,100,5,0,nan
4,1,2,1000000,10,true,1,10,512,100,2,0,nan
4,10,4,10,1,true,1000,1000,1024,10000,5,29,28.699999999999999
4,10,4,1000000,10,false,1000,1000,1024,10000,2,0,nan
4,1,4,1000000,10,false,1000,1000,512,10000,2,0,1621.0666666666668
4,10,2,1000000,1,false,1,10,1024,100,2,0,nan
2,1,4,10,10,true,1,1000,512,10000,2,29,1.3999999999999997
4,1,2,10,10,false,1000,1000,1024,10000,2,0,1966.8666666666668
2,1,2,1000000,1,false,1000,10,512,100,2,0,nan
2,1,2,1000000,1,false,1,1000,1024,10000,5,0,nan
2,1,2,10,10,true,1000,10,512,100,2,29,1037.7333333333333
2,1,2,10,10,false,1000,1000,512,10000,2,0,nan
4,1,4,1000000,10,true,1000,10,1024,100,2,29,2211.9400000000001
4,10,2,10,1,false,1,10,512,100,5,0,nan
4,10,4,10,1,false,1000,10,512,100,5,0,29.199999999999999
4,1,2,10,10,false,1000,10,512,100,2,29,1800.0666666666666
2,1,4,10,10,false,1,1000,512,10000,5,29,nan
4,10,4,1000000,10,true,1000,10,1024,100,5,29,1195.7
2,1,2,1000000,10,true,1,10,1024,100,2,0,nan
2,1,2,10,1,false,1000,10,512,100,2,0,nan
4,1,4,1000000,10,true,1,1000,512,10000,2,29,nan
2,1,2,1000000,10,false,1,10,1024,100,2,0,nan
4,10,2,1000000,10,true,1,10,512,100,2,29,1.0249999999999999
2,1,2,1000000,10,true,1000,1000,1024,10000,2,0,nan
4,1,2,1000000,10,true,1,1000,1024,10000,2,0,nan
4,1,2,10,1,true,1000,1000,1024,10000,5,29,57.299999999999997
4,1,2,10,1,true,1,1000,1024,10000,5,29,nan
2,10,4,1000000,10,false,1,1000,512,10000,2,0,nan
4,10,4,1000000,1,true,1000,10,1024,100,2,0,48.5
2,1,4,10,10,true,1,1000,512,10000,2,0,nan
4,1,4,10,10,true,1,10,1024,100,2,29,nan
4,10,4,1000000,1,true,1000,1000,512,10000,2,29,33.399999999999999
4,1,2,1000000,1,false,1,1000,1024,10000,2,29,nan
4,1,2,10,10,false,1,10,1024,100,2,0,2.1600000000000001
4,10,4,1000000,10,true,1,1000,512,10000,2,0,nan
2,10,4,1000000,1,true,1,10,512,100,2,0,nan
2,1,2,1000000,1,true,1,1000,1024,10000,2,29,nan
4,1,4,1000000,10,true,1000,1000,1024,10000,5,29,1956.6666666666667
2,10,4,1000000,1,false,1000,1000,512,10000,5,0,nan
4,10,4,1000000,10,true,1,10,1024,100,5,0,nan
2,1,2,10,10,true,1000,1000,512,10000,2,0,nan
4,10,2,1000000,1,false,1,10,1024,100,5,0,nan
2,1,2,10,1,false,1,10,512,100,5,29,nan
2,10,4,1000000,10,false,1,1000,1024,10000,2,0,nan
2,1,2,10,1,true,1000,1000,1024,10000,2,29,nan
2,10,2,1000000,1,false,1,1000,512,10000,5,0,nan
2,1,2,1000000,10,true,1,1000,512,10000,2,0,nan
4,1,2,10,1,false,1,10,512,100,5,29,nan
2,10,4,10,1,true,1,1000,1024,10000,5,0,nan
2,1,2,1000000,1,false,1,1000,512,10000,5,29,nan
2,10,4,10,10,false,1,1000,1024,10000,2,29,0.91999999999999993
4,1,4,10,10,true,1,10,1024,100,5,0,nan
4,10,4,1000000,10,true,1,10,512,100,2,29,nan
4,10,4,10,1,false,1,1000,512,10000,5,0,nan
2,10,4,1000000,10,false,1,1000,512,10000,2,0,nan
4,1,4,10,10,true,1,10,512,100,5,29,2.6800000000000002
2,1,2,1000000,10,true,1,1000,512,10000,2,0,nan
2,1,4,10,10,false,1000,10,1024,100,5,29,564.24285714285713
4,1,4,10,10,false,1,1000,512,10000,5,29,2.3799999999999999
4,1,4,1000000,1,true,1000,1000,512,10000,5,29,nan
2,1,4,10,10,true,1000,1000,512,10000,2,0,717.57142857142856
4,10,2,10,10,false,1,10,1024,100,5,29,2.3999999999999999
2,1,2,10,10,true,1000,10,512,100,5,29,nan
4,10,2,10,1,true,1,1000,512,10000,2,0,nan
2,1,2,10,1,true,1,1000,1024,10000,2,29,nan
4,1,2,10,1,true,1,10,512,100,5,29,nan
4,10,2,10,10,true,1000,1000,1024,10000,5,29,1801.5
4,10,4,1000000,10,false,1000,1000,512,10000,2,0,1578.875
2,1,4,1000000,1,false,1,10,512,100,2,0,nan
2,10,4,10,10,true,1000,10,1024,100,2,0,478.0
4,10,4,1000000,10,false,1,10,1024,100,5,29,nan
4,1,2,1000000,1,true,1,10,512,100,2,29,nan
2,10,4,1000000,10,true,1000,1000,1024,10000,2,0,nan
4,10,4,1000000,1,true,1000,10,512,100,5,29,nan
2,1,2,10,1,false,1000,10,512,100,5,0,nan
2,1,4,10,1,false,1000,10,1024,100,2,29,nan
4,1,2,10,10,true,1000,10,512,100,5,0,1805.0714285714287
4,1,4,1000000,10,false,1,10,512,100,5,29,nan
2,10,2,1000000,1,false,1000,10,512,100,5,0,nan
2,1,4,10,10,true,1,1000,1024,10000,2,29,nan
2,1,4,10,10,false,1000,1000,512,10000,5,29,nan
4,1,2,10,10,false,1,1000,1024,10000,5,29,2.3599999999999999
4,10,2,10,10,false,1,10,1024,100,5,29,3.6749999999999998
2,1,4,1000000,1,false,1,1000,1024,10000,5,0,nan
2,10,4,10,10,false,1000,1000,512,10000,5,29,598.71428571428567
2,10,2,10,1,true,1000,1000,1024,10000,2,0,nan
2,10,2,1000000,1,true,1,1000,512,10000,2,0,nan
2,1,2,10,1,false,1000,1000,512,10000,2,29,nan
2,1,4,1000000,1,false,1000,10,512,100,2,29,nan
4,1,2,1000000,10,true,1000,1000,1024,10000,2,29,450.07500000000005
4,10,2,1000000,1,false,1000,10,1024,100,5,0,69.400000000000006
4,10,4,1000000,1,true,1,10,1024,100,2,0,nan
4,1,4,1000000,10,false,1000,10,1024,100,5,29,1313.3999999999999
2,1,4,10,10,false,1000,10,1024,100,2,0,715.0
2,1,2,1000000,1,true,1000,1000,512,10000,2,29,nan
4,1,4,10,10,true,1000,10,512,100,2,29,1443.4200000000001
2,10,2,10,10,false,1000,1000,512,10000,5,0,478.02499999999998
2,1,2,10,10,false,1,10,512,100,5,0,nan
4,10,4,10,1,false,1000,1000,1024,10000,5,29,60.799999999999997
2,1,2,10,1,true,1,1000,512,10000,2,0,nan
2,1,4,1000000,1,true,1,10,1024,100,2,29,nan
2,1,4,10,10,false,1,1000,512,10000,2,29,nan
2,1,4,10,1,true,1,1000,1024,10000,5,29,nan
2,10,2,1000000,1,false,1,1000,512,10000,2,0,nan
2,1,4,1000000,10,false,1,1000,1024,10000,5,0,nan
2,1,2,1000000,10,false,1000,10,512,100,2,0,nan
2,1,2,1000000,1,true,1,1000,512,10000,2,0,nan
4,10,2,1000000,10,true,1000,1000,512,10000,2,29,568.22500000000002
4,1,4,10,10,true,1,10,512,100,5,0,2.2333333333333334
2,1,4,10,10,false,1000,1000,512,10000,2,0,772.07999999999993
4,10,4,10,10,true,1,1000,512,10000,2,29,2.2000000000000002
2,1,4,10,1,true,1000,10,1024,100,2,29,nan
2,1,4,10,10,false,1,10,512,100,2,0,1.3999999999999997
2,1,4,10,1,false,1000,1000,1024,10000,2,0,nan
4,1,2,1000000,10,true,1,1000,512,10000,2,0,0.59999999999999998
4,1,4,10,1,true,1,10,512,100,5,29,nan
4,1,2,1000000,10,true,1000,10,1024,100,2,29,529.45000000000005
2,10,4,1000000,1,true,1,10,512,100,5,0,nan
4,10,4,10,1,true,1,10,1024,100,2,29,nan
4,10,4,10,1,true,1,10,512,100,2,29,nan
2,1,2,10,1,true,1000,10,512,100,5,29,nan
4,1,2,10,1,false,1000,10,512,100,5,29,61.5
4,1,2,1000000,1,false,1,10,512,100,5,29,nan
4,1,4,1000000,1,true,1000,1000,1024,10000,5,29,16.199999999999999
4,1,2,10,10,true,1,1000,512,10000,2,29,2.1399999999999997
4,1,4,10,10,false,1000,10,1024,100,5,29,1614.5333333333335
4,1,2,1000000,10,true,1,10,512,100,5,29,nan
4,10,4,10,1,false,1000,10,512,100,5,29,31.699999999999999
4,1,4,10,10,false,1,1000,1024,10000,2,29,nan
4,10,4,10,10,true,1,1000,1024,10000,2,29,2.6166666666666667
4,10,2,1000000,1,true,1000,10,512,100,5,0,nan
4,1,4,10,10,true,1,1000,1024,10000,2,29,2.04
4,10,4,10,10,false,1000,10,512,100,2,0,1608.1888888888891
2,10,4,1000000,10,false,1000,1000,1024,10000,2,0,nan
4,10,2,10,10,false,1,10,1024,100,2,0,2.9199999999999995
4,1,2,1000000,10,false,1000,1000,512,10000,2,29,469.10000000000008
2,1,4,1000000,1,false,1000,10,1024,100,5,0,nan
2,10,2,1000000,10,true,1000,1000,512,10000,2,0,nan
2,1,2,1000000,1,true,1000,1000,512,10000,5,29,nan
4,1,4,1000000,1,false,1,10,1024,100,2,29,nan
2,1,2,1000000,10,false,1,1000,1024,10000,2,0,nan
2,10,4,10,10,true,1,1000,1024,10000,2,29,1.4399999999999999
2,1,4,10,1,false,1,1000,512,10000,2,0,nan
2,10,4,10,10,false,1,10,512,100,2,0,nan
4,10,4,10,1,false,1000,10,512,100,2,29,38.200000000000003
2,10,4,10,10,true,1000,10,512,100,5,0,nan
2,1,4,1000000,1,false,1,1000,1024,10000,2,0,nan
4,10,4,1000000,10,true,1,10,512,100,5,0,40.200000000000003
4,1,4,10,10,true,1000,1000,512,10000,2,0,1532.6750000000002
2,10,4,1000000,10,false,1000,1000,512,10000,2,0,nan
2,1,4,10,1,false,1,1000,1024,10000,5,29,nan
2,1,2,10,1,true,1,10,1024,100,2,0,nan
4,10,2,10,1,true,1,1000,1024,10000,2,0,nan
4,10,4,1000000,1,false,1,10,512,100,2,0,nan
2,1,4,1000000,10,true,1,10,512,100,2,29,nan
2,10,2,10,1,false,1,10,512,100,5,0,nan
2,10,4,10,1,false,1000,1000,512,10000,2,0,nan
2,1,4,10,10,false,1,1000,512,10000,2,29,nan
2,1,4,1000000,1,false,1,1000,512,10000,5,0,nan
4,1,2,1000000,1,true,1000,1000,512,10000,5,29,nan
2,1,4,10,1,false,1,10,1024,100,5,29,nan
2,1,4,1000000,10,false,1000,1000,1024,10000,5,0,nan
4,10,4,1000000,10,false,1000,1000,512,10000,5,29,1631.3000000000002
2,10,2,1000000,1,true,1000,1000,512,10000,2,0,nan
2,10,4,1000000,10,true,1000,1000,1024,10000,5,0,nan
2,10,2,1000000,1,false,1,10,1024,100,5,0,nan
2,10,4,10,1,false,1,10,512,100,5,0,nan
4,1,2,10,10,true,1,10,512,100,5,0,1.75
2,1,4,10,1,false,1,10,512,100,5,0,nan
2,10,2,10,10,true,1000,10,512,100,5,0,nan
4,10,2,1000000,1,false,1,10,1024,100,2,0,nan
2,1,4,1000000,1,false,1,1000,512,10000,2,29,nan
4,1,4,10,1,true,1000,10,512,100,2,29,39.200000000000003
4,10,2,10,10,false,1000,1000,1024,10000,5,29,1679.125
4,10,4,10,10,true,1000,1000,1024,10000,2,29,1248.211111111111
