SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.02237545736
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.0443287362792
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.132915845764
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.0864762172812
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.0789473684211
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.0440472839854
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.0575569940895
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.0676189135941
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0671263720799
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.0558682803265
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0307486631016
1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.0307486631016
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0.0598086124402
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.0320151984239
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.0595975232198
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0175907683648
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.0622009569378
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0444694624261
0,1,1,0,0,1,1,1,0,0,0,0,1,1,0.00640303968477
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0.0732479594709
0,1,0,0,1,1,1,0,0,1,0,0,1,1,0.0629749507458
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0.0604418801013
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.0514354066986
1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0517168589924
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0.0187165775401
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.0623416830847
1,1,0,1,0,1,0,0,1,1,1,0,0,1,0.0149169715733
0,0,0,0,1,0,0,1,0,1,1,1,0,1,0.101815367295
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.0581198986772
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0.0949197860963
1,1,1,1,0,0,0,0,1,0,0,0,1,0,0.0568533633549
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0641711229947
1,0,0,1,1,1,1,1,0,0,1,1,0,1,0.0688854489164
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.0823951590205
1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0121728117084
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0534759358289
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.0553757388123
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0197016605685
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.0759217562623
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0.053335209682
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.108710948494
1,1,1,1,0,0,0,0,0,1,1,1,0,0,0.0434843793977
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0544610188573
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0633267661131
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0239234449761
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0.0630453138193
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0712074303406
1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.333028426682
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.0623416830847
1,0,0,0,1,0,1,0,1,0,0,1,0,1,0.0473543484379
1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0202645651562
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0.0237123557557
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.0475654376583
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.053335209682
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0.0254010695187
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0557275541796
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.0330706445258
0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.0523501266535
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0645933014354
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.101815367295
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0405291303124
1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.113284548269
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0966084998593
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.0744441317197
0,1,1,1,0,1,1,0,0,1,0,0,1,0,0.0753588516746
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0273712355756
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0911905432029
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0.0691669012102
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0.0175204052913
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.0836616943428
1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0916127216437
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0379256965944
1,1,0,1,0,0,1,1,1,0,0,1,0,0,0.0906980016887
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.0773290177315
0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.0310301153954
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0.0555868280326
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0.093653250774
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.113425274416
0,0,0,1,1,0,0,1,0,0,0,1,1,1,0.091964537011
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0688854489164
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.0746552209401
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0547424711511
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.0552350126654
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.0389811426963
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0.1232761047
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0.0754292147481
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.0728257810301
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0.0405291303124
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.0730368702505
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0.0414438502674
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.0631860399662
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0.042147481002
0,0,1,1,1,0,1,1,1,0,0,1,1,0,0.0740219532789
1,0,0,0,1,0,0,1,1,0,1,1,0,0,0.0363073459049
0,1,0,1,1,0,1,1,1,1,1,0,1,1,0.0422882071489
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.0980157613285
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0364480720518
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.0817618913594
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.0664227413453
1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0332113706727
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0.0131578947368
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0.0338446383338
1,0,0,0,1,1,0,0,1,1,0,1,1,0,0.0534759358289
1,1,0,1,1,1,1,0,1,1,1,1,1,0,0.0748663101604
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0592457078525
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.0595975232198
1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.145299746693
1,1,0,0,0,1,0,1,0,0,0,1,1,1,0.0455952716015
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0.0381367858148
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0201238390093
1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.0837320574163
1,0,0,1,0,0,1,1,0,1,0,1,1,1,0.0508021390374
0,1,0,1,0,0,0,0,1,1,1,0,1,1,0.0132986208838
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.0354629890234
1,1,0,1,1,0,1,1,0,1,0,1,1,0,0.0532648466085
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0.0396144103574
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.146988460456
1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.0612862369828
1,1,0,1,0,0,1,1,1,0,1,0,0,0,0.0868280326485
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.0339150014073
1,1,0,1,0,1,0,1,1,0,1,1,1,0,0.0742330424993
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0.0720517872221
1,1,0,1,0,0,1,1,1,0,1,1,0,1,0.0719814241486
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.0681114551084
1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0539684773431
1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.0334928229665
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0.133760202646
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.0655080213904
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.072192513369
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0.0220940050661
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.0458767238953
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.0623416830847
0,1,1,1,1,1,0,1,0,1,0,1,1,1,0.138263439347
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0.102026456516
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.0563608218407
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0.0489726991275
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0594567970729
1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.0646636645089
0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.0726850548832
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0392625949901
0,0,1,0,1,1,0,0,1,1,1,1,0,0,0.0682521812553
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.072192513369
1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.0296228539263
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.0559386433999
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.0783844638334
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.0465803546299
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.0135800731776
1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.0477765268787
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.00211089220377
1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.0496763298621
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0367295243456
1,1,0,0,1,0,1,0,1,1,1,0,1,1,0.0671967351534
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0.0679707289614
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.0213903743316
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.0915423585702
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.0607233323952
0,0,0,0,1,0,1,1,0,1,1,1,1,0,0.0579791725303
0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.0410920349001
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0.151702786378
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.0719814241486
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0494652406417
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.0256121587391
0,0,1,0,1,0,0,1,0,1,1,1,0,1,0.0475654376583
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0.0379960596679
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0.0873205741627
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0306783000281
0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.0657894736842
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0420067548551
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0315226569097
1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.0646636645089
0,1,1,0,0,1,1,1,0,1,1,0,1,1,0.0614269631297
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0.0826766113144
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0.0182943990994
1,1,1,0,0,0,0,1,1,0,1,0,1,1,0.0543906557838
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0.0553053757388
1,0,1,0,1,1,1,0,1,1,0,0,0,1,0.0536870250493
0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.0699408950183
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0.0605826062482
0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0160427807487
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.0595975232198
0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.0413031241205
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0664931044188
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0299746692936
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.036025893611
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0.0603715170279
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.0522797635801
0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.0510835913313
0,0,0,0,1,0,1,1,0,0,0,1,1,1,0.0460878131157
0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.0381367858148
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0.11574725584
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0.05410920349
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.0111173656065
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.0484097945398
0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.0900647340276
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0.0657894736842
0,0,1,0,1,1,1,1,1,0,1,1,0,0,0.0489726991275
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.029130312412
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0556571911061
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.0543906557838
1,1,0,1,1,0,0,0,0,0,1,1,0,1,0.0775401069519
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0286377708978
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.0315930199831
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0451027300873
1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.0365887981987
0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.0724036025894
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0588235294118
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0436251055446
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0.0709259780467
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0452434562342
1,0,0,1,0,0,1,0,1,1,0,1,1,1,0.0676189135941
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.0570644525753
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.0929496200394
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.0368702504925
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0678300028145
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.0284970447509
1,0,1,1,1,1,1,1,0,0,0,1,1,0,0.0468618069237
0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0653672952435
0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.0218829158458
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0.0221643681396
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.0973824936673
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0610751477625
0,0,1,1,1,0,1,0,1,0,1,1,0,1,0.0241345341965
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0437658316915
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0.052420489727
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0571348156487
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0.0670560090065
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0.0855614973262
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0614973262032
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0.142837039122
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.0541795665635
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0569237264284
1,0,0,1,0,1,1,0,0,1,1,0,1,1,0.0325781030115
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.0468618069237
0,1,1,0,0,1,0,1,1,0,0,0,0,1,0.108640585421
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.0408105826062
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.0541795665635
0,0,1,1,1,0,1,1,1,0,0,1,0,0,0.0709259780467
0,1,1,0,1,0,1,1,1,0,1,0,0,0,0.0270897832817
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0.0906276386153
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.0532648466085
0,0,1,0,1,0,1,1,1,1,1,0,1,1,0.0638896707008
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.0880242048973
1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0379960596679
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.0493948775683
