SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq
1,0,0,0,1,1,1,0,1,1,1,0,1,1,10.619
0,0,1,1,1,0,1,1,0,0,0,0,1,1,10.632
0,0,1,1,1,0,1,1,1,0,0,1,1,0,13.66
1,0,0,0,1,0,0,1,1,0,1,1,0,0,13.689
0,1,0,1,1,0,1,1,1,1,1,0,1,1,11.127
0,0,1,1,0,1,0,1,0,1,1,1,1,0,13.71
0,0,1,1,0,0,1,0,0,0,0,0,0,0,10.602
0,0,0,0,0,0,1,1,0,1,1,0,0,1,11.053
0,0,1,0,0,1,0,1,1,0,0,1,1,0,13.508
1,0,1,1,0,1,0,1,0,1,0,0,1,0,10.555
1,1,1,1,1,1,0,1,1,0,0,0,0,1,10.689
1,1,1,1,0,0,1,0,1,1,0,1,1,0,14.021
1,0,0,0,1,1,0,0,1,1,0,1,1,0,13.745
1,1,0,1,1,1,1,0,1,1,1,1,1,0,14.183
0,0,0,0,1,0,0,0,0,1,0,1,0,0,14.28
1,1,1,0,0,1,0,0,0,0,1,1,1,0,13.739
1,1,0,0,0,0,1,1,1,1,1,1,1,0,14.106
1,1,0,0,0,1,0,1,0,0,0,1,1,1,13.701
1,1,1,1,1,0,1,0,1,1,0,1,0,1,14.088
0,1,0,1,0,1,1,1,0,0,0,0,1,1,10.488
1,0,0,0,0,1,1,0,1,0,1,1,1,1,13.874
1,0,0,1,0,0,1,1,0,1,0,1,1,1,13.863
0,1,0,1,0,0,0,0,1,1,1,0,1,1,10.522
0,1,0,0,0,1,0,1,0,1,0,0,1,0,10.646
1,1,0,1,1,0,1,1,0,1,0,1,1,0,13.703
0,1,0,1,0,1,0,0,1,0,1,0,1,1,10.78
0,1,1,0,1,0,1,0,1,0,0,1,1,1,14.144
1,0,0,1,0,0,0,1,0,1,1,0,0,1,10.751
1,1,0,1,0,0,1,1,1,0,1,0,0,0,10.633
0,1,1,0,0,1,0,0,1,1,0,0,0,0,10.973
1,1,0,1,0,1,0,1,1,0,1,1,1,0,13.734
1,0,0,0,0,1,1,0,1,1,1,0,1,0,10.796
1,1,0,1,0,0,1,1,1,0,1,1,0,1,13.89
1,1,1,1,0,1,0,0,0,0,1,0,0,0,10.848
1,1,0,1,0,0,0,1,1,1,1,0,0,1,10.754
1,0,1,1,1,0,0,1,1,0,0,0,0,0,11.074
0,1,0,0,1,0,1,1,0,1,1,1,1,0,13.723
0,0,0,1,0,0,0,1,1,0,1,1,0,1,13.572
0,0,0,1,0,0,0,1,1,1,0,1,0,1,13.919
1,0,1,1,0,0,1,0,1,1,1,0,1,0,10.66
1,1,1,1,1,1,1,0,1,0,0,0,1,0,10.736
0,1,0,1,1,1,1,0,1,0,1,1,1,0,13.827
0,1,1,1,1,1,0,1,0,1,0,1,1,1,13.994
0,1,1,1,0,0,1,1,1,1,0,0,1,0,11.024
0,1,0,1,0,0,0,0,1,0,1,0,1,1,10.693
1,0,1,0,0,1,0,0,1,1,0,0,1,0,10.576
1,0,0,0,0,0,0,0,1,0,1,1,0,0,13.601
1,1,1,0,1,1,0,0,1,0,0,1,0,0,13.86
0,1,1,0,0,1,1,0,0,1,0,0,0,1,10.861
0,1,1,1,1,1,1,0,0,1,0,0,0,0,10.622
0,0,1,0,1,1,0,0,1,1,1,1,0,0,14.013
0,0,1,0,1,1,0,0,1,0,1,1,0,0,13.843
1,0,1,0,1,1,0,1,1,0,0,0,1,0,10.767
1,0,0,1,0,1,1,1,1,1,1,1,1,1,13.756
1,0,1,1,1,1,1,1,1,1,1,1,1,0,14.051
0,1,0,1,0,0,1,0,0,0,0,1,0,0,13.658
1,0,1,1,1,1,0,0,0,0,1,0,0,0,10.63
1,1,0,0,1,1,0,0,0,0,1,1,0,0,13.807
0,1,0,1,1,0,0,0,0,0,0,0,1,1,10.497
1,0,1,1,1,1,1,0,0,1,0,0,1,0,10.515
0,0,1,1,0,1,0,0,0,0,1,0,0,0,10.721
1,1,0,0,1,0,1,0,1,1,1,0,1,1,10.56
1,1,1,0,1,1,1,0,1,1,0,1,0,1,13.828
0,0,0,0,1,0,0,1,1,0,0,0,0,1,11.007
1,1,1,1,1,0,0,0,0,1,0,1,0,0,13.831
0,0,0,0,1,0,0,0,0,1,0,1,1,0,13.657
0,0,0,0,1,0,1,1,0,1,1,1,1,0,13.594
0,0,1,1,0,0,1,0,1,1,1,1,1,0,13.575
1,1,0,1,0,0,0,0,1,1,1,1,1,0,14.346
1,1,1,1,0,0,0,1,1,1,0,0,1,0,10.83
1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.686
0,0,0,1,0,1,0,1,1,1,0,1,0,1,13.739
0,0,1,0,1,0,0,1,0,1,1,1,0,1,13.582
1,0,0,0,1,0,1,1,0,0,1,1,0,1,13.884
0,1,1,1,1,0,0,0,1,1,1,1,1,0,13.758
1,0,0,1,0,0,0,0,1,0,1,0,0,0,10.624
0,0,0,1,1,0,0,1,1,1,1,0,0,1,10.632
0,0,0,0,0,0,0,0,0,1,0,1,0,1,13.764
1,0,0,0,0,0,1,0,0,1,0,1,0,0,14.124
1,0,1,0,1,1,0,1,1,1,0,1,1,1,13.684
0,1,1,0,0,1,1,1,0,1,1,0,1,1,10.756
1,0,1,0,0,0,0,0,1,0,1,1,1,0,13.836
0,0,1,0,0,1,1,0,0,1,1,0,1,0,10.539
1,1,1,0,0,0,0,1,1,0,1,0,1,1,10.615
0,1,0,0,1,1,1,1,1,0,0,1,1,0,13.652
1,0,1,0,1,1,1,0,1,1,0,0,0,1,10.805
0,0,1,0,1,0,0,1,0,1,0,0,1,1,10.887
0,0,1,0,0,1,1,1,0,1,0,1,0,1,13.619
0,0,0,0,1,0,0,1,1,1,1,0,1,0,10.469
0,0,0,1,0,1,0,1,1,1,1,1,0,1,13.541
0,0,1,0,1,0,0,0,1,0,1,1,1,0,13.552
0,1,0,0,1,0,0,0,1,1,0,1,0,0,13.862
1,1,1,0,1,1,0,1,1,0,1,0,1,1,10.677
1,1,1,0,0,0,1,1,1,0,0,0,0,1,10.678
0,1,0,1,0,1,1,0,0,1,0,0,0,1,10.719
0,0,1,1,0,1,0,0,1,0,1,0,0,1,10.793
0,1,1,0,1,1,1,1,0,0,1,1,0,1,13.633
0,0,0,0,1,0,1,1,0,0,0,1,1,1,13.641
0,0,0,0,1,1,0,0,1,0,0,1,0,1,13.74
0,0,1,0,0,1,1,1,1,1,0,1,0,0,13.96
1,1,0,1,1,0,0,0,1,0,1,1,0,1,14.112
0,0,0,1,0,0,1,0,0,0,1,0,1,1,10.518
0,0,0,0,0,0,0,1,1,1,0,0,1,1,10.62
0,0,1,1,0,0,0,1,1,1,1,1,1,1,13.783
0,0,0,1,0,1,1,0,0,0,1,1,1,0,13.493
0,0,1,0,1,1,1,1,1,0,1,1,0,0,13.982
0,1,0,0,1,1,1,0,0,1,1,0,0,1,10.76
1,0,0,1,1,0,0,1,0,0,0,0,0,1,10.621
1,1,0,1,1,1,1,1,1,1,0,1,1,0,13.893
1,1,0,1,1,0,0,0,0,0,1,1,0,1,13.8
1,1,1,0,0,1,0,1,1,0,1,0,0,1,11.019
0,0,1,1,0,0,0,0,0,0,1,0,1,1,10.745
1,1,1,1,1,0,1,1,1,0,1,0,1,0,10.531
1,1,1,0,0,0,0,0,0,0,1,0,1,1,11.024
0,0,1,0,0,1,0,0,0,1,0,1,1,1,13.831
0,1,0,0,0,0,1,1,0,1,0,0,1,0,11.01
0,1,0,0,0,0,0,0,0,1,0,0,0,1,10.662
1,1,0,0,0,0,1,1,0,1,1,1,0,1,13.706
0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.666
1,0,0,1,0,0,1,0,1,1,0,1,1,1,13.843
0,0,1,1,1,0,0,1,1,0,0,1,1,1,13.571
1,0,1,0,0,1,1,0,1,0,0,1,0,0,13.894
0,0,1,0,1,0,1,1,0,0,0,1,0,1,13.712
1,1,0,1,1,1,1,1,1,1,0,0,0,0,10.872
1,1,1,1,1,0,0,0,0,1,1,0,0,0,10.955
1,0,1,1,1,1,1,1,0,0,0,1,1,0,13.617
0,0,0,0,1,0,0,1,0,1,1,0,1,1,10.599
0,1,0,0,0,1,1,0,0,1,1,0,1,1,10.712
1,0,0,1,0,1,0,1,1,0,1,0,1,1,10.787
1,1,1,1,0,1,1,1,0,1,1,1,1,0,13.937
1,1,0,1,1,0,1,0,1,0,0,0,0,1,10.742
0,0,1,1,1,0,1,0,1,0,1,1,0,1,13.627
0,1,1,1,0,0,0,0,1,1,0,0,1,0,10.769
1,1,0,0,1,1,0,1,1,0,0,1,1,0,13.747
1,1,1,0,0,0,1,1,0,1,1,1,1,0,13.724
0,1,1,1,1,0,1,0,0,0,1,1,1,0,13.848
0,0,0,1,0,1,1,1,0,1,1,0,1,1,10.879
0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.509
0,0,0,1,0,1,1,0,1,0,0,1,1,0,14.028
1,0,0,1,1,0,1,0,1,0,1,0,0,1,10.661
0,1,0,0,0,0,0,0,0,1,0,0,0,1,10.729
1,0,0,1,0,1,1,0,0,1,1,0,1,1,11.674
0,1,1,1,1,0,0,1,0,0,1,1,0,0,13.653
0,1,1,0,0,1,0,1,1,0,0,0,0,1,11.017
0,0,0,0,0,1,1,1,0,0,1,0,0,0,10.871
0,1,0,0,1,1,0,1,0,1,1,1,1,1,13.502
0,0,1,1,1,0,1,1,1,0,0,1,0,0,13.728
0,1,1,0,1,0,1,1,1,0,1,0,0,0,10.777
0,1,0,1,0,0,0,0,1,0,1,1,1,0,13.905
1,1,1,1,1,1,0,0,1,1,1,1,0,0,13.884
0,0,1,0,1,0,1,1,1,1,1,0,1,1,10.561
0,0,1,0,0,1,0,1,1,1,1,1,0,1,14.022
1,0,0,0,0,0,1,0,0,0,0,0,1,1,10.785
1,0,1,0,1,0,0,0,0,1,0,0,1,1,10.703
