SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom
1,0,0,0,1,1,1,0,1,1,1,0,1,1,6.232
0,0,1,1,1,0,1,1,0,0,0,0,1,1,6.542
0,0,1,1,1,0,1,1,1,0,0,1,1,0,6.376
1,0,0,0,1,0,0,1,1,0,1,1,0,0,6.231
0,1,0,1,1,0,1,1,1,1,1,0,1,1,6.205
0,0,1,1,0,1,0,1,0,1,1,1,1,0,6.296
0,0,1,1,0,0,1,0,0,0,0,0,0,0,6.244
0,0,0,0,0,0,1,1,0,1,1,0,0,1,6.26
0,0,1,0,0,1,0,1,1,0,0,1,1,0,6.272
1,0,1,1,0,1,0,1,0,1,0,0,1,0,6.314
1,1,1,1,1,1,0,1,1,0,0,0,0,1,6.269
1,1,1,1,0,0,1,0,1,1,0,1,1,0,6.546
1,0,0,0,1,1,0,0,1,1,0,1,1,0,6.413
1,1,0,1,1,1,1,0,1,1,1,1,1,0,6.44
0,0,0,0,1,0,0,0,0,1,0,1,0,0,6.553
1,1,1,0,0,1,0,0,0,0,1,1,1,0,6.236
1,1,0,0,0,0,1,1,1,1,1,1,1,0,7.157
1,1,0,0,0,1,0,1,0,0,0,1,1,1,6.193
1,1,1,1,1,0,1,0,1,1,0,1,0,1,6.278
0,1,0,1,0,1,1,1,0,0,0,0,1,1,6.105
1,0,0,0,0,1,1,0,1,0,1,1,1,1,6.378
1,0,0,1,0,0,1,1,0,1,0,1,1,1,6.211
0,1,0,1,0,0,0,0,1,1,1,0,1,1,6.28
0,1,0,0,0,1,0,1,0,1,0,0,1,0,6.307
1,1,0,1,1,0,1,1,0,1,0,1,1,0,6.421
0,1,0,1,0,1,0,0,1,0,1,0,1,1,6.348
0,1,1,0,1,0,1,0,1,0,0,1,1,1,6.385
1,0,0,1,0,0,0,1,0,1,1,0,0,1,6.255
1,1,0,1,0,0,1,1,1,0,1,0,0,0,6.349
0,1,1,0,0,1,0,0,1,1,0,0,0,0,6.266
1,1,0,1,0,1,0,1,1,0,1,1,1,0,6.132
1,0,0,0,0,1,1,0,1,1,1,0,1,0,6.303
1,1,0,1,0,0,1,1,1,0,1,1,0,1,6.291
1,1,1,1,0,1,0,0,0,0,1,0,0,0,6.324
1,1,0,1,0,0,0,1,1,1,1,0,0,1,6.392
1,0,1,1,1,0,0,1,1,0,0,0,0,0,6.43
0,1,0,0,1,0,1,1,0,1,1,1,1,0,6.187
0,0,0,1,0,0,0,1,1,0,1,1,0,1,6.306
0,0,0,1,0,0,0,1,1,1,0,1,0,1,6.373
1,0,1,1,0,0,1,0,1,1,1,0,1,0,6.256
1,1,1,1,1,1,1,0,1,0,0,0,1,0,6.278
0,1,0,1,1,1,1,0,1,0,1,1,1,0,6.299
0,1,1,1,1,1,0,1,0,1,0,1,1,1,6.502
0,1,1,1,0,0,1,1,1,1,0,0,1,0,6.294
0,1,0,1,0,0,0,0,1,0,1,0,1,1,6.27
1,0,1,0,0,1,0,0,1,1,0,0,1,0,6.302
1,0,0,0,0,0,0,0,1,0,1,1,0,0,6.147
1,1,1,0,1,1,0,0,1,0,0,1,0,0,6.175
0,1,1,0,0,1,1,0,0,1,0,0,0,1,6.395
0,1,1,1,1,1,1,0,0,1,0,0,0,0,6.314
0,0,1,0,1,1,0,0,1,1,1,1,0,0,6.318
0,0,1,0,1,1,0,0,1,0,1,1,0,0,6.205
1,0,1,0,1,1,0,1,1,0,0,0,1,0,6.21
1,0,0,1,0,1,1,1,1,1,1,1,1,1,6.411
1,0,1,1,1,1,1,1,1,1,1,1,1,0,6.378
0,1,0,1,0,0,1,0,0,0,0,1,0,0,6.295
1,0,1,1,1,1,0,0,0,0,1,0,0,0,6.398
1,1,0,0,1,1,0,0,0,0,1,1,0,0,6.441
0,1,0,1,1,0,0,0,0,0,0,0,1,1,6.122
1,0,1,1,1,1,1,0,0,1,0,0,1,0,6.372
0,0,1,1,0,1,0,0,0,0,1,0,0,0,6.572
1,1,0,0,1,0,1,0,1,1,1,0,1,1,6.348
1,1,1,0,1,1,1,0,1,1,0,1,0,1,6.469
0,0,0,0,1,0,0,1,1,0,0,0,0,1,6.366
1,1,1,1,1,0,0,0,0,1,0,1,0,0,6.397
0,0,0,0,1,0,0,0,0,1,0,1,1,0,6.237
0,0,0,0,1,0,1,1,0,1,1,1,1,0,6.343
0,0,1,1,0,0,1,0,1,1,1,1,1,0,6.187
1,1,0,1,0,0,0,0,1,1,1,1,1,0,6.406
1,1,1,1,0,0,0,1,1,1,0,0,1,0,6.322
1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.217
0,0,0,1,0,1,0,1,1,1,0,1,0,1,6.28
0,0,1,0,1,0,0,1,0,1,1,1,0,1,6.25
1,0,0,0,1,0,1,1,0,0,1,1,0,1,6.2
0,1,1,1,1,0,0,0,1,1,1,1,1,0,6.228
1,0,0,1,0,0,0,0,1,0,1,0,0,0,6.417
0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.33
0,0,0,0,0,0,0,0,0,1,0,1,0,1,6.388
1,0,0,0,0,0,1,0,0,1,0,1,0,0,6.392
1,0,1,0,1,1,0,1,1,1,0,1,1,1,6.385
0,1,1,0,0,1,1,1,0,1,1,0,1,1,6.389
1,0,1,0,0,0,0,0,1,0,1,1,1,0,6.269
0,0,1,0,0,1,1,0,0,1,1,0,1,0,6.199
1,1,1,0,0,0,0,1,1,0,1,0,1,1,6.167
0,1,0,0,1,1,1,1,1,0,0,1,1,0,6.211
1,0,1,0,1,1,1,0,1,1,0,0,0,1,6.483
0,0,1,0,1,0,0,1,0,1,0,0,1,1,6.499
0,0,1,0,0,1,1,1,0,1,0,1,0,1,6.222
0,0,0,0,1,0,0,1,1,1,1,0,1,0,6.127
0,0,0,1,0,1,0,1,1,1,1,1,0,1,6.501
0,0,1,0,1,0,0,0,1,0,1,1,1,0,6.122
0,1,0,0,1,0,0,0,1,1,0,1,0,0,6.365
1,1,1,0,1,1,0,1,1,0,1,0,1,1,6.191
1,1,1,0,0,0,1,1,1,0,0,0,0,1,6.113
0,1,0,1,0,1,1,0,0,1,0,0,0,1,6.387
0,0,1,1,0,1,0,0,1,0,1,0,0,1,6.383
0,1,1,0,1,1,1,1,0,0,1,1,0,1,6.308
0,0,0,0,1,0,1,1,0,0,0,1,1,1,6.184
0,0,0,0,1,1,0,0,1,0,0,1,0,1,6.274
0,0,1,0,0,1,1,1,1,1,0,1,0,0,6.306
1,1,0,1,1,0,0,0,1,0,1,1,0,1,6.38
0,0,0,1,0,0,1,0,0,0,1,0,1,1,6.219
0,0,0,0,0,0,0,1,1,1,0,0,1,1,6.27
0,0,1,1,0,0,0,1,1,1,1,1,1,1,6.453
0,0,0,1,0,1,1,0,0,0,1,1,1,0,6.408
0,0,1,0,1,1,1,1,1,0,1,1,0,0,6.238
0,1,0,0,1,1,1,0,0,1,1,0,0,1,6.378
1,0,0,1,1,0,0,1,0,0,0,0,0,1,6.398
1,1,0,1,1,1,1,1,1,1,0,1,1,0,6.339
1,1,0,1,1,0,0,0,0,0,1,1,0,1,6.225
1,1,1,0,0,1,0,1,1,0,1,0,0,1,6.189
0,0,1,1,0,0,0,0,0,0,1,0,1,1,6.189
1,1,1,1,1,0,1,1,1,0,1,0,1,0,6.142
1,1,1,0,0,0,0,0,0,0,1,0,1,1,6.341
0,0,1,0,0,1,0,0,0,1,0,1,1,1,6.336
0,1,0,0,0,0,1,1,0,1,0,0,1,0,6.373
0,1,0,0,0,0,0,0,0,1,0,0,0,1,6.386
1,1,0,0,0,0,1,1,0,1,1,1,0,1,6.288
0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.255
1,0,0,1,0,0,1,0,1,1,0,1,1,1,6.229
0,0,1,1,1,0,0,1,1,0,0,1,1,1,6.267
1,0,1,0,0,1,1,0,1,0,0,1,0,0,6.208
0,0,1,0,1,0,1,1,0,0,0,1,0,1,6.304
1,1,0,1,1,1,1,1,1,1,0,0,0,0,6.335
1,1,1,1,1,0,0,0,0,1,1,0,0,0,6.489
1,0,1,1,1,1,1,1,0,0,0,1,1,0,6.215
0,0,0,0,1,0,0,1,0,1,1,0,1,1,6.367
0,1,0,0,0,1,1,0,0,1,1,0,1,1,6.329
1,0,0,1,0,1,0,1,1,0,1,0,1,1,6.167
1,1,1,1,0,1,1,1,0,1,1,1,1,0,6.25
1,1,0,1,1,0,1,0,1,0,0,0,0,1,6.252
0,0,1,1,1,0,1,0,1,0,1,1,0,1,6.272
0,1,1,1,0,0,0,0,1,1,0,0,1,0,6.31
1,1,0,0,1,1,0,1,1,0,0,1,1,0,6.144
1,1,1,0,0,0,1,1,0,1,1,1,1,0,6.249
0,1,1,1,1,0,1,0,0,0,1,1,1,0,6.085
0,0,0,1,0,1,1,1,0,1,1,0,1,1,6.41
0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.385
0,0,0,1,0,1,1,0,1,0,0,1,1,0,6.287
1,0,0,1,1,0,1,0,1,0,1,0,0,1,6.305
0,1,0,0,0,0,0,0,0,1,0,0,0,1,6.621
1,0,0,1,0,1,1,0,0,1,1,0,1,1,6.232
0,1,1,1,1,0,0,1,0,0,1,1,0,0,6.216
0,1,1,0,0,1,0,1,1,0,0,0,0,1,6.25
0,0,0,0,0,1,1,1,0,0,1,0,0,0,6.324
0,1,0,0,1,1,0,1,0,1,1,1,1,1,6.27
0,0,1,1,1,0,1,1,1,0,0,1,0,0,6.244
0,1,1,0,1,0,1,1,1,0,1,0,0,0,6.39
0,1,0,1,0,0,0,0,1,0,1,1,1,0,6.109
1,1,1,1,1,1,0,0,1,1,1,1,0,0,6.365
0,0,1,0,1,0,1,1,1,1,1,0,1,1,6.162
0,0,1,0,0,1,0,1,1,1,1,1,0,1,6.29
1,0,0,0,0,0,1,0,0,0,0,0,1,1,6.31
1,0,1,0,1,0,0,0,0,1,0,0,1,1,6.206
