spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_amazon_micro_2_7_10286
1,1,0,0,0,1,1,1,0,0,1,0,0,1,5.005
0,0,1,0,0,1,1,1,0,0,1,0,0,1,0.155
1,0,1,0,0,1,1,1,0,0,1,0,0,1,5.015
0,1,1,0,0,1,1,1,0,0,1,0,0,1,0.345
1,1,1,0,0,1,1,1,0,0,1,0,0,1,5.005
0,0,0,1,0,1,1,1,0,0,1,0,0,1,0.145
1,0,0,1,0,1,1,1,0,0,1,0,0,1,5.015
0,1,0,1,0,1,1,1,0,0,1,0,0,1,0.255
1,1,0,1,0,1,1,1,0,0,1,0,0,1,5.025
0,0,1,1,0,1,1,1,0,0,1,0,0,1,0.13
1,0,1,1,0,1,1,1,0,0,1,0,0,1,5.025
0,1,1,1,0,1,1,1,0,0,1,0,0,1,0.28
1,1,1,1,0,1,1,1,0,0,1,0,0,1,3.41
0,0,0,0,1,1,1,1,0,0,1,0,0,1,0.13
1,0,0,0,1,1,1,1,0,0,1,0,0,1,5.01
0,1,0,0,1,1,1,1,0,0,1,0,0,1,0.39
1,1,0,0,1,1,1,1,0,0,1,0,0,1,5.005
0,0,1,0,1,1,1,1,0,0,1,0,0,1,0.16
1,0,1,0,1,1,1,1,0,0,1,0,0,1,5.03
0,1,1,0,1,1,1,1,0,0,1,0,0,1,0.28
1,1,1,0,1,1,1,1,0,0,1,0,0,1,5.005
0,0,0,1,1,1,1,1,0,0,1,0,0,1,0.14
1,0,0,1,1,1,1,1,0,0,1,0,0,1,5.01
0,1,0,1,1,1,1,1,0,0,1,0,0,1,0.33
1,1,0,1,1,1,1,1,0,0,1,0,0,1,5.025
0,0,1,1,1,1,1,1,0,0,1,0,0,1,0.16
1,0,1,1,1,1,1,1,0,0,1,0,0,1,5.04
0,1,1,1,1,1,1,1,0,0,1,0,0,1,0.245
1,1,1,1,1,1,1,1,0,0,1,0,0,1,5.005
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.06
1,0,0,0,0,0,0,0,1,0,1,0,0,1,5.03
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.23
1,1,0,0,0,0,0,0,1,0,1,0,0,1,5.02
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.05
1,0,1,0,0,0,0,0,1,0,1,0,0,1,5.035
0,1,1,0,0,0,0,0,1,0,1,0,0,1,0.07
1,1,1,0,0,0,0,0,1,0,1,0,0,1,5.035
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.1
1,0,0,1,0,0,0,0,1,0,1,0,0,1,5.02
0,1,0,1,0,0,0,0,1,0,1,0,0,1,0.095
1,1,0,1,0,0,0,0,1,0,1,0,0,1,5.02
0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.105
1,0,1,1,0,0,0,0,1,0,1,0,0,1,5.0
0,1,1,1,0,0,0,0,1,0,1,0,0,1,0.115
1,1,1,1,0,0,0,0,1,0,1,0,0,1,5.025
0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.615
1,0,0,0,1,0,0,0,1,0,1,0,0,1,5.01
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.27
1,1,0,0,1,0,0,0,1,0,1,0,0,1,5.015
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.72
1,0,1,0,1,0,0,0,1,0,1,0,0,1,5.04
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0.3
1,1,1,0,1,0,0,0,1,0,1,0,0,1,5.02
0,0,0,1,1,0,0,0,1,0,1,0,0,1,0.735
1,0,0,1,1,0,0,0,1,0,1,0,0,1,5.02
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.27
1,1,0,1,1,0,0,0,1,0,1,0,0,1,5.01
0,0,1,1,1,0,0,0,1,0,1,0,0,1,0.74
1,0,1,1,1,0,0,0,1,0,1,0,0,1,5.04
0,1,1,1,1,0,0,0,1,0,1,0,0,1,0.295
1,1,1,1,1,0,0,0,1,0,1,0,0,1,5.015
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.175
1,0,0,0,0,1,0,0,1,0,1,0,0,1,5.0
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.32
1,1,0,0,0,1,0,0,1,0,1,0,0,1,5.01
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0.195
1,0,1,0,0,1,0,0,1,0,1,0,0,1,5.01
0,1,1,0,0,1,0,0,1,0,1,0,0,1,0.325
1,1,1,0,0,1,0,0,1,0,1,0,0,1,5.01
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0.195
1,0,0,1,0,1,0,0,1,0,1,0,0,1,5.025
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0.38
1,1,0,1,0,1,0,0,1,0,1,0,0,1,5.025
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.185
1,0,1,1,0,1,0,0,1,0,1,0,0,1,5.015
0,1,1,1,0,1,0,0,1,0,1,0,0,1,0.38
1,1,1,1,0,1,0,0,1,0,1,0,0,1,5.03
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0.18
1,0,0,0,1,1,0,0,1,0,1,0,0,1,5.03
0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.475
1,1,0,0,1,1,0,0,1,0,1,0,0,1,5.03
0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.195
1,0,1,0,1,1,0,0,1,0,1,0,0,1,5.02
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0.46
1,1,1,0,1,1,0,0,1,0,1,0,0,1,5.02
0,0,0,1,1,1,0,0,1,0,1,0,0,1,0.195
1,0,0,1,1,1,0,0,1,0,1,0,0,1,5.02
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0.51
1,1,0,1,1,1,0,0,1,0,1,0,0,1,5.025
0,0,1,1,1,1,0,0,1,0,1,0,0,1,0.195
1,0,1,1,1,1,0,0,1,0,1,0,0,1,5.015
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0.475
1,1,1,1,1,1,0,0,1,0,1,0,0,1,5.015
0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.19
1,0,0,0,0,0,1,0,1,0,1,0,0,1,5.015
0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.31
1,1,0,0,0,0,1,0,1,0,1,0,0,1,5.03
0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.155
1,0,1,0,0,0,1,0,1,0,1,0,0,1,2.535
0,1,1,0,0,0,1,0,1,0,1,0,0,1,0.495
1,1,1,0,0,0,1,0,1,0,1,0,0,1,5.02
0,0,0,1,0,0,1,0,1,0,1,0,0,1,0.155
1,0,0,1,0,0,1,0,1,0,1,0,0,1,5.045
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0.16
1,1,0,1,0,0,1,0,1,0,1,0,0,1,5.03
0,0,1,1,0,0,1,0,1,0,1,0,0,1,0.21
1,0,1,1,0,0,1,0,1,0,1,0,0,1,5.015
0,1,1,1,0,0,1,0,1,0,1,0,0,1,0.11
1,1,1,1,0,0,1,0,1,0,1,0,0,1,5.04
0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.56
1,0,0,0,1,0,1,0,1,0,1,0,0,1,5.015
0,1,0,0,1,0,1,0,1,0,1,0,0,1,0.6
1,1,0,0,1,0,1,0,1,0,1,0,0,1,5.025
0,0,1,0,1,0,1,0,1,0,1,0,0,1,0.19
1,0,1,0,1,0,1,0,1,0,1,0,0,1,5.02
0,1,1,0,1,0,1,0,1,0,1,0,0,1,0.575
1,1,1,0,1,0,1,0,1,0,1,0,0,1,5.02
0,0,0,1,1,0,1,0,1,0,1,0,0,1,0.115
1,0,0,1,1,0,1,0,1,0,1,0,0,1,5.03
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0.14
1,1,0,1,1,0,1,0,1,0,1,0,0,1,5.035
0,0,1,1,1,0,1,0,1,0,1,0,0,1,0.09
1,0,1,1,1,0,1,0,1,0,1,0,0,1,5.01
0,1,1,1,1,0,1,0,1,0,1,0,0,1,0.31
1,1,1,1,1,0,1,0,1,0,1,0,0,1,5.03
0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.2
1,0,0,0,0,1,1,0,1,0,1,0,0,1,5.025
0,1,0,0,0,1,1,0,1,0,1,0,0,1,0.405
1,1,0,0,0,1,1,0,1,0,1,0,0,1,5.0
0,0,1,0,0,1,1,0,1,0,1,0,0,1,0.195
1,0,1,0,0,1,1,0,1,0,1,0,0,1,5.015
0,1,1,0,0,1,1,0,1,0,1,0,0,1,0.445
1,1,1,0,0,1,1,0,1,0,1,0,0,1,5.03
0,0,0,1,0,1,1,0,1,0,1,0,0,1,0.195
1,0,0,1,0,1,1,0,1,0,1,0,0,1,5.02
0,1,0,1,0,1,1,0,1,0,1,0,0,1,0.34
1,1,0,1,0,1,1,0,1,0,1,0,0,1,5.04
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.19
1,0,1,1,0,1,1,0,1,0,1,0,0,1,5.015
0,1,1,1,0,1,1,0,1,0,1,0,0,1,0.37
1,1,1,1,0,1,1,0,1,0,1,0,0,1,4.14
0,0,0,0,1,1,1,0,1,0,1,0,0,1,0.185
1,0,0,0,1,1,1,0,1,0,1,0,0,1,5.015
0,1,0,0,1,1,1,0,1,0,1,0,0,1,0.49
1,1,0,0,1,1,1,0,1,0,1,0,0,1,5.025
0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.205
1,0,1,0,1,1,1,0,1,0,1,0,0,1,5.025
0,1,1,0,1,1,1,0,1,0,1,0,0,1,0.38
1,1,1,0,1,1,1,0,1,0,1,0,0,1,5.015
0,0,0,1,1,1,1,0,1,0,1,0,0,1,0.185
1,0,0,1,1,1,1,0,1,0,1,0,0,1,5.025
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0.42
1,1,0,1,1,1,1,0,1,0,1,0,0,1,5.01
0,0,1,1,1,1,1,0,1,0,1,0,0,1,0.205
1,0,1,1,1,1,1,0,1,0,1,0,0,1,5.005
0,1,1,1,1,1,1,0,1,0,1,0,0,1,0.35
1,1,1,1,1,1,1,0,1,0,1,0,0,1,5.03
0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.075
1,0,0,0,0,0,0,1,1,0,1,0,0,1,5.0
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.34
1,1,0,0,0,0,0,1,1,0,1,0,0,1,5.035
0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.045
1,0,1,0,0,0,0,1,1,0,1,0,0,1,5.01
0,1,1,0,0,0,0,1,1,0,1,0,0,1,0.08
1,1,1,0,0,0,0,1,1,0,1,0,0,1,5.01
0,0,0,1,0,0,0,1,1,0,1,0,0,1,0.125
1,0,0,1,0,0,0,1,1,0,1,0,0,1,5.015
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0.125
1,1,0,1,0,0,0,1,1,0,1,0,0,1,5.035
0,0,1,1,0,0,0,1,1,0,1,0,0,1,0.13
1,0,1,1,0,0,0,1,1,0,1,0,0,1,5.02
0,1,1,1,0,0,0,1,1,0,1,0,0,1,0.15
1,1,1,1,0,0,0,1,1,0,1,0,0,1,5.01
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0.79
1,0,0,0,1,0,0,1,1,0,1,0,0,1,5.025
0,1,0,0,1,0,0,1,1,0,1,0,0,1,0.3
1,1,0,0,1,0,0,1,1,0,1,0,0,1,5.015
0,0,1,0,1,0,0,1,1,0,1,0,0,1,0.79
1,0,1,0,1,0,0,1,1,0,1,0,0,1,5.01
0,1,1,0,1,0,0,1,1,0,1,0,0,1,0.29
1,1,1,0,1,0,0,1,1,0,1,0,0,1,5.0
0,0,0,1,1,0,0,1,1,0,1,0,0,1,0.755
1,0,0,1,1,0,0,1,1,0,1,0,0,1,5.045
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0.275
1,1,0,1,1,0,0,1,1,0,1,0,0,1,5.02
0,0,1,1,1,0,0,1,1,0,1,0,0,1,0.76
1,0,1,1,1,0,0,1,1,0,1,0,0,1,5.025
0,1,1,1,1,0,0,1,1,0,1,0,0,1,0.285
1,1,1,1,1,0,0,1,1,0,1,0,0,1,5.015
0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.185
1,0,0,0,0,1,0,1,1,0,1,0,0,1,5.02
0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.32
1,1,0,0,0,1,0,1,1,0,1,0,0,1,5.015
0,0,1,0,0,1,0,1,1,0,1,0,0,1,0.19
1,0,1,0,0,1,0,1,1,0,1,0,0,1,5.02
0,1,1,0,0,1,0,1,1,0,1,0,0,1,0.3
1,1,1,0,0,1,0,1,1,0,1,0,0,1,5.0
0,0,0,1,0,1,0,1,1,0,1,0,0,1,0.175
1,0,0,1,0,1,0,1,1,0,1,0,0,1,5.035
0,1,0,1,0,1,0,1,1,0,1,0,0,1,0.37
1,1,0,1,0,1,0,1,1,0,1,0,0,1,5.0
0,0,1,1,0,1,0,1,1,0,1,0,0,1,0.2
1,0,1,1,0,1,0,1,1,0,1,0,0,1,5.015
0,1,1,1,0,1,0,1,1,0,1,0,0,1,0.39
1,1,1,1,0,1,0,1,1,0,1,0,0,1,5.04
0,0,0,0,1,1,0,1,1,0,1,0,0,1,0.18
1,0,0,0,1,1,0,1,1,0,1,0,0,1,5.005
0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.5
1,1,0,0,1,1,0,1,1,0,1,0,0,1,5.01
0,0,1,0,1,1,0,1,1,0,1,0,0,1,0.165
1,0,1,0,1,1,0,1,1,0,1,0,0,1,5.025
0,1,1,0,1,1,0,1,1,0,1,0,0,1,0.49
1,1,1,0,1,1,0,1,1,0,1,0,0,1,5.035
0,0,0,1,1,1,0,1,1,0,1,0,0,1,0.205
1,0,0,1,1,1,0,1,1,0,1,0,0,1,5.025
0,1,0,1,1,1,0,1,1,0,1,0,0,1,0.495
1,1,0,1,1,1,0,1,1,0,1,0,0,1,5.02
0,0,1,1,1,1,0,1,1,0,1,0,0,1,0.2
1,0,1,1,1,1,0,1,1,0,1,0,0,1,5.01
0,1,1,1,1,1,0,1,1,0,1,0,0,1,0.495
1,1,1,1,1,1,0,1,1,0,1,0,0,1,5.01
0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.215
1,0,0,0,0,0,1,1,1,0,1,0,0,1,5.005
0,1,0,0,0,0,1,1,1,0,1,0,0,1,0.31
1,1,0,0,0,0,1,1,1,0,1,0,0,1,5.0
0,0,1,0,0,0,1,1,1,0,1,0,0,1,0.165
1,0,1,0,0,0,1,1,1,0,1,0,0,1,2.5
0,1,1,0,0,0,1,1,1,0,1,0,0,1,0.51
1,1,1,0,0,0,1,1,1,0,1,0,0,1,5.03
0,0,0,1,0,0,1,1,1,0,1,0,0,1,0.155
1,0,0,1,0,0,1,1,1,0,1,0,0,1,5.015
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.16
1,1,0,1,0,0,1,1,1,0,1,0,0,1,5.055
0,0,1,1,0,0,1,1,1,0,1,0,0,1,0.16
1,0,1,1,0,0,1,1,1,0,1,0,0,1,5.025
0,1,1,1,0,0,1,1,1,0,1,0,0,1,0.1
1,1,1,1,0,0,1,1,1,0,1,0,0,1,5.055
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.56
1,0,0,0,1,0,1,1,1,0,1,0,0,1,5.03
0,1,0,0,1,0,1,1,1,0,1,0,0,1,0.6
1,1,0,0,1,0,1,1,1,0,1,0,0,1,5.02
0,0,1,0,1,0,1,1,1,0,1,0,0,1,0.23
1,0,1,0,1,0,1,1,1,0,1,0,0,1,5.035
0,1,1,0,1,0,1,1,1,0,1,0,0,1,0.54
1,1,1,0,1,0,1,1,1,0,1,0,0,1,5.03
0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.07
1,0,0,1,1,0,1,1,1,0,1,0,0,1,5.01
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.12
1,1,0,1,1,0,1,1,1,0,1,0,0,1,5.01
0,0,1,1,1,0,1,1,1,0,1,0,0,1,0.06
1,0,1,1,1,0,1,1,1,0,1,0,0,1,5.015
0,1,1,1,1,0,1,1,1,0,1,0,0,1,0.265
1,1,1,1,1,0,1,1,1,0,1,0,0,1,5.025
0,0,0,0,0,1,1,1,1,0,1,0,0,1,0.14
1,0,0,0,0,1,1,1,1,0,1,0,0,1,5.035
0,1,0,0,0,1,1,1,1,0,1,0,0,1,0.315
1,1,0,0,0,1,1,1,1,0,1,0,0,1,5.005
0,0,1,0,0,1,1,1,1,0,1,0,0,1,0.145
1,0,1,0,0,1,1,1,1,0,1,0,0,1,5.03
0,1,1,0,0,1,1,1,1,0,1,0,0,1,0.36
1,1,1,0,0,1,1,1,1,0,1,0,0,1,5.01
0,0,0,1,0,1,1,1,1,0,1,0,0,1,0.17
1,0,0,1,0,1,1,1,1,0,1,0,0,1,5.025
0,1,0,1,0,1,1,1,1,0,1,0,0,1,0.26
1,1,0,1,0,1,1,1,1,0,1,0,0,1,5.01
0,0,1,1,0,1,1,1,1,0,1,0,0,1,0.15
1,0,1,1,0,1,1,1,1,0,1,0,0,1,5.025
0,1,1,1,0,1,1,1,1,0,1,0,0,1,0.25
1,1,1,1,0,1,1,1,1,0,1,0,0,1,3.32
0,0,0,0,1,1,1,1,1,0,1,0,0,1,0.15
1,0,0,0,1,1,1,1,1,0,1,0,0,1,5.02
0,1,0,0,1,1,1,1,1,0,1,0,0,1,0.39
1,1,0,0,1,1,1,1,1,0,1,0,0,1,5.025
0,0,1,0,1,1,1,1,1,0,1,0,0,1,0.15
1,0,1,0,1,1,1,1,1,0,1,0,0,1,5.035
0,1,1,0,1,1,1,1,1,0,1,0,0,1,0.3
1,1,1,0,1,1,1,1,1,0,1,0,0,1,5.02
0,0,0,1,1,1,1,1,1,0,1,0,0,1,0.14
1,0,0,1,1,1,1,1,1,0,1,0,0,1,5.005
0,1,0,1,1,1,1,1,1,0,1,0,0,1,0.31
1,1,0,1,1,1,1,1,1,0,1,0,0,1,5.02
0,0,1,1,1,1,1,1,1,0,1,0,0,1,0.145
1,0,1,1,1,1,1,1,1,0,1,0,0,1,5.005
0,1,1,1,1,1,1,1,1,0,1,0,0,1,0.28
1,1,1,1,1,1,1,1,1,0,1,0,0,1,5.02
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.035
1,0,0,0,0,0,0,0,0,1,1,0,0,1,5.025
0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.25
1,1,0,0,0,0,0,0,0,1,1,0,0,1,5.025
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.04
1,0,1,0,0,0,0,0,0,1,1,0,0,1,5.03
0,1,1,0,0,0,0,0,0,1,1,0,0,1,0.05
1,1,1,0,0,0,0,0,0,1,1,0,0,1,5.02
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.115
1,0,0,1,0,0,0,0,0,1,1,0,0,1,5.03
0,1,0,1,0,0,0,0,0,1,1,0,0,1,0.11
1,1,0,1,0,0,0,0,0,1,1,0,0,1,5.03
0,0,1,1,0,0,0,0,0,1,1,0,0,1,0.09
1,0,1,1,0,0,0,0,0,1,1,0,0,1,5.03
0,1,1,1,0,0,0,0,0,1,1,0,0,1,0.1
1,1,1,1,0,0,0,0,0,1,1,0,0,1,5.025
0,0,0,0,1,0,0,0,0,1,1,0,0,1,0.77
1,0,0,0,1,0,0,0,0,1,1,0,0,1,5.03
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0.29
1,1,0,0,1,0,0,0,0,1,1,0,0,1,5.025
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0.785
1,0,1,0,1,0,0,0,0,1,1,0,0,1,5.005
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0.275
1,1,1,0,1,0,0,0,0,1,1,0,0,1,5.035
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0.75
1,0,0,1,1,0,0,0,0,1,1,0,0,1,5.02
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0.285
1,1,0,1,1,0,0,0,0,1,1,0,0,1,5.01
0,0,1,1,1,0,0,0,0,1,1,0,0,1,0.79
1,0,1,1,1,0,0,0,0,1,1,0,0,1,5.03
0,1,1,1,1,0,0,0,0,1,1,0,0,1,0.28
1,1,1,1,1,0,0,0,0,1,1,0,0,1,5.015
0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.195
1,0,0,0,0,1,0,0,0,1,1,0,0,1,5.03
0,1,0,0,0,1,0,0,0,1,1,0,0,1,0.335
1,1,0,0,0,1,0,0,0,1,1,0,0,1,5.015
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0.205
1,0,1,0,0,1,0,0,0,1,1,0,0,1,5.005
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.35
1,1,1,0,0,1,0,0,0,1,1,0,0,1,5.02
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0.195
1,0,0,1,0,1,0,0,0,1,1,0,0,1,5.025
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0.39
1,1,0,1,0,1,0,0,0,1,1,0,0,1,5.045
0,0,1,1,0,1,0,0,0,1,1,0,0,1,0.205
1,0,1,1,0,1,0,0,0,1,1,0,0,1,5.01
0,1,1,1,0,1,0,0,0,1,1,0,0,1,0.38
1,1,1,1,0,1,0,0,0,1,1,0,0,1,5.03
0,0,0,0,1,1,0,0,0,1,1,0,0,1,0.175
1,0,0,0,1,1,0,0,0,1,1,0,0,1,5.015
0,1,0,0,1,1,0,0,0,1,1,0,0,1,0.52
1,1,0,0,1,1,0,0,0,1,1,0,0,1,5.015
0,0,1,0,1,1,0,0,0,1,1,0,0,1,0.18
1,0,1,0,1,1,0,0,0,1,1,0,0,1,5.035
0,1,1,0,1,1,0,0,0,1,1,0,0,1,0.51
1,1,1,0,1,1,0,0,0,1,1,0,0,1,5.025
0,0,0,1,1,1,0,0,0,1,1,0,0,1,0.19
1,0,0,1,1,1,0,0,0,1,1,0,0,1,5.03
0,1,0,1,1,1,0,0,0,1,1,0,0,1,0.5
1,1,0,1,1,1,0,0,0,1,1,0,0,1,5.02
0,0,1,1,1,1,0,0,0,1,1,0,0,1,0.185
1,0,1,1,1,1,0,0,0,1,1,0,0,1,5.025
0,1,1,1,1,1,0,0,0,1,1,0,0,1,0.51
1,1,1,1,1,1,0,0,0,1,1,0,0,1,5.02
0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.18
1,0,0,0,0,0,1,0,0,1,1,0,0,1,5.02
0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.31
1,1,0,0,0,0,1,0,0,1,1,0,0,1,5.04
0,0,1,0,0,0,1,0,0,1,1,0,0,1,0.16
1,0,1,0,0,0,1,0,0,1,1,0,0,1,2.51
0,1,1,0,0,0,1,0,0,1,1,0,0,1,0.49
1,1,1,0,0,0,1,0,0,1,1,0,0,1,5.02
0,0,0,1,0,0,1,0,0,1,1,0,0,1,0.165
1,0,0,1,0,0,1,0,0,1,1,0,0,1,5.035
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0.15
1,1,0,1,0,0,1,0,0,1,1,0,0,1,5.05
0,0,1,1,0,0,1,0,0,1,1,0,0,1,0.19
1,0,1,1,0,0,1,0,0,1,1,0,0,1,5.025
0,1,1,1,0,0,1,0,0,1,1,0,0,1,0.115
1,1,1,1,0,0,1,0,0,1,1,0,0,1,5.01
0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.53
1,0,0,0,1,0,1,0,0,1,1,0,0,1,5.015
0,1,0,0,1,0,1,0,0,1,1,0,0,1,0.59
1,1,0,0,1,0,1,0,0,1,1,0,0,1,5.025
0,0,1,0,1,0,1,0,0,1,1,0,0,1,0.215
1,0,1,0,1,0,1,0,0,1,1,0,0,1,5.025
0,1,1,0,1,0,1,0,0,1,1,0,0,1,0.575
1,1,1,0,1,0,1,0,0,1,1,0,0,1,5.015
0,0,0,1,1,0,1,0,0,1,1,0,0,1,0.08
1,0,0,1,1,0,1,0,0,1,1,0,0,1,5.025
0,1,0,1,1,0,1,0,0,1,1,0,0,1,0.13
1,1,0,1,1,0,1,0,0,1,1,0,0,1,5.055
0,0,1,1,1,0,1,0,0,1,1,0,0,1,0.115
1,0,1,1,1,0,1,0,0,1,1,0,0,1,5.045
0,1,1,1,1,0,1,0,0,1,1,0,0,1,0.27
1,1,1,1,1,0,1,0,0,1,1,0,0,1,5.05
0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.2
1,0,0,0,0,1,1,0,0,1,1,0,0,1,5.005
0,1,0,0,0,1,1,0,0,1,1,0,0,1,0.42
1,1,0,0,0,1,1,0,0,1,1,0,0,1,5.025
0,0,1,0,0,1,1,0,0,1,1,0,0,1,0.185
1,0,1,0,0,1,1,0,0,1,1,0,0,1,5.01
0,1,1,0,0,1,1,0,0,1,1,0,0,1,0.42
1,1,1,0,0,1,1,0,0,1,1,0,0,1,5.015
0,0,0,1,0,1,1,0,0,1,1,0,0,1,0.185
1,0,0,1,0,1,1,0,0,1,1,0,0,1,5.025
0,1,0,1,0,1,1,0,0,1,1,0,0,1,0.32
1,1,0,1,0,1,1,0,0,1,1,0,0,1,5.01
0,0,1,1,0,1,1,0,0,1,1,0,0,1,0.195
1,0,1,1,0,1,1,0,0,1,1,0,0,1,5.015
0,1,1,1,0,1,1,0,0,1,1,0,0,1,0.345
1,1,1,1,0,1,1,0,0,1,1,0,0,1,4.16
0,0,0,0,1,1,1,0,0,1,1,0,0,1,0.18
1,0,0,0,1,1,1,0,0,1,1,0,0,1,5.02
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.475
1,1,0,0,1,1,1,0,0,1,1,0,0,1,5.04
0,0,1,0,1,1,1,0,0,1,1,0,0,1,0.175
1,0,1,0,1,1,1,0,0,1,1,0,0,1,5.025
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.39
1,1,1,0,1,1,1,0,0,1,1,0,0,1,5.025
0,0,0,1,1,1,1,0,0,1,1,0,0,1,0.185
1,0,0,1,1,1,1,0,0,1,1,0,0,1,5.0
0,1,0,1,1,1,1,0,0,1,1,0,0,1,0.43
1,1,0,1,1,1,1,0,0,1,1,0,0,1,5.015
0,0,1,1,1,1,1,0,0,1,1,0,0,1,0.175
1,0,1,1,1,1,1,0,0,1,1,0,0,1,5.01
0,1,1,1,1,1,1,0,0,1,1,0,0,1,0.33
1,1,1,1,1,1,1,0,0,1,1,0,0,1,5.02
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.08
1,0,0,0,0,0,0,1,0,1,1,0,0,1,5.025
0,1,0,0,0,0,0,1,0,1,1,0,0,1,0.32
1,1,0,0,0,0,0,1,0,1,1,0,0,1,5.01
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0.04
1,0,1,0,0,0,0,1,0,1,1,0,0,1,5.02
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0.065
1,1,1,0,0,0,0,1,0,1,1,0,0,1,5.025
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0.1
1,0,0,1,0,0,0,1,0,1,1,0,0,1,5.02
0,1,0,1,0,0,0,1,0,1,1,0,0,1,0.15
1,1,0,1,0,0,0,1,0,1,1,0,0,1,5.03
0,0,1,1,0,0,0,1,0,1,1,0,0,1,0.12
1,0,1,1,0,0,0,1,0,1,1,0,0,1,5.025
0,1,1,1,0,0,0,1,0,1,1,0,0,1,0.135
1,1,1,1,0,0,0,1,0,1,1,0,0,1,5.035
0,0,0,0,1,0,0,1,0,1,1,0,0,1,0.785
1,0,0,0,1,0,0,1,0,1,1,0,0,1,5.01
