spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_azure_2_7_10286
0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.01
1,0,0,0,0,1,1,0,1,0,1,0,0,1,5.005
0,1,0,0,0,1,1,0,1,0,1,0,0,1,0.04
1,1,0,0,0,1,1,0,1,0,1,0,0,1,5.015
0,0,1,0,0,1,1,0,1,0,1,0,0,1,0.015
1,0,1,0,0,1,1,0,1,0,1,0,0,1,5.01
0,1,1,0,0,1,1,0,1,0,1,0,0,1,0.04
1,1,1,0,0,1,1,0,1,0,1,0,0,1,5.01
0,0,0,1,0,1,1,0,1,0,1,0,0,1,0.01
1,0,0,1,0,1,1,0,1,0,1,0,0,1,5.01
0,1,0,1,0,1,1,0,1,0,1,0,0,1,0.025
1,1,0,1,0,1,1,0,1,0,1,0,0,1,5.01
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.01
1,0,1,1,0,1,1,0,1,0,1,0,0,1,5.01
0,1,1,1,0,1,1,0,1,0,1,0,0,1,0.03
1,1,1,1,0,1,1,0,1,0,1,0,0,1,0.355
0,0,0,0,1,1,1,0,1,0,1,0,0,1,0.01
1,0,0,0,1,1,1,0,1,0,1,0,0,1,5.0
0,1,0,0,1,1,1,0,1,0,1,0,0,1,0.04
1,1,0,0,1,1,1,0,1,0,1,0,0,1,5.01
0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.01
1,0,1,0,1,1,1,0,1,0,1,0,0,1,5.01
0,1,1,0,1,1,1,0,1,0,1,0,0,1,0.035
1,1,1,0,1,1,1,0,1,0,1,0,0,1,5.0
0,0,0,1,1,1,1,0,1,0,1,0,0,1,0.01
1,0,0,1,1,1,1,0,1,0,1,0,0,1,5.01
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0.035
1,1,0,1,1,1,1,0,1,0,1,0,0,1,5.0
0,0,1,1,1,1,1,0,1,0,1,0,0,1,0.01
1,0,1,1,1,1,1,0,1,0,1,0,0,1,5.01
0,1,1,1,1,1,1,0,1,0,1,0,0,1,0.025
1,1,1,1,1,1,1,0,1,0,1,0,0,1,5.005
0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0
1,0,0,0,0,0,0,1,1,0,1,0,0,1,5.0
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.02
1,1,0,0,0,0,0,1,1,0,1,0,0,1,5.01
0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.0
1,0,1,0,0,0,0,1,1,0,1,0,0,1,5.025
0,1,1,0,0,0,0,1,1,0,1,0,0,1,0.0
1,1,1,0,0,0,0,1,1,0,1,0,0,1,1.895
0,0,0,1,0,0,0,1,1,0,1,0,0,1,0.005
1,0,0,1,0,0,0,1,1,0,1,0,0,1,5.02
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0.005
1,1,0,1,0,0,0,1,1,0,1,0,0,1,5.02
0,0,1,1,0,0,0,1,1,0,1,0,0,1,0.01
1,0,1,1,0,0,0,1,1,0,1,0,0,1,5.02
0,1,1,1,0,0,0,1,1,0,1,0,0,1,0.01
1,1,1,1,0,0,0,1,1,0,1,0,0,1,5.02
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0.065
1,0,0,0,1,0,0,1,1,0,1,0,0,1,5.01
0,1,0,0,1,0,0,1,1,0,1,0,0,1,0.02
1,1,0,0,1,0,0,1,1,0,1,0,0,1,5.01
0,0,1,0,1,0,0,1,1,0,1,0,0,1,0.065
1,0,1,0,1,0,0,1,1,0,1,0,0,1,5.01
0,1,1,0,1,0,0,1,1,0,1,0,0,1,0.02
1,1,1,0,1,0,0,1,1,0,1,0,0,1,5.01
0,0,0,1,1,0,0,1,1,0,1,0,0,1,0.07
1,0,0,1,1,0,0,1,1,0,1,0,0,1,5.01
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0.02
1,1,0,1,1,0,0,1,1,0,1,0,0,1,5.01
0,0,1,1,1,0,0,1,1,0,1,0,0,1,0.065
1,0,1,1,1,0,0,1,1,0,1,0,0,1,5.015
0,1,1,1,1,0,0,1,1,0,1,0,0,1,0.02
1,1,1,1,1,0,0,1,1,0,1,0,0,1,5.01
0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.01
1,0,0,0,0,1,0,1,1,0,1,0,0,1,5.0
0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.02
1,1,0,0,0,1,0,1,1,0,1,0,0,1,5.0
0,0,1,0,0,1,0,1,1,0,1,0,0,1,0.01
1,0,1,0,0,1,0,1,1,0,1,0,0,1,5.0
0,1,1,0,0,1,0,1,1,0,1,0,0,1,0.03
1,1,1,0,0,1,0,1,1,0,1,0,0,1,5.0
0,0,0,1,0,1,0,1,1,0,1,0,0,1,0.01
1,0,0,1,0,1,0,1,1,0,1,0,0,1,5.0
0,1,0,1,0,1,0,1,1,0,1,0,0,1,0.03
1,1,0,1,0,1,0,1,1,0,1,0,0,1,5.0
0,0,1,1,0,1,0,1,1,0,1,0,0,1,0.015
1,0,1,1,0,1,0,1,1,0,1,0,0,1,5.0
0,1,1,1,0,1,0,1,1,0,1,0,0,1,0.03
1,1,1,1,0,1,0,1,1,0,1,0,0,1,5.0
0,0,0,0,1,1,0,1,1,0,1,0,0,1,0.01
1,0,0,0,1,1,0,1,1,0,1,0,0,1,5.0
0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.04
1,1,0,0,1,1,0,1,1,0,1,0,0,1,5.0
0,0,1,0,1,1,0,1,1,0,1,0,0,1,0.01
1,0,1,0,1,1,0,1,1,0,1,0,0,1,5.0
0,1,1,0,1,1,0,1,1,0,1,0,0,1,0.04
1,1,1,0,1,1,0,1,1,0,1,0,0,1,5.0
0,0,0,1,1,1,0,1,1,0,1,0,0,1,0.015
1,0,0,1,1,1,0,1,1,0,1,0,0,1,5.0
0,1,0,1,1,1,0,1,1,0,1,0,0,1,0.04
1,1,0,1,1,1,0,1,1,0,1,0,0,1,5.0
0,0,1,1,1,1,0,1,1,0,1,0,0,1,0.015
1,0,1,1,1,1,0,1,1,0,1,0,0,1,5.0
0,1,1,1,1,1,0,1,1,0,1,0,0,1,0.05
1,1,1,1,1,1,0,1,1,0,1,0,0,1,5.0
0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.01
1,0,0,0,0,0,1,1,1,0,1,0,0,1,5.005
0,1,0,0,0,0,1,1,1,0,1,0,0,1,0.02
1,1,0,0,0,0,1,1,1,0,1,0,0,1,3.695
0,0,1,0,0,0,1,1,1,0,1,0,0,1,0.01
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.215
0,1,1,0,0,0,1,1,1,0,1,0,0,1,0.04
1,1,1,0,0,0,1,1,1,0,1,0,0,1,5.01
0,0,0,1,0,0,1,1,1,0,1,0,0,1,0.01
1,0,0,1,0,0,1,1,1,0,1,0,0,1,5.025
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.015
1,1,0,1,0,0,1,1,1,0,1,0,0,1,5.045
0,0,1,1,0,0,1,1,1,0,1,0,0,1,0.015
1,0,1,1,0,0,1,1,1,0,1,0,0,1,5.02
0,1,1,1,0,0,1,1,1,0,1,0,0,1,0.0
1,1,1,1,0,0,1,1,1,0,1,0,0,1,5.02
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.045
1,0,0,0,1,0,1,1,1,0,1,0,0,1,5.01
0,1,0,0,1,0,1,1,1,0,1,0,0,1,0.055
1,1,0,0,1,0,1,1,1,0,1,0,0,1,5.01
0,0,1,0,1,0,1,1,1,0,1,0,0,1,0.01
1,0,1,0,1,0,1,1,1,0,1,0,0,1,5.01
0,1,1,0,1,0,1,1,1,0,1,0,0,1,0.05
1,1,1,0,1,0,1,1,1,0,1,0,0,1,5.01
0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.01
1,0,0,1,1,0,1,1,1,0,1,0,0,1,4.445
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.005
1,1,0,1,1,0,1,1,1,0,1,0,0,1,1.385
0,0,1,1,1,0,1,1,1,0,1,0,0,1,0.0
1,0,1,1,1,0,1,1,1,0,1,0,0,1,5.01
0,1,1,1,1,0,1,1,1,0,1,0,0,1,0.025
1,1,1,1,1,0,1,1,1,0,1,0,0,1,5.01
0,0,0,0,0,1,1,1,1,0,1,0,0,1,0.01
1,0,0,0,0,1,1,1,1,0,1,0,0,1,5.01
0,1,0,0,0,1,1,1,1,0,1,0,0,1,0.03
1,1,0,0,0,1,1,1,1,0,1,0,0,1,5.01
0,0,1,0,0,1,1,1,1,0,1,0,0,1,0.01
1,0,1,0,0,1,1,1,1,0,1,0,0,1,5.01
0,1,1,0,0,1,1,1,1,0,1,0,0,1,0.04
1,1,1,0,0,1,1,1,1,0,1,0,0,1,5.01
0,0,0,1,0,1,1,1,1,0,1,0,0,1,0.01
1,0,0,1,0,1,1,1,1,0,1,0,0,1,5.01
0,1,0,1,0,1,1,1,1,0,1,0,0,1,0.02
1,1,0,1,0,1,1,1,1,0,1,0,0,1,5.01
0,0,1,1,0,1,1,1,1,0,1,0,0,1,0.01
1,0,1,1,0,1,1,1,1,0,1,0,0,1,5.01
0,1,1,1,0,1,1,1,1,0,1,0,0,1,0.025
1,1,1,1,0,1,1,1,1,0,1,0,0,1,0.37
0,0,0,0,1,1,1,1,1,0,1,0,0,1,0.01
1,0,0,0,1,1,1,1,1,0,1,0,0,1,5.01
0,1,0,0,1,1,1,1,1,0,1,0,0,1,0.04
1,1,0,0,1,1,1,1,1,0,1,0,0,1,5.0
0,0,1,0,1,1,1,1,1,0,1,0,0,1,0.01
1,0,1,0,1,1,1,1,1,0,1,0,0,1,5.005
0,1,1,0,1,1,1,1,1,0,1,0,0,1,0.03
1,1,1,0,1,1,1,1,1,0,1,0,0,1,5.0
0,0,0,1,1,1,1,1,1,0,1,0,0,1,0.01
1,0,0,1,1,1,1,1,1,0,1,0,0,1,5.005
0,1,0,1,1,1,1,1,1,0,1,0,0,1,0.03
1,1,0,1,1,1,1,1,1,0,1,0,0,1,5.01
0,0,1,1,1,1,1,1,1,0,1,0,0,1,0.01
1,0,1,1,1,1,1,1,1,0,1,0,0,1,5.01
0,1,1,1,1,1,1,1,1,0,1,0,0,1,0.03
1,1,1,1,1,1,1,1,1,0,1,0,0,1,5.005
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.0
1,0,0,0,0,0,0,0,0,1,1,0,0,1,5.0
0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.02
1,1,0,0,0,0,0,0,0,1,1,0,0,1,5.01
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.0
1,0,1,0,0,0,0,0,0,1,1,0,0,1,5.025
0,1,1,0,0,0,0,0,0,1,1,0,0,1,0.0
1,1,1,0,0,0,0,0,0,1,1,0,0,1,2.005
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.005
1,0,0,1,0,0,0,0,0,1,1,0,0,1,5.02
0,1,0,1,0,0,0,0,0,1,1,0,0,1,0.01
1,1,0,1,0,0,0,0,0,1,1,0,0,1,5.02
0,0,1,1,0,0,0,0,0,1,1,0,0,1,0.005
1,0,1,1,0,0,0,0,0,1,1,0,0,1,5.02
0,1,1,1,0,0,0,0,0,1,1,0,0,1,0.01
1,1,1,1,0,0,0,0,0,1,1,0,0,1,5.02
0,0,0,0,1,0,0,0,0,1,1,0,0,1,0.06
1,0,0,0,1,0,0,0,0,1,1,0,0,1,5.01
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0.02
1,1,0,0,1,0,0,0,0,1,1,0,0,1,5.01
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0.06
1,0,1,0,1,0,0,0,0,1,1,0,0,1,5.01
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0.02
1,1,1,0,1,0,0,0,0,1,1,0,0,1,5.01
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0.06
1,0,0,1,1,0,0,0,0,1,1,0,0,1,5.01
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0.02
1,1,0,1,1,0,0,0,0,1,1,0,0,1,5.01
0,0,1,1,1,0,0,0,0,1,1,0,0,1,0.065
1,0,1,1,1,0,0,0,0,1,1,0,0,1,5.01
0,1,1,1,1,0,0,0,0,1,1,0,0,1,0.025
1,1,1,1,1,0,0,0,0,1,1,0,0,1,5.01
0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.02
1,0,0,0,0,1,0,0,0,1,1,0,0,1,5.0
0,1,0,0,0,1,0,0,0,1,1,0,0,1,0.025
1,1,0,0,0,1,0,0,0,1,1,0,0,1,5.0
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0.01
1,0,1,0,0,1,0,0,0,1,1,0,0,1,5.0
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.035
1,1,1,0,0,1,0,0,0,1,1,0,0,1,5.0
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0.015
1,0,0,1,0,1,0,0,0,1,1,0,0,1,5.0
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0.03
1,1,0,1,0,1,0,0,0,1,1,0,0,1,5.0
0,0,1,1,0,1,0,0,0,1,1,0,0,1,0.01
1,0,1,1,0,1,0,0,0,1,1,0,0,1,5.0
0,1,1,1,0,1,0,0,0,1,1,0,0,1,0.03
1,1,1,1,0,1,0,0,0,1,1,0,0,1,5.0
0,0,0,0,1,1,0,0,0,1,1,0,0,1,0.01
1,0,0,0,1,1,0,0,0,1,1,0,0,1,5.0
0,1,0,0,1,1,0,0,0,1,1,0,0,1,0.035
1,1,0,0,1,1,0,0,0,1,1,0,0,1,5.0
0,0,1,0,1,1,0,0,0,1,1,0,0,1,0.01
1,0,1,0,1,1,0,0,0,1,1,0,0,1,5.0
0,1,1,0,1,1,0,0,0,1,1,0,0,1,0.04
1,1,1,0,1,1,0,0,0,1,1,0,0,1,5.0
0,0,0,1,1,1,0,0,0,1,1,0,0,1,0.01
1,0,0,1,1,1,0,0,0,1,1,0,0,1,5.0
0,1,0,1,1,1,0,0,0,1,1,0,0,1,0.04
1,1,0,1,1,1,0,0,0,1,1,0,0,1,5.0
0,0,1,1,1,1,0,0,0,1,1,0,0,1,0.01
1,0,1,1,1,1,0,0,0,1,1,0,0,1,5.0
0,1,1,1,1,1,0,0,0,1,1,0,0,1,0.04
1,1,1,1,1,1,0,0,0,1,1,0,0,1,5.0
0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.01
1,0,0,0,0,0,1,0,0,1,1,0,0,1,5.01
0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.02
1,1,0,0,0,0,1,0,0,1,1,0,0,1,3.705
0,0,1,0,0,0,1,0,0,1,1,0,0,1,0.01
1,0,1,0,0,0,1,0,0,1,1,0,0,1,0.245
0,1,1,0,0,0,1,0,0,1,1,0,0,1,0.04
1,1,1,0,0,0,1,0,0,1,1,0,0,1,5.01
0,0,0,1,0,0,1,0,0,1,1,0,0,1,0.01
1,0,0,1,0,0,1,0,0,1,1,0,0,1,5.02
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0.01
1,1,0,1,0,0,1,0,0,1,1,0,0,1,5.04
0,0,1,1,0,0,1,0,0,1,1,0,0,1,0.01
1,0,1,1,0,0,1,0,0,1,1,0,0,1,5.02
0,1,1,1,0,0,1,0,0,1,1,0,0,1,0.0
1,1,1,1,0,0,1,0,0,1,1,0,0,1,5.02
0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.05
1,0,0,0,1,0,1,0,0,1,1,0,0,1,5.01
0,1,0,0,1,0,1,0,0,1,1,0,0,1,0.05
1,1,0,0,1,0,1,0,0,1,1,0,0,1,5.01
0,0,1,0,1,0,1,0,0,1,1,0,0,1,0.01
1,0,1,0,1,0,1,0,0,1,1,0,0,1,5.01
0,1,1,0,1,0,1,0,0,1,1,0,0,1,0.045
1,1,1,0,1,0,1,0,0,1,1,0,0,1,5.01
0,0,0,1,1,0,1,0,0,1,1,0,0,1,0.0
1,0,0,1,1,0,1,0,0,1,1,0,0,1,4.415
0,1,0,1,1,0,1,0,0,1,1,0,0,1,0.005
1,1,0,1,1,0,1,0,0,1,1,0,0,1,1.38
0,0,1,1,1,0,1,0,0,1,1,0,0,1,0.0
1,0,1,1,1,0,1,0,0,1,1,0,0,1,5.015
0,1,1,1,1,0,1,0,0,1,1,0,0,1,0.02
1,1,1,1,1,0,1,0,0,1,1,0,0,1,5.01
0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.01
1,0,0,0,0,1,1,0,0,1,1,0,0,1,5.005
0,1,0,0,0,1,1,0,0,1,1,0,0,1,0.03
1,1,0,0,0,1,1,0,0,1,1,0,0,1,5.01
0,0,1,0,0,1,1,0,0,1,1,0,0,1,0.01
1,0,1,0,0,1,1,0,0,1,1,0,0,1,5.01
0,1,1,0,0,1,1,0,0,1,1,0,0,1,0.035
1,1,1,0,0,1,1,0,0,1,1,0,0,1,5.01
0,0,0,1,0,1,1,0,0,1,1,0,0,1,0.01
1,0,0,1,0,1,1,0,0,1,1,0,0,1,5.01
0,1,0,1,0,1,1,0,0,1,1,0,0,1,0.025
1,1,0,1,0,1,1,0,0,1,1,0,0,1,5.005
0,0,1,1,0,1,1,0,0,1,1,0,0,1,0.01
1,0,1,1,0,1,1,0,0,1,1,0,0,1,5.01
0,1,1,1,0,1,1,0,0,1,1,0,0,1,0.025
1,1,1,1,0,1,1,0,0,1,1,0,0,1,0.365
0,0,0,0,1,1,1,0,0,1,1,0,0,1,0.01
1,0,0,0,1,1,1,0,0,1,1,0,0,1,5.01
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.04
1,1,0,0,1,1,1,0,0,1,1,0,0,1,5.01
0,0,1,0,1,1,1,0,0,1,1,0,0,1,0.015
1,0,1,0,1,1,1,0,0,1,1,0,0,1,5.005
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.035
1,1,1,0,1,1,1,0,0,1,1,0,0,1,5.0
0,0,0,1,1,1,1,0,0,1,1,0,0,1,0.01
1,0,0,1,1,1,1,0,0,1,1,0,0,1,5.005
0,1,0,1,1,1,1,0,0,1,1,0,0,1,0.035
1,1,0,1,1,1,1,0,0,1,1,0,0,1,5.005
0,0,1,1,1,1,1,0,0,1,1,0,0,1,0.01
1,0,1,1,1,1,1,0,0,1,1,0,0,1,5.01
0,1,1,1,1,1,1,0,0,1,1,0,0,1,0.03
1,1,1,1,1,1,1,0,0,1,1,0,0,1,5.005
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.0
1,0,0,0,0,0,0,1,0,1,1,0,0,1,5.0
0,1,0,0,0,0,0,1,0,1,1,0,0,1,0.02
1,1,0,0,0,0,0,1,0,1,1,0,0,1,5.01
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0
1,0,1,0,0,0,0,1,0,1,1,0,0,1,5.02
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0.0
1,1,1,0,0,0,0,1,0,1,1,0,0,1,1.91
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0.01
1,0,0,1,0,0,0,1,0,1,1,0,0,1,5.02
0,1,0,1,0,0,0,1,0,1,1,0,0,1,0.01
1,1,0,1,0,0,0,1,0,1,1,0,0,1,5.02
0,0,1,1,0,0,0,1,0,1,1,0,0,1,0.01
1,0,1,1,0,0,0,1,0,1,1,0,0,1,5.02
0,1,1,1,0,0,0,1,0,1,1,0,0,1,0.005
1,1,1,1,0,0,0,1,0,1,1,0,0,1,5.02
0,0,0,0,1,0,0,1,0,1,1,0,0,1,0.065
1,0,0,0,1,0,0,1,0,1,1,0,0,1,5.015
0,1,0,0,1,0,0,1,0,1,1,0,0,1,0.02
1,1,0,0,1,0,0,1,0,1,1,0,0,1,5.01
0,0,1,0,1,0,0,1,0,1,1,0,0,1,0.06
1,0,1,0,1,0,0,1,0,1,1,0,0,1,5.015
0,1,1,0,1,0,0,1,0,1,1,0,0,1,0.02
1,1,1,0,1,0,0,1,0,1,1,0,0,1,5.01
0,0,0,1,1,0,0,1,0,1,1,0,0,1,0.06
1,0,0,1,1,0,0,1,0,1,1,0,0,1,5.01
0,1,0,1,1,0,0,1,0,1,1,0,0,1,0.02
1,1,0,1,1,0,0,1,0,1,1,0,0,1,5.01
0,0,1,1,1,0,0,1,0,1,1,0,0,1,0.06
1,0,1,1,1,0,0,1,0,1,1,0,0,1,5.01
0,1,1,1,1,0,0,1,0,1,1,0,0,1,0.02
1,1,1,1,1,0,0,1,0,1,1,0,0,1,5.01
0,0,0,0,0,1,0,1,0,1,1,0,0,1,0.01
1,0,0,0,0,1,0,1,0,1,1,0,0,1,5.0
0,1,0,0,0,1,0,1,0,1,1,0,0,1,0.03
1,1,0,0,0,1,0,1,0,1,1,0,0,1,5.0
0,0,1,0,0,1,0,1,0,1,1,0,0,1,0.01
1,0,1,0,0,1,0,1,0,1,1,0,0,1,5.0
0,1,1,0,0,1,0,1,0,1,1,0,0,1,0.02
1,1,1,0,0,1,0,1,0,1,1,0,0,1,5.0
0,0,0,1,0,1,0,1,0,1,1,0,0,1,0.01
1,0,0,1,0,1,0,1,0,1,1,0,0,1,5.0
0,1,0,1,0,1,0,1,0,1,1,0,0,1,0.025
1,1,0,1,0,1,0,1,0,1,1,0,0,1,5.0
0,0,1,1,0,1,0,1,0,1,1,0,0,1,0.01
1,0,1,1,0,1,0,1,0,1,1,0,0,1,5.005
0,1,1,1,0,1,0,1,0,1,1,0,0,1,0.03
1,1,1,1,0,1,0,1,0,1,1,0,0,1,5.005
0,0,0,0,1,1,0,1,0,1,1,0,0,1,0.01
1,0,0,0,1,1,0,1,0,1,1,0,0,1,5.0
0,1,0,0,1,1,0,1,0,1,1,0,0,1,0.04
1,1,0,0,1,1,0,1,0,1,1,0,0,1,5.0
0,0,1,0,1,1,0,1,0,1,1,0,0,1,0.01
1,0,1,0,1,1,0,1,0,1,1,0,0,1,5.0
0,1,1,0,1,1,0,1,0,1,1,0,0,1,0.04
1,1,1,0,1,1,0,1,0,1,1,0,0,1,5.0
0,0,0,1,1,1,0,1,0,1,1,0,0,1,0.005
1,0,0,1,1,1,0,1,0,1,1,0,0,1,5.0
0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.04
1,1,0,1,1,1,0,1,0,1,1,0,0,1,5.0
0,0,1,1,1,1,0,1,0,1,1,0,0,1,0.015
1,0,1,1,1,1,0,1,0,1,1,0,0,1,5.0
0,1,1,1,1,1,0,1,0,1,1,0,0,1,0.04
1,1,1,1,1,1,0,1,0,1,1,0,0,1,5.0
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.01
1,0,0,0,0,0,1,1,0,1,1,0,0,1,5.005
0,1,0,0,0,0,1,1,0,1,1,0,0,1,0.02
1,1,0,0,0,0,1,1,0,1,1,0,0,1,3.79
0,0,1,0,0,0,1,1,0,1,1,0,0,1,0.01
1,0,1,0,0,0,1,1,0,1,1,0,0,1,0.22
0,1,1,0,0,0,1,1,0,1,1,0,0,1,0.04
1,1,1,0,0,0,1,1,0,1,1,0,0,1,5.01
0,0,0,1,0,0,1,1,0,1,1,0,0,1,0.01
1,0,0,1,0,0,1,1,0,1,1,0,0,1,5.02
0,1,0,1,0,0,1,1,0,1,1,0,0,1,0.005
1,1,0,1,0,0,1,1,0,1,1,0,0,1,5.045
0,0,1,1,0,0,1,1,0,1,1,0,0,1,0.02
1,0,1,1,0,0,1,1,0,1,1,0,0,1,5.02
0,1,1,1,0,0,1,1,0,1,1,0,0,1,0.005
1,1,1,1,0,0,1,1,0,1,1,0,0,1,5.02
0,0,0,0,1,0,1,1,0,1,1,0,0,1,0.05
1,0,0,0,1,0,1,1,0,1,1,0,0,1,5.01
0,1,0,0,1,0,1,1,0,1,1,0,0,1,0.055
1,1,0,0,1,0,1,1,0,1,1,0,0,1,5.01
0,0,1,0,1,0,1,1,0,1,1,0,0,1,0.02
1,0,1,0,1,0,1,1,0,1,1,0,0,1,5.01
0,1,1,0,1,0,1,1,0,1,1,0,0,1,0.05
1,1,1,0,1,0,1,1,0,1,1,0,0,1,5.01
0,0,0,1,1,0,1,1,0,1,1,0,0,1,0.0
1,0,0,1,1,0,1,1,0,1,1,0,0,1,4.39
0,1,0,1,1,0,1,1,0,1,1,0,0,1,0.005
1,1,0,1,1,0,1,1,0,1,1,0,0,1,1.385
0,0,1,1,1,0,1,1,0,1,1,0,0,1,0.0
1,0,1,1,1,0,1,1,0,1,1,0,0,1,5.01
0,1,1,1,1,0,1,1,0,1,1,0,0,1,0.02
1,1,1,1,1,0,1,1,0,1,1,0,0,1,5.01
0,0,0,0,0,1,1,1,0,1,1,0,0,1,0.01
1,0,0,0,0,1,1,1,0,1,1,0,0,1,5.005
0,1,0,0,0,1,1,1,0,1,1,0,0,1,0.03
1,1,0,0,0,1,1,1,0,1,1,0,0,1,5.01
0,0,1,0,0,1,1,1,0,1,1,0,0,1,0.01
1,0,1,0,0,1,1,1,0,1,1,0,0,1,5.005
0,1,1,0,0,1,1,1,0,1,1,0,0,1,0.035
1,1,1,0,0,1,1,1,0,1,1,0,0,1,5.01
0,0,0,1,0,1,1,1,0,1,1,0,0,1,0.01
1,0,0,1,0,1,1,1,0,1,1,0,0,1,5.01
0,1,0,1,0,1,1,1,0,1,1,0,0,1,0.02
1,1,0,1,0,1,1,1,0,1,1,0,0,1,5.005
0,0,1,1,0,1,1,1,0,1,1,0,0,1,0.01
1,0,1,1,0,1,1,1,0,1,1,0,0,1,5.01
0,1,1,1,0,1,1,1,0,1,1,0,0,1,0.025
1,1,1,1,0,1,1,1,0,1,1,0,0,1,0.385
0,0,0,0,1,1,1,1,0,1,1,0,0,1,0.01
1,0,0,0,1,1,1,1,0,1,1,0,0,1,5.01
0,1,0,0,1,1,1,1,0,1,1,0,0,1,0.04
1,1,0,0,1,1,1,1,0,1,1,0,0,1,5.01
0,0,1,0,1,1,1,1,0,1,1,0,0,1,0.01
1,0,1,0,1,1,1,1,0,1,1,0,0,1,5.01
0,1,1,0,1,1,1,1,0,1,1,0,0,1,0.03
1,1,1,0,1,1,1,1,0,1,1,0,0,1,5.0
0,0,0,1,1,1,1,1,0,1,1,0,0,1,0.01
1,0,0,1,1,1,1,1,0,1,1,0,0,1,5.01
0,1,0,1,1,1,1,1,0,1,1,0,0,1,0.025
1,1,0,1,1,1,1,1,0,1,1,0,0,1,5.0
0,0,1,1,1,1,1,1,0,1,1,0,0,1,0.01
1,0,1,1,1,1,1,1,0,1,1,0,0,1,5.01
0,1,1,1,1,1,1,1,0,1,1,0,0,1,0.025
1,1,1,1,1,1,1,1,0,1,1,0,0,1,5.0
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0
1,0,0,0,0,0,0,0,1,1,1,0,0,1,5.0
0,1,0,0,0,0,0,0,1,1,1,0,0,1,0.025
1,1,0,0,0,0,0,0,1,1,1,0,0,1,5.01
0,0,1,0,0,0,0,0,1,1,1,0,0,1,0.0
1,0,1,0,0,0,0,0,1,1,1,0,0,1,5.02
0,1,1,0,0,0,0,0,1,1,1,0,0,1,0.0
1,1,1,0,0,0,0,0,1,1,1,0,0,1,1.9
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0.01
1,0,0,1,0,0,0,0,1,1,1,0,0,1,5.02
0,1,0,1,0,0,0,0,1,1,1,0,0,1,0.01
1,1,0,1,0,0,0,0,1,1,1,0,0,1,5.02
0,0,1,1,0,0,0,0,1,1,1,0,0,1,0.01
1,0,1,1,0,0,0,0,1,1,1,0,0,1,5.025
0,1,1,1,0,0,0,0,1,1,1,0,0,1,0.0
