SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.0732142857143
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.275
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.0714285714286
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.214285714286
0,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0535714285714
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0.0839285714286
0,1,0,0,1,1,1,0,0,1,0,0,1,1,0.105357142857
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0.0553571428571
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.05
1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0946428571429
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0.257142857143
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.0625
1,1,0,1,0,1,0,0,1,1,1,0,0,1,0.0553571428571
0,0,0,0,1,0,0,1,0,1,1,1,0,1,0.0482142857143
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.0732142857143
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0.0910714285714
1,1,1,1,0,0,0,0,1,0,0,0,1,0,0.1125
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0589285714286
1,0,0,1,1,1,1,1,0,0,1,1,0,1,0.125
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.0910714285714
1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0660714285714
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.133928571429
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.146428571429
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.075
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.0785714285714
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0.114285714286
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.114285714286
1,1,1,1,0,0,0,0,0,1,1,1,0,0,0.0375
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0660714285714
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0785714285714
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.198214285714
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0.139285714286
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.1625
1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.0767857142857
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.075
1,0,0,0,1,0,1,0,1,0,0,1,0,1,0.125
1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0875
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0.0785714285714
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.141071428571
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.0910714285714
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0.416071428571
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.203571428571
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.166071428571
0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.0517857142857
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.160714285714
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.0446428571429
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0678571428571
1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.173214285714
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.108928571429
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.0482142857143
0,1,1,1,0,1,1,0,0,1,0,0,1,0,0.05
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0642857142857
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.201785714286
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0.176785714286
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0.15
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.132142857143
1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.525
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0714285714286
1,1,0,1,0,0,1,1,1,0,0,1,0,0,0.146428571429
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.0660714285714
0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.116071428571
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0.164285714286
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0.103571428571
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.128571428571
0,0,0,1,1,0,0,1,0,0,0,1,1,1,0.0428571428571
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0803571428571
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.0839285714286
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.157142857143
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.175
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.146428571429
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0.0857142857143
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0.128571428571
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.0464285714286
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0.0785714285714
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.0982142857143
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0.0607142857143
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.0857142857143
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0.310714285714
0,0,1,1,1,0,1,1,1,0,0,1,1,0,0.144642857143
1,0,0,0,1,0,0,1,1,0,1,1,0,0,0.0875
0,1,0,1,1,0,1,1,1,1,1,0,1,1,0.0357142857143
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.0982142857143
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.103571428571
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.1
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.110714285714
1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.469642857143
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0.155357142857
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0.153571428571
1,0,0,0,1,1,0,0,1,1,0,1,1,0,0.0803571428571
1,1,0,1,1,1,1,0,1,1,1,1,1,0,0.219642857143
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0464285714286
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.0678571428571
1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.594642857143
1,1,0,0,0,1,0,1,0,0,0,1,1,1,0.0928571428571
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0.0482142857143
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0607142857143
1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.176785714286
1,0,0,1,0,0,1,1,0,1,0,1,1,1,0.0428571428571
0,1,0,1,0,0,0,0,1,1,1,0,1,1,0.0375
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.0803571428571
1,1,0,1,1,0,1,1,0,1,0,1,1,0,0.169642857143
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0.164285714286
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.301785714286
1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.0964285714286
1,1,0,1,0,0,1,1,1,0,1,0,0,0,0.0875
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.0839285714286
1,1,0,1,0,1,0,1,1,0,1,1,1,0,0.0660714285714
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0.105357142857
1,1,0,1,0,0,1,1,1,0,1,1,0,1,0.101785714286
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.153571428571
1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.175
1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.255357142857
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0.025
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.180357142857
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.0553571428571
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0.0803571428571
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.114285714286
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.0571428571429
0,1,1,1,1,1,0,1,0,1,0,1,1,1,0.0785714285714
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0.0678571428571
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.144642857143
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0.0392857142857
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0607142857143
1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.0946428571429
0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.0571428571429
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0910714285714
0,0,1,0,1,1,0,0,1,1,1,1,0,0,0.0642857142857
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.0589285714286
1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.0642857142857
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.0571428571429
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.05
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.178571428571
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.151785714286
1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.0857142857143
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.0553571428571
1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.658928571429
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.280357142857
1,1,0,0,1,0,1,0,1,1,1,0,1,1,0.0553571428571
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0.0446428571429
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.198214285714
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.0875
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.0357142857143
0,0,0,0,1,0,1,1,0,1,1,1,1,0,0.141071428571
0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.178571428571
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0.171428571429
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.0678571428571
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.075
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.0571428571429
0,0,1,0,1,0,0,1,0,1,1,1,0,1,0.0553571428571
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0.0714285714286
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0.0375
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.183928571429
0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.171428571429
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0607142857143
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0625
1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.0821428571429
0,1,1,0,0,1,1,1,0,1,1,0,1,1,0.157142857143
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0.0642857142857
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0.0642857142857
1,1,1,0,0,0,0,1,1,0,1,0,1,1,0.0660714285714
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0.0589285714286
1,0,1,0,1,1,1,0,1,1,0,0,0,1,0.189285714286
0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.196428571429
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0.0464285714286
0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0696428571429
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.192857142857
0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.0553571428571
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0928571428571
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0553571428571
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.0678571428571
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0.160714285714
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.1375
0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.0785714285714
0,0,0,0,1,0,1,1,0,0,0,1,1,1,0.158928571429
0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.0928571428571
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0.0678571428571
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0.0857142857143
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.114285714286
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.0910714285714
0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.185714285714
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0.141071428571
0,0,1,0,1,1,1,1,1,0,1,1,0,0,0.0892857142857
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.110714285714
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.151785714286
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.116071428571
1,1,0,1,1,0,0,0,0,0,1,1,0,1,0.0982142857143
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0785714285714
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.114285714286
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0857142857143
1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.132142857143
0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.0803571428571
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.132142857143
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.146428571429
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0.0946428571429
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0589285714286
1,0,0,1,0,0,1,0,1,1,0,1,1,1,0.0232142857143
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.0982142857143
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.119642857143
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.0553571428571
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0464285714286
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.0535714285714
1,0,1,1,1,1,1,1,0,0,0,1,1,0,0.205357142857
0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.132142857143
0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.119642857143
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0.0910714285714
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.0660714285714
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0642857142857
0,0,1,1,1,0,1,0,1,0,1,1,0,1,0.0946428571429
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0589285714286
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0.0803571428571
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0892857142857
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0.0696428571429
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0.110714285714
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.216071428571
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0.0642857142857
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.0946428571429
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.103571428571
1,0,0,1,0,1,1,0,0,1,1,0,1,1,0.0642857142857
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.075
0,1,1,0,0,1,0,1,1,0,0,0,0,1,0.0642857142857
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.153571428571
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.1375
0,0,1,1,1,0,1,1,1,0,0,1,0,0,0.101785714286
0,1,1,0,1,0,1,1,1,0,1,0,0,0,0.0910714285714
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0.0446428571429
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.0946428571429
0,0,1,0,1,0,1,1,1,1,1,0,1,1,0.05
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.0571428571429
1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.103571428571
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.0678571428571
