SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0889481337857
1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.0986427532719
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0.780416868638
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.0678623364033
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.832283082889
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0482307319438
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.752787203102
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0986427532719
0,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0530780416869
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0.795443528841
0,1,0,0,1,1,1,0,0,1,0,0,1,1,0.0397479398934
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0.853126514784
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.0630150266602
1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0964614638875
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0.107125545322
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.7981095492
1,1,0,1,0,1,0,0,1,1,1,0,0,1,0.0591371788657
0,0,0,0,1,0,0,1,0,1,1,1,0,1,0.825739214736
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.832283082889
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0.119728550654
1,1,1,1,0,0,0,0,1,0,0,0,1,0,0.0593795443529
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.837857489094
1,0,0,1,1,1,1,1,0,0,1,1,0,1,0.833737275812
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.860882210373
1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0952496364518
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0828889966069
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.109549200194
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0729520116335
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.769268056229
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0.0748909355308
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.790353853611
1,1,1,1,0,0,0,0,0,1,1,1,0,0,0.891420261755
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.141783809985
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0368395540475
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.121909840039
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0.76999515269
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0390208434319
1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.111003393117
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.912748424624
1,0,0,0,1,0,1,0,1,0,0,1,0,1,0.848036839554
1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.174503150751
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0.0618031992244
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.831071255453
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.061076102763
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0.96340281144
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.076829859428
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.0475036354823
0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.795685894329
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.050169655841
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.801987396995
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.841977702375
1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.84924866699
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.863548230732
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.760058167717
0,1,1,1,0,1,1,0,0,1,0,0,1,0,0.0884634028114
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0981580222976
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.00678623364033
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0.0988851187591
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0.116820164809
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.845613184683
1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.79641299079
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0395055744062
1,1,0,1,0,0,1,1,1,0,0,1,0,0,0.85433834222
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.834706737761
0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.124818225885
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0.275084827921
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0.857004362579
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.784294716432
0,0,0,1,1,0,0,1,0,0,0,1,1,1,0.759573436743
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.792777508483
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.104217159476
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0874939408628
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.843189529811
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.0441105186621
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0.836403296171
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0.815802229762
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.899175957344
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0.0276296655356
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.791808046534
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0.105428986912
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.0496849248667
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0.0528356761997
0,0,1,1,1,0,1,1,1,0,0,1,1,0,0.786718371304
1,0,0,0,1,0,0,1,1,0,1,1,0,0,0.793746970431
0,1,0,1,1,0,1,1,1,1,1,0,1,1,0.172806592341
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.798836645662
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0455647115851
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.154871546292
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.749878817256
1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0341735336888
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0.0666505089675
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0.874212312167
1,0,0,0,1,1,0,0,1,1,0,1,1,0,0.807319437712
1,1,0,1,1,1,1,0,1,1,1,1,1,0,0.913475521086
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.93698497334
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.805865244789
1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.894813378575
1,1,0,0,0,1,0,1,0,0,0,1,1,1,0.796655356277
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0.890450799806
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0179350460494
1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.838584585555
1,0,0,1,0,0,1,1,0,1,0,1,1,1,0.835918565196
0,1,0,1,0,0,0,0,1,1,1,0,1,1,0.0261754726127
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.0562287930199
1,1,0,1,1,0,1,1,0,1,0,1,1,0,0.797140087252
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0.0887057682986
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.904023267087
1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.0816771691711
1,1,0,1,0,0,1,1,1,0,1,0,0,0,0.0530780416869
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.135482307319
1,1,0,1,0,1,0,1,1,0,1,1,1,0,0.804653417353
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0.0925836160931
1,1,0,1,0,0,1,1,1,0,1,1,0,1,0.842462433349
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.105186621425
1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0824042656326
1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.159961221522
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0.801987396995
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.765390208434
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.849491032477
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0.05962190984
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.0780416868638
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.827193407659
0,1,1,1,1,1,0,1,0,1,0,1,1,1,0.867668444014
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0.147842947164
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.0676199709161
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0.039263208919
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.772418807562
1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.835191468735
0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.108337372758
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0504120213282
0,0,1,0,1,1,0,0,1,1,1,1,0,0,0.87227338827
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.831071255453
1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.0855550169656
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.809985458071
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.881483276781
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.78623364033
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.0523509452254
1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.822346097916
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.0201163354338
1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.0244789142026
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0744062045565
1,1,0,0,1,0,1,0,1,1,1,0,1,1,0.0353853611246
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0.827435773146
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.143722733883
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.828162869607
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.785991274842
0,0,0,0,1,0,1,1,0,1,1,1,1,0,0.770722249152
0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.766117304896
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0.952981095492
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.100824042656
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0659234125061
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.805865244789
0,0,1,0,1,0,0,1,0,1,1,1,0,1,0.767813863306
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0.841008240427
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0.810470189045
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0508967523025
0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.0528356761997
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.811924381968
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.899175957344
1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.792535142996
0,1,1,0,0,1,1,1,0,1,1,0,1,1,0.0828889966069
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0.829374697043
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0.0302956858943
1,1,1,0,0,0,0,1,1,0,1,0,1,1,0.0487154629181
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0.784779447407
1,0,1,0,1,1,1,0,1,1,0,0,0,1,0.0947649054775
0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.114638875424
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0.776781386331
0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0133301017935
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.757876878333
0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.760542898691
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.835676199709
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0637421231217
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.0639844886088
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0.0739214735822
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.0918565196316
0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.780174503151
0,0,0,0,1,0,1,1,0,0,0,1,1,1,0.782113427048
0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.806107610276
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0.85942801745
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0.896267571498
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.0252060106641
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.0499272903539
0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.816529326224
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0.746243334949
0,0,1,0,1,1,1,1,1,0,1,1,0,0,0.864760058168
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.0838584585555
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.050169655841
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.843189529811
1,1,0,1,1,0,0,0,0,0,1,1,0,1,0.820649539506
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.146631119729
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.0802229762482
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0283567619971
1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.147842947164
0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.828162869607
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.144449830344
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0601066408143
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0.797867183713
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.061076102763
1,0,0,1,0,0,1,0,1,1,0,1,1,1,0.831071255453
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.765147842947
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.843431895298
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.799321376636
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.111003393117
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.131119728551
1,0,1,1,1,1,1,1,0,0,0,1,1,0,0.776296655356
0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0448376151236
0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.0722249151721
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0.0904023267087
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.853853611246
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0794958797867
0,0,1,1,1,0,1,0,1,0,1,1,0,1,0.778720310228
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0860397479399
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0.807804168686
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.802229762482
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0.832283082889
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0.112699951527
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0230247212797
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0.875908870577
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.0598642753272
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0763451284537
1,0,0,1,0,1,1,0,0,1,1,0,1,1,0.305380513815
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.785021812894
0,1,1,0,0,1,0,1,1,0,0,0,0,1,0.146146388754
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.11076102763
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.748424624333
0,0,1,1,1,0,1,1,1,0,0,1,0,0,0.80319922443
0,1,1,0,1,0,1,1,1,0,1,0,0,0,0.0879786718371
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0.846097915657
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.841008240427
0,0,1,0,1,0,1,1,1,1,1,0,1,1,0.0356277266117
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.874454677654
1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0899175957344
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.0700436257877
