SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.4
1,1,0,0,1,0,0,1,1,0,0,0,1,0,18.224
1,0,0,0,1,1,1,0,1,1,1,0,1,1,18.363
0,0,1,1,1,0,1,1,0,0,0,0,1,1,18.151
0,0,1,1,1,0,1,1,1,0,0,1,1,0,22.114
1,0,0,0,1,0,0,1,1,0,1,1,0,0,22.731
0,1,0,1,1,0,1,1,1,1,1,0,1,1,18.702
0,0,1,1,0,1,0,1,0,1,1,1,1,0,22.494
0,0,1,1,0,0,1,0,0,0,0,0,0,0,18.373
0,0,0,0,0,0,1,1,0,1,1,0,0,1,18.514
0,0,1,0,0,1,0,1,1,0,0,1,1,0,22.171
1,0,1,1,0,1,0,1,0,1,0,0,1,0,18.275
1,1,1,1,1,1,0,1,1,0,0,0,0,1,18.434
1,1,1,1,0,0,1,0,1,1,0,1,1,0,22.745
1,0,0,0,1,1,0,0,1,1,0,1,1,0,22.865
1,1,0,1,1,1,1,0,1,1,1,1,1,0,22.765
0,0,0,0,1,0,0,0,0,1,0,1,0,0,22.686
1,1,1,0,0,1,0,0,0,0,1,1,1,0,22.498
1,1,0,0,0,0,1,1,1,1,1,1,1,0,22.688
1,1,0,0,0,1,0,1,0,0,0,1,1,1,22.212
1,1,1,1,1,0,1,0,1,1,0,1,0,1,22.901
0,1,0,1,0,1,1,1,0,0,0,0,1,1,17.988
1,0,0,0,0,1,1,0,1,0,1,1,1,1,22.482
1,0,0,1,0,0,1,1,0,1,0,1,1,1,22.48
0,1,0,1,0,0,0,0,1,1,1,0,1,1,18.159
0,1,0,0,0,1,0,1,0,1,0,0,1,0,18.08
1,1,0,1,1,0,1,1,0,1,0,1,1,0,22.687
0,1,0,1,0,1,0,0,1,0,1,0,1,1,18.465
0,1,1,0,1,0,1,0,1,0,0,1,1,1,22.719
1,0,0,1,0,0,0,1,0,1,1,0,0,1,18.469
1,1,0,1,0,0,1,1,1,0,1,0,0,0,18.534
0,1,1,0,0,1,0,0,1,1,0,0,0,0,18.722
1,1,0,1,0,1,0,1,1,0,1,1,1,0,22.636
1,0,0,0,0,1,1,0,1,1,1,0,1,0,18.259
1,1,0,1,0,0,1,1,1,0,1,1,0,1,22.658
1,1,1,1,0,1,0,0,0,0,1,0,0,0,18.357
1,1,0,1,0,0,0,1,1,1,1,0,0,1,18.365
1,0,1,1,1,0,0,1,1,0,0,0,0,0,18.512
0,1,0,0,1,0,1,1,0,1,1,1,1,0,22.564
0,0,0,1,0,0,0,1,1,0,1,1,0,1,22.685
0,0,0,1,0,0,0,1,1,1,0,1,0,1,22.791
1,0,1,1,0,0,1,0,1,1,1,0,1,0,18.327
1,1,1,1,1,1,1,0,1,0,0,0,1,0,18.343
0,1,0,1,1,1,1,0,1,0,1,1,1,0,22.371
0,1,1,1,1,1,0,1,0,1,0,1,1,1,22.422
0,1,1,1,0,0,1,1,1,1,0,0,1,0,18.348
0,1,0,1,0,0,0,0,1,0,1,0,1,1,18.291
1,0,1,0,0,1,0,0,1,1,0,0,1,0,18.285
1,0,0,0,0,0,0,0,1,0,1,1,0,0,22.762
1,1,1,0,1,1,0,0,1,0,0,1,0,0,22.732
0,1,1,0,0,1,1,0,0,1,0,0,0,1,18.634
0,1,1,1,1,1,1,0,0,1,0,0,0,0,18.99
0,0,1,0,1,1,0,0,1,1,1,1,0,0,22.815
0,0,1,0,1,1,0,0,1,0,1,1,0,0,22.637
1,0,1,0,1,1,0,1,1,0,0,0,1,0,18.126
1,0,0,1,0,1,1,1,1,1,1,1,1,1,22.506
1,0,1,1,1,1,1,1,1,1,1,1,1,0,22.578
0,1,0,1,0,0,1,0,0,0,0,1,0,0,22.711
1,0,1,1,1,1,0,0,0,0,1,0,0,0,18.267
1,1,0,0,1,1,0,0,0,0,1,1,0,0,22.689
0,1,0,1,1,0,0,0,0,0,0,0,1,1,18.282
1,0,1,1,1,1,1,0,0,1,0,0,1,0,18.287
0,0,1,1,0,1,0,0,0,0,1,0,0,0,18.626
1,1,0,0,1,0,1,0,1,1,1,0,1,1,18.292
1,1,1,0,1,1,1,0,1,1,0,1,0,1,23.035
0,0,0,0,1,0,0,1,1,0,0,0,0,1,18.693
1,1,1,1,1,0,0,0,0,1,0,1,0,0,23.063
0,0,0,0,1,0,0,0,0,1,0,1,1,0,22.575
0,0,0,0,1,0,1,1,0,1,1,1,1,0,22.654
0,0,1,1,0,0,1,0,1,1,1,1,1,0,22.726
1,1,0,1,0,0,0,0,1,1,1,1,1,0,22.691
1,1,1,1,0,0,0,1,1,1,0,0,1,0,18.495
1,0,0,0,0,0,0,0,0,0,0,0,1,0,18.18
0,0,0,1,0,1,0,1,1,1,0,1,0,1,22.867
0,0,1,0,1,0,0,1,0,1,1,1,0,1,22.724
1,0,0,0,1,0,1,1,0,0,1,1,0,1,22.849
0,1,1,1,1,0,0,0,1,1,1,1,1,0,22.595
1,0,0,1,0,0,0,0,1,0,1,0,0,0,18.469
0,0,0,1,1,0,0,1,1,1,1,0,0,1,18.657
0,0,0,0,0,0,0,0,0,1,0,1,0,1,23.263
1,0,0,0,0,0,1,0,0,1,0,1,0,0,22.926
1,0,1,0,1,1,0,1,1,1,0,1,1,1,22.686
0,1,1,0,0,1,1,1,0,1,1,0,1,1,18.096
1,0,1,0,0,0,0,0,1,0,1,1,1,0,22.479
0,0,1,0,0,1,1,0,0,1,1,0,1,0,18.306
1,1,1,0,0,0,0,1,1,0,1,0,1,1,18.377
0,1,0,0,1,1,1,1,1,0,0,1,1,0,22.57
1,0,1,0,1,1,1,0,1,1,0,0,0,1,18.611
0,0,1,0,1,0,0,1,0,1,0,0,1,1,18.226
0,0,1,0,0,1,1,1,0,1,0,1,0,1,22.784
0,0,0,0,1,0,0,1,1,1,1,0,1,0,18.144
0,0,0,1,0,1,0,1,1,1,1,1,0,1,23.014
0,0,1,0,1,0,0,0,1,0,1,1,1,0,22.393
0,1,0,0,1,0,0,0,1,1,0,1,0,0,23.034
1,1,1,0,1,1,0,1,1,0,1,0,1,1,18.256
1,1,1,0,0,0,1,1,1,0,0,0,0,1,18.195
0,1,0,1,0,1,1,0,0,1,0,0,0,1,18.789
0,0,1,1,0,1,0,0,1,0,1,0,0,1,18.391
0,1,1,0,1,1,1,1,0,0,1,1,0,1,22.541
0,0,0,0,1,0,1,1,0,0,0,1,1,1,22.286
0,0,0,0,1,1,0,0,1,0,0,1,0,1,22.639
0,0,1,0,0,1,1,1,1,1,0,1,0,0,22.726
1,1,0,1,1,0,0,0,1,0,1,1,0,1,22.667
0,0,0,1,0,0,1,0,0,0,1,0,1,1,18.086
0,0,0,0,0,0,0,1,1,1,0,0,1,1,18.22
0,0,1,1,0,0,0,1,1,1,1,1,1,1,22.569
0,0,0,1,0,1,1,0,0,0,1,1,1,0,22.441
0,0,1,0,1,1,1,1,1,0,1,1,0,0,22.641
0,1,0,0,1,1,1,0,0,1,1,0,0,1,18.561
1,0,0,1,1,0,0,1,0,0,0,0,0,1,18.612
1,1,0,1,1,1,1,1,1,1,0,1,1,0,22.69
1,1,0,1,1,0,0,0,0,0,1,1,0,1,22.884
1,1,1,0,0,1,0,1,1,0,1,0,0,1,18.653
0,0,1,1,0,0,0,0,0,0,1,0,1,1,18.18
1,1,1,1,1,0,1,1,1,0,1,0,1,0,18.123
1,1,1,0,0,0,0,0,0,0,1,0,1,1,18.121
0,0,1,0,0,1,0,0,0,1,0,1,1,1,22.662
0,1,0,0,0,0,1,1,0,1,0,0,1,0,18.294
0,1,0,0,0,0,0,0,0,1,0,0,0,1,18.899
1,1,0,0,0,0,1,1,0,1,1,1,0,1,22.716
0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.275
1,0,0,1,0,0,1,0,1,1,0,1,1,1,22.737
0,0,1,1,1,0,0,1,1,0,0,1,1,1,22.403
1,0,1,0,0,1,1,0,1,0,0,1,0,0,22.655
0,0,1,0,1,0,1,1,0,0,0,1,0,1,22.786
1,1,0,1,1,1,1,1,1,1,0,0,0,0,18.76
1,1,1,1,1,0,0,0,0,1,1,0,0,0,18.746
1,0,1,1,1,1,1,1,0,0,0,1,1,0,22.429
0,0,0,0,1,0,0,1,0,1,1,0,1,1,18.349
0,1,0,0,0,1,1,0,0,1,1,0,1,1,18.179
1,0,0,1,0,1,0,1,1,0,1,0,1,1,18.434
1,1,1,1,0,1,1,1,0,1,1,1,1,0,22.802
1,1,0,1,1,0,1,0,1,0,0,0,0,1,18.651
0,0,1,1,1,0,1,0,1,0,1,1,0,1,22.49
0,1,1,1,0,0,0,0,1,1,0,0,1,0,18.251
1,1,0,0,1,1,0,1,1,0,0,1,1,0,22.369
1,1,1,0,0,0,1,1,0,1,1,1,1,0,22.666
0,1,1,1,1,0,1,0,0,0,1,1,1,0,22.531
0,0,0,1,0,1,1,1,0,1,1,0,1,1,18.453
0,0,0,1,0,0,0,1,0,0,0,0,1,0,17.967
0,0,0,1,0,1,1,0,1,0,0,1,1,0,22.376
1,0,0,1,1,0,1,0,1,0,1,0,0,1,18.329
0,1,0,0,0,0,0,0,0,1,0,0,0,1,18.822
1,0,0,1,0,1,1,0,0,1,1,0,1,1,18.193
0,1,1,1,1,0,0,1,0,0,1,1,0,0,22.523
0,1,1,0,0,1,0,1,1,0,0,0,0,1,18.4
0,0,0,0,0,1,1,1,0,0,1,0,0,0,18.278
0,1,0,0,1,1,0,1,0,1,1,1,1,1,22.36
0,0,1,1,1,0,1,1,1,0,0,1,0,0,22.437
0,1,1,0,1,0,1,1,1,0,1,0,0,0,18.57
0,1,0,1,0,0,0,0,1,0,1,1,1,0,22.469
1,1,1,1,1,1,0,0,1,1,1,1,0,0,22.841
0,0,1,0,1,0,1,1,1,1,1,0,1,1,18.225
0,0,1,0,0,1,0,1,1,1,1,1,0,1,22.579
1,0,0,0,0,0,1,0,0,0,0,0,1,1,18.3
1,0,1,0,1,0,0,0,0,1,0,0,1,1,18.289
