SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.2
1,1,0,0,1,0,0,1,1,0,0,0,1,0,9.362
1,0,0,0,1,1,1,0,1,1,1,0,1,1,9.841
0,0,1,1,1,0,1,1,0,0,0,0,1,1,9.388
0,0,1,1,1,0,1,1,1,0,0,1,1,0,11.365
1,0,0,0,1,0,0,1,1,0,1,1,0,0,11.196
0,1,0,1,1,0,1,1,1,1,1,0,1,1,9.908
0,0,1,1,0,1,0,1,0,1,1,1,1,0,11.856
0,0,1,1,0,0,1,0,0,0,0,0,0,0,9.641
0,0,0,0,0,0,1,1,0,1,1,0,0,1,9.943
0,0,1,0,0,1,0,1,1,0,0,1,1,0,10.999
1,0,1,1,0,1,0,1,0,1,0,0,1,0,10.14
1,1,1,1,1,1,0,1,1,0,0,0,0,1,9.638
1,1,1,1,0,0,1,0,1,1,0,1,1,0,11.673
1,0,0,0,1,1,0,0,1,1,0,1,1,0,11.474
1,1,0,1,1,1,1,0,1,1,1,1,1,0,11.598
0,0,0,0,1,0,0,0,0,1,0,1,0,0,11.604
1,1,1,0,0,1,0,0,0,0,1,1,1,0,11.112
1,1,0,0,0,0,1,1,1,1,1,1,1,0,11.751
1,1,0,0,0,1,0,1,0,0,0,1,1,1,11.241
1,1,1,1,1,0,1,0,1,1,0,1,0,1,11.739
0,1,0,1,0,1,1,1,0,0,0,0,1,1,9.398
1,0,0,0,0,1,1,0,1,0,1,1,1,1,11.083
1,0,0,1,0,0,1,1,0,1,0,1,1,1,11.849
0,1,0,1,0,0,0,0,1,1,1,0,1,1,9.894
0,1,0,0,0,1,0,1,0,1,0,0,1,0,10.004
1,1,0,1,1,0,1,1,0,1,0,1,1,0,11.668
0,1,0,1,0,1,0,0,1,0,1,0,1,1,9.353
0,1,1,0,1,0,1,0,1,0,0,1,1,1,11.075
1,0,0,1,0,0,0,1,0,1,1,0,0,1,9.932
1,1,0,1,0,0,1,1,1,0,1,0,0,0,9.803
0,1,1,0,0,1,0,0,1,1,0,0,0,0,9.946
1,1,0,1,0,1,0,1,1,0,1,1,1,0,11.075
1,0,0,0,0,1,1,0,1,1,1,0,1,0,9.823
1,1,0,1,0,0,1,1,1,0,1,1,0,1,11.185
1,1,1,1,0,1,0,0,0,0,1,0,0,0,9.552
1,1,0,1,0,0,0,1,1,1,1,0,0,1,9.97
1,0,1,1,1,0,0,1,1,0,0,0,0,0,9.458
0,1,0,0,1,0,1,1,0,1,1,1,1,0,11.765
0,0,0,1,0,0,0,1,1,0,1,1,0,1,11.533
0,0,0,1,0,0,0,1,1,1,0,1,0,1,11.732
1,0,1,1,0,0,1,0,1,1,1,0,1,0,10.611
1,1,1,1,1,1,1,0,1,0,0,0,1,0,9.493
0,1,0,1,1,1,1,0,1,0,1,1,1,0,11.031
0,1,1,1,1,1,0,1,0,1,0,1,1,1,11.626
0,1,1,1,0,0,1,1,1,1,0,0,1,0,10.015
0,1,0,1,0,0,0,0,1,0,1,0,1,1,9.57
1,0,1,0,0,1,0,0,1,1,0,0,1,0,9.838
1,0,0,0,0,0,0,0,1,0,1,1,0,0,11.352
1,1,1,0,1,1,0,0,1,0,0,1,0,0,11.108
0,1,1,0,0,1,1,0,0,1,0,0,0,1,9.899
0,1,1,1,1,1,1,0,0,1,0,0,0,0,9.915
0,0,1,0,1,1,0,0,1,1,1,1,0,0,11.75
0,0,1,0,1,1,0,0,1,0,1,1,0,0,11.15
1,0,1,0,1,1,0,1,1,0,0,0,1,0,9.435
1,0,0,1,0,1,1,1,1,1,1,1,1,1,11.507
1,0,1,1,1,1,1,1,1,1,1,1,1,0,11.598
0,1,0,1,0,0,1,0,0,0,0,1,0,0,11.334
1,0,1,1,1,1,0,0,0,0,1,0,0,0,9.45
1,1,0,0,1,1,0,0,0,0,1,1,0,0,11.289
0,1,0,1,1,0,0,0,0,0,0,0,1,1,9.328
1,0,1,1,1,1,1,0,0,1,0,0,1,0,9.892
0,0,1,1,0,1,0,0,0,0,1,0,0,0,9.538
1,1,0,0,1,0,1,0,1,1,1,0,1,1,10.196
1,1,1,0,1,1,1,0,1,1,0,1,0,1,11.99
0,0,0,0,1,0,0,1,1,0,0,0,0,1,9.645
1,1,1,1,1,0,0,0,0,1,0,1,0,0,11.63
0,0,0,0,1,0,0,0,0,1,0,1,1,0,11.974
0,0,0,0,1,0,1,1,0,1,1,1,1,0,11.964
0,0,1,1,0,0,1,0,1,1,1,1,1,0,11.577
1,1,0,1,0,0,0,0,1,1,1,1,1,0,11.656
1,1,1,1,0,0,0,1,1,1,0,0,1,0,9.97
1,0,0,0,0,0,0,0,0,0,0,0,1,0,9.498
0,0,0,1,0,1,0,1,1,1,0,1,0,1,11.794
0,0,1,0,1,0,0,1,0,1,1,1,0,1,11.751
1,0,0,0,1,0,1,1,0,0,1,1,0,1,11.405
0,1,1,1,1,0,0,0,1,1,1,1,1,0,11.75
1,0,0,1,0,0,0,0,1,0,1,0,0,0,9.427
0,0,0,1,1,0,0,1,1,1,1,0,0,1,10.226
0,0,0,0,0,0,0,0,0,1,0,1,0,1,11.478
1,0,0,0,0,0,1,0,0,1,0,1,0,0,11.444
1,0,1,0,1,1,0,1,1,1,0,1,1,1,11.604
0,1,1,0,0,1,1,1,0,1,1,0,1,1,9.934
1,0,1,0,0,0,0,0,1,0,1,1,1,0,11.091
0,0,1,0,0,1,1,0,0,1,1,0,1,0,9.975
1,1,1,0,0,0,0,1,1,0,1,0,1,1,9.582
0,1,0,0,1,1,1,1,1,0,0,1,1,0,11.053
1,0,1,0,1,1,1,0,1,1,0,0,0,1,9.994
0,0,1,0,1,0,0,1,0,1,0,0,1,1,9.842
0,0,1,0,0,1,1,1,0,1,0,1,0,1,11.657
0,0,0,0,1,0,0,1,1,1,1,0,1,0,9.797
0,0,0,1,0,1,0,1,1,1,1,1,0,1,11.921
0,0,1,0,1,0,0,0,1,0,1,1,1,0,11.178
0,1,0,0,1,0,0,0,1,1,0,1,0,0,11.624
1,1,1,0,1,1,0,1,1,0,1,0,1,1,9.423
1,1,1,0,0,0,1,1,1,0,0,0,0,1,9.634
0,1,0,1,0,1,1,0,0,1,0,0,0,1,10.261
0,0,1,1,0,1,0,0,1,0,1,0,0,1,9.706
0,1,1,0,1,1,1,1,0,0,1,1,0,1,11.173
0,0,0,0,1,0,1,1,0,0,0,1,1,1,11.122
0,0,0,0,1,1,0,0,1,0,0,1,0,1,11.191
0,0,1,0,0,1,1,1,1,1,0,1,0,0,12.105
1,1,0,1,1,0,0,0,1,0,1,1,0,1,11.55
0,0,0,1,0,0,1,0,0,0,1,0,1,1,9.498
0,0,0,0,0,0,0,1,1,1,0,0,1,1,9.933
0,0,1,1,0,0,0,1,1,1,1,1,1,1,11.668
0,0,0,1,0,1,1,0,0,0,1,1,1,0,11.368
0,0,1,0,1,1,1,1,1,0,1,1,0,0,11.106
0,1,0,0,1,1,1,0,0,1,1,0,0,1,10.216
1,0,0,1,1,0,0,1,0,0,0,0,0,1,9.546
1,1,0,1,1,1,1,1,1,1,0,1,1,0,11.602
1,1,0,1,1,0,0,0,0,0,1,1,0,1,11.153
1,1,1,0,0,1,0,1,1,0,1,0,0,1,9.448
0,0,1,1,0,0,0,0,0,0,1,0,1,1,9.865
1,1,1,1,1,0,1,1,1,0,1,0,1,0,9.558
1,1,1,0,0,0,0,0,0,0,1,0,1,1,9.468
0,0,1,0,0,1,0,0,0,1,0,1,1,1,12.083
0,1,0,0,0,0,1,1,0,1,0,0,1,0,9.957
0,1,0,0,0,0,0,0,0,1,0,0,0,1,9.937
1,1,0,0,0,0,1,1,0,1,1,1,0,1,11.948
0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.434
1,0,0,1,0,0,1,0,1,1,0,1,1,1,11.989
0,0,1,1,1,0,0,1,1,0,0,1,1,1,11.156
1,0,1,0,0,1,1,0,1,0,0,1,0,0,11.138
0,0,1,0,1,0,1,1,0,0,0,1,0,1,11.337
1,1,0,1,1,1,1,1,1,1,0,0,0,0,10.074
1,1,1,1,1,0,0,0,0,1,1,0,0,0,9.859
1,0,1,1,1,1,1,1,0,0,0,1,1,0,11.342
0,0,0,0,1,0,0,1,0,1,1,0,1,1,9.858
0,1,0,0,0,1,1,0,0,1,1,0,1,1,9.807
1,0,0,1,0,1,0,1,1,0,1,0,1,1,9.747
1,1,1,1,0,1,1,1,0,1,1,1,1,0,11.506
1,1,0,1,1,0,1,0,1,0,0,0,0,1,9.728
0,0,1,1,1,0,1,0,1,0,1,1,0,1,11.031
0,1,1,1,0,0,0,0,1,1,0,0,1,0,10.048
1,1,0,0,1,1,0,1,1,0,0,1,1,0,11.01
1,1,1,0,0,0,1,1,0,1,1,1,1,0,12.278
0,1,1,1,1,0,1,0,0,0,1,1,1,0,11.03
0,0,0,1,0,1,1,1,0,1,1,0,1,1,9.806
0,0,0,1,0,0,0,1,0,0,0,0,1,0,9.681
0,0,0,1,0,1,1,0,1,0,0,1,1,0,11.171
1,0,0,1,1,0,1,0,1,0,1,0,0,1,9.443
0,1,0,0,0,0,0,0,0,1,0,0,0,1,9.881
1,0,0,1,0,1,1,0,0,1,1,0,1,1,10.299
0,1,1,1,1,0,0,1,0,0,1,1,0,0,11.147
0,1,1,0,0,1,0,1,1,0,0,0,0,1,9.521
0,0,0,0,0,1,1,1,0,0,1,0,0,0,9.541
0,1,0,0,1,1,0,1,0,1,1,1,1,1,11.704
0,0,1,1,1,0,1,1,1,0,0,1,0,0,11.115
0,1,1,0,1,0,1,1,1,0,1,0,0,0,9.504
0,1,0,1,0,0,0,0,1,0,1,1,1,0,11.25
1,1,1,1,1,1,0,0,1,1,1,1,0,0,11.762
0,0,1,0,1,0,1,1,1,1,1,0,1,1,10.043
0,0,1,0,0,1,0,1,1,1,1,1,0,1,11.66
1,0,0,0,0,0,1,0,0,0,0,0,1,1,9.384
1,0,1,0,1,0,0,0,0,1,0,0,1,1,10.086
