SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K
1,1,0,0,1,0,0,1,1,0,0,0,1,0,70.628
1,0,0,0,1,1,1,0,1,1,1,0,1,1,68.685
0,0,1,1,1,0,1,1,0,0,0,0,1,1,70.493
0,0,1,1,1,0,1,1,1,0,0,1,1,0,68.939
1,0,0,0,1,0,0,1,1,0,1,1,0,0,68.587
0,1,0,1,1,0,1,1,1,1,1,0,1,1,68.898
0,0,1,1,0,1,0,1,0,1,1,1,1,0,69.224
0,0,1,1,0,0,1,0,0,0,0,0,0,0,68.327
0,0,0,0,0,0,1,1,0,1,1,0,0,1,68.696
0,0,1,0,0,1,0,1,1,0,0,1,1,0,69.251
1,0,1,1,0,1,0,1,0,1,0,0,1,0,68.451
1,1,1,1,1,1,0,1,1,0,0,0,0,1,70.658
1,1,1,1,0,0,1,0,1,1,0,1,1,0,70.786
1,0,0,0,1,1,0,0,1,1,0,1,1,0,68.781
1,1,0,1,1,1,1,0,1,1,1,1,1,0,68.794
0,0,0,0,1,0,0,0,0,1,0,1,0,0,71.216
1,1,1,0,0,1,0,0,0,0,1,1,1,0,68.825
1,1,0,0,0,0,1,1,1,1,1,1,1,0,76.39
1,1,0,0,0,1,0,1,0,0,0,1,1,1,71.129
1,1,1,1,1,0,1,0,1,1,0,1,0,1,68.764
0,1,0,1,0,1,1,1,0,0,0,0,1,1,68.72
1,0,0,0,0,1,1,0,1,0,1,1,1,1,68.983
1,0,0,1,0,0,1,1,0,1,0,1,1,1,68.715
0,1,0,1,0,0,0,0,1,1,1,0,1,1,68.082
0,1,0,0,0,1,0,1,0,1,0,0,1,0,70.356
1,1,0,1,1,0,1,1,0,1,0,1,1,0,71.362
0,1,0,1,0,1,0,0,1,0,1,0,1,1,69.7
0,1,1,0,1,0,1,0,1,0,0,1,1,1,70.777
1,0,0,1,0,0,0,1,0,1,1,0,0,1,71.322
1,1,0,1,0,0,1,1,1,0,1,0,0,0,68.958
0,1,1,0,0,1,0,0,1,1,0,0,0,0,69.062
1,1,0,1,0,1,0,1,1,0,1,1,1,0,69.003
1,0,0,0,0,1,1,0,1,1,1,0,1,0,69.734
1,1,0,1,0,0,1,1,1,0,1,1,0,1,69.44
1,1,1,1,0,1,0,0,0,0,1,0,0,0,71.191
1,1,0,1,0,0,0,1,1,1,1,0,0,1,69.435
1,0,1,1,1,0,0,1,1,0,0,0,0,0,71.099
0,1,0,0,1,0,1,1,0,1,1,1,1,0,68.746
0,0,0,1,0,0,0,1,1,0,1,1,0,1,71.118
0,0,0,1,0,0,0,1,1,1,0,1,0,1,68.799
1,0,1,1,0,0,1,0,1,1,1,0,1,0,68.785
1,1,1,1,1,1,1,0,1,0,0,0,1,0,72.27
0,1,0,1,1,1,1,0,1,0,1,1,1,0,71.117
0,1,1,1,1,1,0,1,0,1,0,1,1,1,68.91
0,1,1,1,0,0,1,1,1,1,0,0,1,0,68.906
0,1,0,1,0,0,0,0,1,0,1,0,1,1,68.458
1,0,1,0,0,1,0,0,1,1,0,0,1,0,68.734
1,0,0,0,0,0,0,0,1,0,1,1,0,0,68.659
1,1,1,0,1,1,0,0,1,0,0,1,0,0,71.048
0,1,1,0,0,1,1,0,0,1,0,0,0,1,69.142
0,1,1,1,1,1,1,0,0,1,0,0,0,0,72.001
0,0,1,0,1,1,0,0,1,1,1,1,0,0,69.276
0,0,1,0,1,1,0,0,1,0,1,1,0,0,68.661
1,0,1,0,1,1,0,1,1,0,0,0,1,0,68.861
1,0,0,1,0,1,1,1,1,1,1,1,1,1,69.083
1,0,1,1,1,1,1,1,1,1,1,1,1,0,70.733
0,1,0,1,0,0,1,0,0,0,0,1,0,0,68.293
1,0,1,1,1,1,0,0,0,0,1,0,0,0,68.665
1,1,0,0,1,1,0,0,0,0,1,1,0,0,67.978
0,1,0,1,1,0,0,0,0,0,0,0,1,1,68.287
1,0,1,1,1,1,1,0,0,1,0,0,1,0,68.743
0,0,1,1,0,1,0,0,0,0,1,0,0,0,70.904
1,1,0,0,1,0,1,0,1,1,1,0,1,1,68.654
1,1,1,0,1,1,1,0,1,1,0,1,0,1,68.869
0,0,0,0,1,0,0,1,1,0,0,0,0,1,68.296
1,1,1,1,1,0,0,0,0,1,0,1,0,0,69.217
0,0,0,0,1,0,0,0,0,1,0,1,1,0,68.975
0,0,0,0,1,0,1,1,0,1,1,1,1,0,68.563
0,0,1,1,0,0,1,0,1,1,1,1,1,0,68.486
1,1,0,1,0,0,0,0,1,1,1,1,1,0,72.249
1,1,1,1,0,0,0,1,1,1,0,0,1,0,69.165
1,0,0,0,0,0,0,0,0,0,0,0,1,0,68.528
0,0,0,1,0,1,0,1,1,1,0,1,0,1,68.44
0,0,1,0,1,0,0,1,0,1,1,1,0,1,69.109
1,0,0,0,1,0,1,1,0,0,1,1,0,1,68.299
0,1,1,1,1,0,0,0,1,1,1,1,1,0,68.553
1,0,0,1,0,0,0,0,1,0,1,0,0,0,69.96
0,0,0,1,1,0,0,1,1,1,1,0,0,1,68.972
0,0,0,0,0,0,0,0,0,1,0,1,0,1,71.637
1,0,0,0,0,0,1,0,0,1,0,1,0,0,68.526
1,0,1,0,1,1,0,1,1,1,0,1,1,1,68.191
0,1,1,0,0,1,1,1,0,1,1,0,1,1,73.054
1,0,1,0,0,0,0,0,1,0,1,1,1,0,68.798
0,0,1,0,0,1,1,0,0,1,1,0,1,0,70.796
1,1,1,0,0,0,0,1,1,0,1,0,1,1,68.749
0,1,0,0,1,1,1,1,1,0,0,1,1,0,68.62
1,0,1,0,1,1,1,0,1,1,0,0,0,1,69.635
0,0,1,0,1,0,0,1,0,1,0,0,1,1,69.241
0,0,1,0,0,1,1,1,0,1,0,1,0,1,68.593
0,0,0,0,1,0,0,1,1,1,1,0,1,0,68.42
0,0,0,1,0,1,0,1,1,1,1,1,0,1,74.546
0,0,1,0,1,0,0,0,1,0,1,1,1,0,68.629
0,1,0,0,1,0,0,0,1,1,0,1,0,0,70.391
1,1,1,0,1,1,0,1,1,0,1,0,1,1,68.048
1,1,1,0,0,0,1,1,1,0,0,0,0,1,70.885
0,1,0,1,0,1,1,0,0,1,0,0,0,1,68.907
0,0,1,1,0,1,0,0,1,0,1,0,0,1,70.872
0,1,1,0,1,1,1,1,0,0,1,1,0,1,69.251
0,0,0,0,1,0,1,1,0,0,0,1,1,1,69.313
0,0,0,0,1,1,0,0,1,0,0,1,0,1,68.919
0,0,1,0,0,1,1,1,1,1,0,1,0,0,69.376
1,1,0,1,1,0,0,0,1,0,1,1,0,1,68.67
0,0,0,1,0,0,1,0,0,0,1,0,1,1,71.437
0,0,0,0,0,0,0,1,1,1,0,0,1,1,68.494
0,0,1,1,0,0,0,1,1,1,1,1,1,1,69.142
0,0,0,1,0,1,1,0,0,0,1,1,1,0,68.933
0,0,1,0,1,1,1,1,1,0,1,1,0,0,70.048
0,1,0,0,1,1,1,0,0,1,1,0,0,1,70.733
1,0,0,1,1,0,0,1,0,0,0,0,0,1,69.053
1,1,0,1,1,1,1,1,1,1,0,1,1,0,68.29
1,1,0,1,1,0,0,0,0,0,1,1,0,1,69.084
1,1,1,0,0,1,0,1,1,0,1,0,0,1,68.736
0,0,1,1,0,0,0,0,0,0,1,0,1,1,68.697
1,1,1,1,1,0,1,1,1,0,1,0,1,0,71.046
1,1,1,0,0,0,0,0,0,0,1,0,1,1,68.49
0,0,1,0,0,1,0,0,0,1,0,1,1,1,68.303
0,1,0,0,0,0,1,1,0,1,0,0,1,0,68.123
0,1,0,0,0,0,0,0,0,1,0,0,0,1,68.894
1,1,0,0,0,0,1,1,0,1,1,1,0,1,68.958
0,1,0,0,0,0,0,0,0,0,0,0,1,0,68.152
1,0,0,1,0,0,1,0,1,1,0,1,1,1,68.726
0,0,1,1,1,0,0,1,1,0,0,1,1,1,68.488
1,0,1,0,0,1,1,0,1,0,0,1,0,0,68.635
0,0,1,0,1,0,1,1,0,0,0,1,0,1,70.494
1,1,0,1,1,1,1,1,1,1,0,0,0,0,69.165
1,1,1,1,1,0,0,0,0,1,1,0,0,0,68.587
1,0,1,1,1,1,1,1,0,0,0,1,1,0,69.052
0,0,0,0,1,0,0,1,0,1,1,0,1,1,71.704
0,1,0,0,0,1,1,0,0,1,1,0,1,1,68.123
1,0,0,1,0,1,0,1,1,0,1,0,1,1,70.331
1,1,1,1,0,1,1,1,0,1,1,1,1,0,69.218
1,1,0,1,1,0,1,0,1,0,0,0,0,1,69.038
0,0,1,1,1,0,1,0,1,0,1,1,0,1,70.303
0,1,1,1,0,0,0,0,1,1,0,0,1,0,69.525
1,1,0,0,1,1,0,1,1,0,0,1,1,0,68.807
1,1,1,0,0,0,1,1,0,1,1,1,1,0,70.75
0,1,1,1,1,0,1,0,0,0,1,1,1,0,68.401
0,0,0,1,0,1,1,1,0,1,1,0,1,1,68.908
0,0,0,1,0,0,0,1,0,0,0,0,1,0,69.105
0,0,0,1,0,1,1,0,1,0,0,1,1,0,68.792
1,0,0,1,1,0,1,0,1,0,1,0,0,1,68.607
0,1,0,0,0,0,0,0,0,1,0,0,0,1,70.723
1,0,0,1,0,1,1,0,0,1,1,0,1,1,71.253
0,1,1,1,1,0,0,1,0,0,1,1,0,0,68.472
0,1,1,0,0,1,0,1,1,0,0,0,0,1,68.289
0,0,0,0,0,1,1,1,0,0,1,0,0,0,68.633
0,1,0,0,1,1,0,1,0,1,1,1,1,1,68.258
0,0,1,1,1,0,1,1,1,0,0,1,0,0,70.574
0,1,1,0,1,0,1,1,1,0,1,0,0,0,68.13
0,1,0,1,0,0,0,0,1,0,1,1,1,0,68.008
1,1,1,1,1,1,0,0,1,1,1,1,0,0,68.875
0,0,1,0,1,0,1,1,1,1,1,0,1,1,68.732
0,0,1,0,0,1,0,1,1,1,1,1,0,1,68.81
1,0,0,0,0,0,1,0,0,0,0,0,1,1,69.553
1,0,1,0,1,0,0,0,0,1,0,0,1,1,69.2
