SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch
1,1,0,0,1,0,0,1,1,0,0,0,1,0,4.558
1,0,0,0,1,1,1,0,1,1,1,0,1,1,4.575
0,0,1,1,1,0,1,1,0,0,0,0,1,1,4.519
0,0,1,1,1,0,1,1,1,0,0,1,1,0,5.194
1,0,0,0,1,0,0,1,1,0,1,1,0,0,5.177
0,1,0,1,1,0,1,1,1,1,1,0,1,1,4.511
0,0,1,1,0,1,0,1,0,1,1,1,1,0,5.159
0,0,1,1,0,0,1,0,0,0,0,0,0,0,4.562
0,0,0,0,0,0,1,1,0,1,1,0,0,1,4.627
0,0,1,0,0,1,0,1,1,0,0,1,1,0,5.152
1,0,1,1,0,1,0,1,0,1,0,0,1,0,4.605
1,1,1,1,1,1,0,1,1,0,0,0,0,1,4.522
1,1,1,1,0,0,1,0,1,1,0,1,1,0,5.24
1,0,0,0,1,1,0,0,1,1,0,1,1,0,5.407
1,1,0,1,1,1,1,0,1,1,1,1,1,0,5.289
0,0,0,0,1,0,0,0,0,1,0,1,0,0,5.317
1,1,1,0,0,1,0,0,0,0,1,1,1,0,5.06
1,1,0,0,0,0,1,1,1,1,1,1,1,0,5.182
1,1,0,0,0,1,0,1,0,0,0,1,1,1,5.102
1,1,1,1,1,0,1,0,1,1,0,1,0,1,5.344
0,1,0,1,0,1,1,1,0,0,0,0,1,1,4.445
1,0,0,0,0,1,1,0,1,0,1,1,1,1,5.251
1,0,0,1,0,0,1,1,0,1,0,1,1,1,5.17
0,1,0,1,0,0,0,0,1,1,1,0,1,1,4.711
0,1,0,0,0,1,0,1,0,1,0,0,1,0,4.502
1,1,0,1,1,0,1,1,0,1,0,1,1,0,5.383
0,1,0,1,0,1,0,0,1,0,1,0,1,1,4.535
0,1,1,0,1,0,1,0,1,0,0,1,1,1,5.274
1,0,0,1,0,0,0,1,0,1,1,0,0,1,4.58
1,1,0,1,0,0,1,1,1,0,1,0,0,0,4.578
0,1,1,0,0,1,0,0,1,1,0,0,0,0,4.581
1,1,0,1,0,1,0,1,1,0,1,1,1,0,5.09
1,0,0,0,0,1,1,0,1,1,1,0,1,0,4.617
1,1,0,1,0,0,1,1,1,0,1,1,0,1,5.17
1,1,1,1,0,1,0,0,0,0,1,0,0,0,4.646
1,1,0,1,0,0,0,1,1,1,1,0,0,1,4.535
1,0,1,1,1,0,0,1,1,0,0,0,0,0,4.638
0,1,0,0,1,0,1,1,0,1,1,1,1,0,5.218
0,0,0,1,0,0,0,1,1,0,1,1,0,1,5.106
0,0,0,1,0,0,0,1,1,1,0,1,0,1,5.28
1,0,1,1,0,0,1,0,1,1,1,0,1,0,4.512
1,1,1,1,1,1,1,0,1,0,0,0,1,0,4.513
0,1,0,1,1,1,1,0,1,0,1,1,1,0,5.1
0,1,1,1,1,1,0,1,0,1,0,1,1,1,5.571
0,1,1,1,0,0,1,1,1,1,0,0,1,0,4.599
0,1,0,1,0,0,0,0,1,0,1,0,1,1,4.513
1,0,1,0,0,1,0,0,1,1,0,0,1,0,4.549
1,0,0,0,0,0,0,0,1,0,1,1,0,0,5.178
1,1,1,0,1,1,0,0,1,0,0,1,0,0,5.142
0,1,1,0,0,1,1,0,0,1,0,0,0,1,4.616
0,1,1,1,1,1,1,0,0,1,0,0,0,0,4.554
0,0,1,0,1,1,0,0,1,1,1,1,0,0,5.274
0,0,1,0,1,1,0,0,1,0,1,1,0,0,5.238
1,0,1,0,1,1,0,1,1,0,0,0,1,0,4.536
1,0,0,1,0,1,1,1,1,1,1,1,1,1,5.223
1,0,1,1,1,1,1,1,1,1,1,1,1,0,5.359
0,1,0,1,0,0,1,0,0,0,0,1,0,0,5.128
1,0,1,1,1,1,0,0,0,0,1,0,0,0,4.543
1,1,0,0,1,1,0,0,0,0,1,1,0,0,5.147
0,1,0,1,1,0,0,0,0,0,0,0,1,1,4.499
1,0,1,1,1,1,1,0,0,1,0,0,1,0,4.586
0,0,1,1,0,1,0,0,0,0,1,0,0,0,4.513
1,1,0,0,1,0,1,0,1,1,1,0,1,1,4.524
1,1,1,0,1,1,1,0,1,1,0,1,0,1,5.313
0,0,0,0,1,0,0,1,1,0,0,0,0,1,4.546
1,1,1,1,1,0,0,0,0,1,0,1,0,0,5.3
0,0,0,0,1,0,0,0,0,1,0,1,1,0,5.187
0,0,0,0,1,0,1,1,0,1,1,1,1,0,5.182
0,0,1,1,0,0,1,0,1,1,1,1,1,0,5.171
1,1,0,1,0,0,0,0,1,1,1,1,1,0,5.19
1,1,1,1,0,0,0,1,1,1,0,0,1,0,4.547
1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.6
0,0,0,1,0,1,0,1,1,1,0,1,0,1,5.268
0,0,1,0,1,0,0,1,0,1,1,1,0,1,5.121
1,0,0,0,1,0,1,1,0,0,1,1,0,1,5.198
0,1,1,1,1,0,0,0,1,1,1,1,1,0,5.09
1,0,0,1,0,0,0,0,1,0,1,0,0,0,4.518
0,0,0,1,1,0,0,1,1,1,1,0,0,1,4.572
0,0,0,0,0,0,0,0,0,1,0,1,0,1,5.316
1,0,0,0,0,0,1,0,0,1,0,1,0,0,5.334
1,0,1,0,1,1,0,1,1,1,0,1,1,1,5.311
0,1,1,0,0,1,1,1,0,1,1,0,1,1,4.457
1,0,1,0,0,0,0,0,1,0,1,1,1,0,5.164
0,0,1,0,0,1,1,0,0,1,1,0,1,0,4.474
1,1,1,0,0,0,0,1,1,0,1,0,1,1,4.596
0,1,0,0,1,1,1,1,1,0,0,1,1,0,5.104
1,0,1,0,1,1,1,0,1,1,0,0,0,1,4.642
0,0,1,0,1,0,0,1,0,1,0,0,1,1,4.582
0,0,1,0,0,1,1,1,0,1,0,1,0,1,5.205
0,0,0,0,1,0,0,1,1,1,1,0,1,0,4.464
0,0,0,1,0,1,0,1,1,1,1,1,0,1,5.161
0,0,1,0,1,0,0,0,1,0,1,1,1,0,5.125
0,1,0,0,1,0,0,0,1,1,0,1,0,0,5.263
1,1,1,0,1,1,0,1,1,0,1,0,1,1,4.47
1,1,1,0,0,0,1,1,1,0,0,0,0,1,4.486
0,1,0,1,0,1,1,0,0,1,0,0,0,1,4.657
0,0,1,1,0,1,0,0,1,0,1,0,0,1,4.585
0,1,1,0,1,1,1,1,0,0,1,1,0,1,5.114
0,0,0,0,1,0,1,1,0,0,0,1,1,1,5.036
0,0,0,0,1,1,0,0,1,0,0,1,0,1,5.221
0,0,1,0,0,1,1,1,1,1,0,1,0,0,5.257
1,1,0,1,1,0,0,0,1,0,1,1,0,1,5.266
0,0,0,1,0,0,1,0,0,0,1,0,1,1,4.495
0,0,0,0,0,0,0,1,1,1,0,0,1,1,4.521
0,0,1,1,0,0,0,1,1,1,1,1,1,1,5.144
0,0,0,1,0,1,1,0,0,0,1,1,1,0,5.146
0,0,1,0,1,1,1,1,1,0,1,1,0,0,5.165
0,1,0,0,1,1,1,0,0,1,1,0,0,1,4.521
1,0,0,1,1,0,0,1,0,0,0,0,0,1,4.598
1,1,0,1,1,1,1,1,1,1,0,1,1,0,5.274
1,1,0,1,1,0,0,0,0,0,1,1,0,1,5.314
1,1,1,0,0,1,0,1,1,0,1,0,0,1,4.596
0,0,1,1,0,0,0,0,0,0,1,0,1,1,4.512
1,1,1,1,1,0,1,1,1,0,1,0,1,0,4.486
1,1,1,0,0,0,0,0,0,0,1,0,1,1,4.436
0,0,1,0,0,1,0,0,0,1,0,1,1,1,5.169
0,1,0,0,0,0,1,1,0,1,0,0,1,0,4.535
0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.627
1,1,0,0,0,0,1,1,0,1,1,1,0,1,5.256
0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.942
1,0,0,1,0,0,1,0,1,1,0,1,1,1,5.24
0,0,1,1,1,0,0,1,1,0,0,1,1,1,5.143
1,0,1,0,0,1,1,0,1,0,0,1,0,0,5.222
0,0,1,0,1,0,1,1,0,0,0,1,0,1,5.161
1,1,0,1,1,1,1,1,1,1,0,0,0,0,4.709
1,1,1,1,1,0,0,0,0,1,1,0,0,0,4.731
1,0,1,1,1,1,1,1,0,0,0,1,1,0,5.25
0,0,0,0,1,0,0,1,0,1,1,0,1,1,4.575
0,1,0,0,0,1,1,0,0,1,1,0,1,1,4.442
1,0,0,1,0,1,0,1,1,0,1,0,1,1,4.45
1,1,1,1,0,1,1,1,0,1,1,1,1,0,5.154
1,1,0,1,1,0,1,0,1,0,0,0,0,1,4.607
0,0,1,1,1,0,1,0,1,0,1,1,0,1,5.077
0,1,1,1,0,0,0,0,1,1,0,0,1,0,4.533
1,1,0,0,1,1,0,1,1,0,0,1,1,0,5.178
1,1,1,0,0,0,1,1,0,1,1,1,1,0,5.145
0,1,1,1,1,0,1,0,0,0,1,1,1,0,5.097
0,0,0,1,0,1,1,1,0,1,1,0,1,1,4.583
0,0,0,1,0,0,0,1,0,0,0,0,1,0,4.495
0,0,0,1,0,1,1,0,1,0,0,1,1,0,5.104
1,0,0,1,1,0,1,0,1,0,1,0,0,1,4.535
0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.675
1,0,0,1,0,1,1,0,0,1,1,0,1,1,4.565
0,1,1,1,1,0,0,1,0,0,1,1,0,0,5.115
0,1,1,0,0,1,0,1,1,0,0,0,0,1,4.485
0,0,0,0,0,1,1,1,0,0,1,0,0,0,4.49
0,1,0,0,1,1,0,1,0,1,1,1,1,1,5.138
0,0,1,1,1,0,1,1,1,0,0,1,0,0,5.204
0,1,1,0,1,0,1,1,1,0,1,0,0,0,4.59
0,1,0,1,0,0,0,0,1,0,1,1,1,0,5.103
1,1,1,1,1,1,0,0,1,1,1,1,0,0,5.423
0,0,1,0,1,0,1,1,1,1,1,0,1,1,4.593
0,0,1,0,0,1,0,1,1,1,1,1,0,1,5.282
1,0,0,0,0,0,1,0,0,0,0,0,1,1,4.585
1,0,1,0,1,0,0,0,0,1,0,0,1,1,4.579
