SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq
1,0,0,0,1,1,1,0,1,1,1,0,1,1,2.399
0,0,1,1,1,0,1,1,0,0,0,0,1,1,2.525
0,0,1,1,1,0,1,1,1,0,0,1,1,0,2.432
1,0,0,0,1,0,0,1,1,0,1,1,0,0,2.4
0,1,0,1,1,0,1,1,1,1,1,0,1,1,2.371
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2.406
0,0,1,1,0,0,1,0,0,0,0,0,0,0,2.409
0,0,0,0,0,0,1,1,0,1,1,0,0,1,2.407
0,0,1,0,0,1,0,1,1,0,0,1,1,0,2.413
1,0,1,1,0,1,0,1,0,1,0,0,1,0,2.614
1,1,1,1,1,1,0,1,1,0,0,0,0,1,2.438
1,1,1,1,0,0,1,0,1,1,0,1,1,0,2.437
1,0,0,0,1,1,0,0,1,1,0,1,1,0,2.396
1,1,0,1,1,1,1,0,1,1,1,1,1,0,2.474
0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.377
1,1,1,0,0,1,0,0,0,0,1,1,1,0,2.389
1,1,0,0,0,0,1,1,1,1,1,1,1,0,2.684
1,1,0,0,0,1,0,1,0,0,0,1,1,1,2.403
1,1,1,1,1,0,1,0,1,1,0,1,0,1,2.378
0,1,0,1,0,1,1,1,0,0,0,0,1,1,2.385
1,0,0,0,0,1,1,0,1,0,1,1,1,1,2.45
1,0,0,1,0,0,1,1,0,1,0,1,1,1,2.375
0,1,0,1,0,0,0,0,1,1,1,0,1,1,2.372
0,1,0,0,0,1,0,1,0,1,0,0,1,0,2.396
1,1,0,1,1,0,1,1,0,1,0,1,1,0,2.446
0,1,0,1,0,1,0,0,1,0,1,0,1,1,2.443
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2.52
1,0,0,1,0,0,0,1,0,1,1,0,0,1,2.405
1,1,0,1,0,0,1,1,1,0,1,0,0,0,2.4
0,1,1,0,0,1,0,0,1,1,0,0,0,0,2.398
1,1,0,1,0,1,0,1,1,0,1,1,1,0,2.388
1,0,0,0,0,1,1,0,1,1,1,0,1,0,2.41
1,1,0,1,0,0,1,1,1,0,1,1,0,1,2.408
1,1,1,1,0,1,0,0,0,0,1,0,0,0,2.437
1,1,0,1,0,0,0,1,1,1,1,0,0,1,2.449
1,0,1,1,1,0,0,1,1,0,0,0,0,0,2.494
0,1,0,0,1,0,1,1,0,1,1,1,1,0,2.365
0,0,0,1,0,0,0,1,1,0,1,1,0,1,2.452
0,0,0,1,0,0,0,1,1,1,0,1,0,1,2.382
1,0,1,1,0,0,1,0,1,1,1,0,1,0,2.396
1,1,1,1,1,1,1,0,1,0,0,0,1,0,2.415
0,1,0,1,1,1,1,0,1,0,1,1,1,0,2.383
0,1,1,1,1,1,0,1,0,1,0,1,1,1,2.395
0,1,1,1,0,0,1,1,1,1,0,0,1,0,2.389
0,1,0,1,0,0,0,0,1,0,1,0,1,1,2.432
1,0,1,0,0,1,0,0,1,1,0,0,1,0,2.373
1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.385
1,1,1,0,1,1,0,0,1,0,0,1,0,0,2.404
0,1,1,0,0,1,1,0,0,1,0,0,0,1,2.383
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2.402
0,0,1,0,1,1,0,0,1,1,1,1,0,0,2.387
0,0,1,0,1,1,0,0,1,0,1,1,0,0,2.384
1,0,1,0,1,1,0,1,1,0,0,0,1,0,2.387
1,0,0,1,0,1,1,1,1,1,1,1,1,1,2.383
1,0,1,1,1,1,1,1,1,1,1,1,1,0,2.379
0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.451
1,0,1,1,1,1,0,0,0,0,1,0,0,0,2.436
1,1,0,0,1,1,0,0,0,0,1,1,0,0,2.399
0,1,0,1,1,0,0,0,0,0,0,0,1,1,2.382
1,0,1,1,1,1,1,0,0,1,0,0,1,0,2.72
0,0,1,1,0,1,0,0,0,0,1,0,0,0,2.508
1,1,0,0,1,0,1,0,1,1,1,0,1,1,2.382
1,1,1,0,1,1,1,0,1,1,0,1,0,1,2.376
0,0,0,0,1,0,0,1,1,0,0,0,0,1,2.462
1,1,1,1,1,0,0,0,0,1,0,1,0,0,2.4
0,0,0,0,1,0,0,0,0,1,0,1,1,0,2.371
0,0,0,0,1,0,1,1,0,1,1,1,1,0,2.43
0,0,1,1,0,0,1,0,1,1,1,1,1,0,2.451
1,1,0,1,0,0,0,0,1,1,1,1,1,0,2.447
1,1,1,1,0,0,0,1,1,1,0,0,1,0,2.389
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.393
0,0,0,1,0,1,0,1,1,1,0,1,0,1,2.383
0,0,1,0,1,0,0,1,0,1,1,1,0,1,2.382
1,0,0,0,1,0,1,1,0,0,1,1,0,1,2.391
0,1,1,1,1,0,0,0,1,1,1,1,1,0,2.372
1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.454
0,0,0,1,1,0,0,1,1,1,1,0,0,1,2.447
0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.385
1,0,0,0,0,0,1,0,0,1,0,1,0,0,2.386
1,0,1,0,1,1,0,1,1,1,0,1,1,1,2.397
0,1,1,0,0,1,1,1,0,1,1,0,1,1,2.439
1,0,1,0,0,0,0,0,1,0,1,1,1,0,2.387
0,0,1,0,0,1,1,0,0,1,1,0,1,0,2.387
1,1,1,0,0,0,0,1,1,0,1,0,1,1,2.388
0,1,0,0,1,1,1,1,1,0,0,1,1,0,2.384
1,0,1,0,1,1,1,0,1,1,0,0,0,1,2.457
0,0,1,0,1,0,0,1,0,1,0,0,1,1,2.461
0,0,1,0,0,1,1,1,0,1,0,1,0,1,2.377
0,0,0,0,1,0,0,1,1,1,1,0,1,0,2.39
0,0,0,1,0,1,0,1,1,1,1,1,0,1,2.459
0,0,1,0,1,0,0,0,1,0,1,1,1,0,2.382
0,1,0,0,1,0,0,0,1,1,0,1,0,0,2.403
1,1,1,0,1,1,0,1,1,0,1,0,1,1,2.382
1,1,1,0,0,0,1,1,1,0,0,0,0,1,2.389
0,1,0,1,0,1,1,0,0,1,0,0,0,1,2.441
0,0,1,1,0,1,0,0,1,0,1,0,0,1,2.428
0,1,1,0,1,1,1,1,0,0,1,1,0,1,2.395
0,0,0,0,1,0,1,1,0,0,0,1,1,1,2.44
0,0,0,0,1,1,0,0,1,0,0,1,0,1,2.403
0,0,1,0,0,1,1,1,1,1,0,1,0,0,2.389
1,1,0,1,1,0,0,0,1,0,1,1,0,1,2.399
0,0,0,1,0,0,1,0,0,0,1,0,1,1,2.415
0,0,0,0,0,0,0,1,1,1,0,0,1,1,2.402
0,0,1,1,0,0,0,1,1,1,1,1,1,1,2.455
0,0,0,1,0,1,1,0,0,0,1,1,1,0,2.43
0,0,1,0,1,1,1,1,1,0,1,1,0,0,2.401
0,1,0,0,1,1,1,0,0,1,1,0,0,1,2.413
1,0,0,1,1,0,0,1,0,0,0,0,0,1,2.436
1,1,0,1,1,1,1,1,1,1,0,1,1,0,2.416
1,1,0,1,1,0,0,0,0,0,1,1,0,1,2.406
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2.395
0,0,1,1,0,0,0,0,0,0,1,0,1,1,2.415
1,1,1,1,1,0,1,1,1,0,1,0,1,0,2.399
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2.425
0,0,1,0,0,1,0,0,0,1,0,1,1,1,2.396
0,1,0,0,0,0,1,1,0,1,0,0,1,0,2.425
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.433
1,1,0,0,0,0,1,1,0,1,1,1,0,1,2.404
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.384
1,0,0,1,0,0,1,0,1,1,0,1,1,1,2.364
0,0,1,1,1,0,0,1,1,0,0,1,1,1,2.406
1,0,1,0,0,1,1,0,1,0,0,1,0,0,2.418
0,0,1,0,1,0,1,1,0,0,0,1,0,1,2.382
1,1,0,1,1,1,1,1,1,1,0,0,0,0,2.377
1,1,1,1,1,0,0,0,0,1,1,0,0,0,2.381
1,0,1,1,1,1,1,1,0,0,0,1,1,0,2.466
0,0,0,0,1,0,0,1,0,1,1,0,1,1,2.425
0,1,0,0,0,1,1,0,0,1,1,0,1,1,2.418
1,0,0,1,0,1,0,1,1,0,1,0,1,1,2.402
1,1,1,1,0,1,1,1,0,1,1,1,1,0,2.388
1,1,0,1,1,0,1,0,1,0,0,0,0,1,2.387
0,0,1,1,1,0,1,0,1,0,1,1,0,1,2.404
0,1,1,1,0,0,0,0,1,1,0,0,1,0,2.384
1,1,0,0,1,1,0,1,1,0,0,1,1,0,2.396
1,1,1,0,0,0,1,1,0,1,1,1,1,0,2.401
0,1,1,1,1,0,1,0,0,0,1,1,1,0,2.39
0,0,0,1,0,1,1,1,0,1,1,0,1,1,2.413
0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.472
0,0,0,1,0,1,1,0,1,0,0,1,1,0,2.387
1,0,0,1,1,0,1,0,1,0,1,0,0,1,2.404
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.409
1,0,0,1,0,1,1,0,0,1,1,0,1,1,2.387
0,1,1,1,1,0,0,1,0,0,1,1,0,0,2.393
0,1,1,0,0,1,0,1,1,0,0,0,0,1,2.387
0,0,0,0,0,1,1,1,0,0,1,0,0,0,2.437
0,1,0,0,1,1,0,1,0,1,1,1,1,1,2.428
0,0,1,1,1,0,1,1,1,0,0,1,0,0,2.408
0,1,1,0,1,0,1,1,1,0,1,0,0,0,2.402
0,1,0,1,0,0,0,0,1,0,1,1,1,0,2.376
1,1,1,1,1,1,0,0,1,1,1,1,0,0,2.404
0,0,1,0,1,0,1,1,1,1,1,0,1,1,2.379
0,0,1,0,0,1,0,1,1,1,1,1,0,1,2.383
1,0,0,0,0,0,1,0,0,0,0,0,1,1,2.409
1,0,1,0,1,0,0,0,0,1,0,0,1,1,2.389
