SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.6
1,1,0,0,1,0,0,1,1,0,0,0,1,0,10.475
1,0,0,0,1,1,1,0,1,1,1,0,1,1,9.996
0,0,1,1,1,0,1,1,0,0,0,0,1,1,10.638
0,0,1,1,1,0,1,1,1,0,0,1,1,0,12.804
1,0,0,0,1,0,0,1,1,0,1,1,0,0,12.929
0,1,0,1,1,0,1,1,1,1,1,0,1,1,10.557
0,0,1,1,0,1,0,1,0,1,1,1,1,0,13.133
0,0,1,1,0,0,1,0,0,0,0,0,0,0,10.938
0,0,0,0,0,0,1,1,0,1,1,0,0,1,10.702
0,0,1,0,0,1,0,1,1,0,0,1,1,0,12.978
1,0,1,1,0,1,0,1,0,1,0,0,1,0,10.248
1,1,1,1,1,1,0,1,1,0,0,0,0,1,10.679
1,1,1,1,0,0,1,0,1,1,0,1,1,0,13.258
1,0,0,0,1,1,0,0,1,1,0,1,1,0,13.23
1,1,0,1,1,1,1,0,1,1,1,1,1,0,12.978
0,0,0,0,1,0,0,0,0,1,0,1,0,0,13.022
1,1,1,0,0,1,0,0,0,0,1,1,1,0,12.838
1,1,0,0,0,0,1,1,1,1,1,1,1,0,12.726
1,1,0,0,0,1,0,1,0,0,0,1,1,1,12.696
1,1,1,1,1,0,1,0,1,1,0,1,0,1,12.958
0,1,0,1,0,1,1,1,0,0,0,0,1,1,10.369
1,0,0,0,0,1,1,0,1,0,1,1,1,1,13.08
1,0,0,1,0,0,1,1,0,1,0,1,1,1,12.717
0,1,0,1,0,0,0,0,1,1,1,0,1,1,10.129
0,1,0,0,0,1,0,1,0,1,0,0,1,0,10.22
1,1,0,1,1,0,1,1,0,1,0,1,1,0,13.688
0,1,0,1,0,1,0,0,1,0,1,0,1,1,10.258
0,1,1,0,1,0,1,0,1,0,0,1,1,1,12.835
1,0,0,1,0,0,0,1,0,1,1,0,0,1,16.364
1,1,0,1,0,0,1,1,1,0,1,0,0,0,115.45
0,1,1,0,0,1,0,0,1,1,0,0,0,0,111.98
1,1,0,1,0,1,0,1,1,0,1,1,1,0,139.17
1,0,0,0,0,1,1,0,1,1,1,0,1,0,112.35
1,1,0,1,0,0,1,1,1,0,1,1,0,1,146.04
1,1,1,1,0,1,0,0,0,0,1,0,0,0,92.359
1,1,0,1,0,0,0,1,1,1,1,0,0,1,30.698
1,0,1,1,1,0,0,1,1,0,0,0,0,0,24.17
0,1,0,0,1,0,1,1,0,1,1,1,1,0,29.548
0,0,0,1,0,0,0,1,1,0,1,1,0,1,26.625
0,0,0,1,0,0,0,1,1,1,0,1,0,1,23.991
1,0,1,1,0,0,1,0,1,1,1,0,1,0,20.917
1,1,1,1,1,1,1,0,1,0,0,0,1,0,19.701
0,1,0,1,1,1,1,0,1,0,1,1,1,0,24.35
0,1,1,1,1,1,0,1,0,1,0,1,1,1,22.308
0,1,1,1,0,0,1,1,1,1,0,0,1,0,17.504
0,1,0,1,0,0,0,0,1,0,1,0,1,1,16.916
1,0,1,0,0,1,0,0,1,1,0,0,1,0,16.285
1,0,0,0,0,0,0,0,1,0,1,1,0,0,20.304
1,1,1,0,1,1,0,0,1,0,0,1,0,0,19.851
0,1,1,0,0,1,1,0,0,1,0,0,0,1,15.973
0,1,1,1,1,1,1,0,0,1,0,0,0,0,14.284
0,0,1,0,1,1,0,0,1,1,1,1,0,0,17.662
0,0,1,0,1,1,0,0,1,0,1,1,0,0,16.323
1,0,1,0,1,1,0,1,1,0,0,0,1,0,15.661
1,0,0,1,0,1,1,1,1,1,1,1,1,1,17.027
1,0,1,1,1,1,1,1,1,1,1,1,1,0,16.905
0,1,0,1,0,0,1,0,0,0,0,1,0,0,16.909
1,0,1,1,1,1,0,0,0,0,1,0,0,0,14.07
1,1,0,0,1,1,0,0,0,0,1,1,0,0,18.015
0,1,0,1,1,0,0,0,0,0,0,0,1,1,14.217
1,0,1,1,1,1,1,0,0,1,0,0,1,0,12.477
0,0,1,1,0,1,0,0,0,0,1,0,0,0,11.906
1,1,0,0,1,0,1,0,1,1,1,0,1,1,11.699
1,1,1,0,1,1,1,0,1,1,0,1,0,1,15.27
0,0,0,0,1,0,0,1,1,0,0,0,0,1,11.478
1,1,1,1,1,0,0,0,0,1,0,1,0,0,16.625
0,0,0,0,1,0,0,0,0,1,0,1,1,0,14.715
0,0,0,0,1,0,1,1,0,1,1,1,1,0,14.916
0,0,1,1,0,0,1,0,1,1,1,1,1,0,14.403
1,1,0,1,0,0,0,0,1,1,1,1,1,0,16.689
1,1,1,1,0,0,0,1,1,1,0,0,1,0,11.668
1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.882
0,0,0,1,0,1,0,1,1,1,0,1,0,1,14.153
0,0,1,0,1,0,0,1,0,1,1,1,0,1,12.914
1,0,0,0,1,0,1,1,0,0,1,1,0,1,13.487
0,1,1,1,1,0,0,0,1,1,1,1,1,0,13.544
1,0,0,1,0,0,0,0,1,0,1,0,0,0,12.624
0,0,0,1,1,0,0,1,1,1,1,0,0,1,10.775
0,0,0,0,0,0,0,0,0,1,0,1,0,1,13.11
1,0,0,0,0,0,1,0,0,1,0,1,0,0,13.543
1,0,1,0,1,1,0,1,1,1,0,1,1,1,12.862
0,1,1,0,0,1,1,1,0,1,1,0,1,1,10.254
1,0,1,0,0,0,0,0,1,0,1,1,1,0,13.43
0,0,1,0,0,1,1,0,0,1,1,0,1,0,10.153
1,1,1,0,0,0,0,1,1,0,1,0,1,1,10.064
0,1,0,0,1,1,1,1,1,0,0,1,1,0,12.544
1,0,1,0,1,1,1,0,1,1,0,0,0,1,10.687
0,0,1,0,1,0,0,1,0,1,0,0,1,1,10.143
0,0,1,0,0,1,1,1,0,1,0,1,0,1,12.781
0,0,0,0,1,0,0,1,1,1,1,0,1,0,10.786
0,0,0,1,0,1,0,1,1,1,1,1,0,1,12.443
0,0,1,0,1,0,0,0,1,0,1,1,1,0,13.269
0,1,0,0,1,0,0,0,1,1,0,1,0,0,13.007
1,1,1,0,1,1,0,1,1,0,1,0,1,1,10.143
1,1,1,0,0,0,1,1,1,0,0,0,0,1,10.146
0,1,0,1,0,1,1,0,0,1,0,0,0,1,10.336
0,0,1,1,0,1,0,0,1,0,1,0,0,1,10.588
0,1,1,0,1,1,1,1,0,0,1,1,0,1,13.272
0,0,0,0,1,0,1,1,0,0,0,1,1,1,12.625
0,0,0,0,1,1,0,0,1,0,0,1,0,1,13.052
0,0,1,0,0,1,1,1,1,1,0,1,0,0,13.697
1,1,0,1,1,0,0,0,1,0,1,1,0,1,12.699
0,0,0,1,0,0,1,0,0,0,1,0,1,1,9.75
0,0,0,0,0,0,0,1,1,1,0,0,1,1,10.465
0,0,1,1,0,0,0,1,1,1,1,1,1,1,13.093
0,0,0,1,0,1,1,0,0,0,1,1,1,0,12.821
0,0,1,0,1,1,1,1,1,0,1,1,0,0,12.955
0,1,0,0,1,1,1,0,0,1,1,0,0,1,10.902
1,0,0,1,1,0,0,1,0,0,0,0,0,1,10.104
1,1,0,1,1,1,1,1,1,1,0,1,1,0,12.899
1,1,0,1,1,0,0,0,0,0,1,1,0,1,13.146
1,1,1,0,0,1,0,1,1,0,1,0,0,1,10.312
0,0,1,1,0,0,0,0,0,0,1,0,1,1,10.194
1,1,1,1,1,0,1,1,1,0,1,0,1,0,10.082
1,1,1,0,0,0,0,0,0,0,1,0,1,1,10.411
0,0,1,0,0,1,0,0,0,1,0,1,1,1,14.279
0,1,0,0,0,0,1,1,0,1,0,0,1,0,10.576
0,1,0,0,0,0,0,0,0,1,0,0,0,1,10.431
1,1,0,0,0,0,1,1,0,1,1,1,0,1,13.221
0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.118
1,0,0,1,0,0,1,0,1,1,0,1,1,1,13.074
0,0,1,1,1,0,0,1,1,0,0,1,1,1,12.789
1,0,1,0,0,1,1,0,1,0,0,1,0,0,13.363
0,0,1,0,1,0,1,1,0,0,0,1,0,1,13.647
1,1,0,1,1,1,1,1,1,1,0,0,0,0,10.242
1,1,1,1,1,0,0,0,0,1,1,0,0,0,10.616
1,0,1,1,1,1,1,1,0,0,0,1,1,0,12.812
0,0,0,0,1,0,0,1,0,1,1,0,1,1,10.214
0,1,0,0,0,1,1,0,0,1,1,0,1,1,10.397
1,0,0,1,0,1,0,1,1,0,1,0,1,1,11.0
1,1,1,1,0,1,1,1,0,1,1,1,1,0,12.754
1,1,0,1,1,0,1,0,1,0,0,0,0,1,10.288
0,0,1,1,1,0,1,0,1,0,1,1,0,1,12.877
0,1,1,1,0,0,0,0,1,1,0,0,1,0,10.286
1,1,0,0,1,1,0,1,1,0,0,1,1,0,12.918
1,1,1,0,0,0,1,1,0,1,1,1,1,0,12.902
0,1,1,1,1,0,1,0,0,0,1,1,1,0,13.321
0,0,0,1,0,1,1,1,0,1,1,0,1,1,10.222
0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.251
0,0,0,1,0,1,1,0,1,0,0,1,1,0,12.536
1,0,0,1,1,0,1,0,1,0,1,0,0,1,10.703
0,1,0,0,0,0,0,0,0,1,0,0,0,1,10.634
1,0,0,1,0,1,1,0,0,1,1,0,1,1,10.275
0,1,1,1,1,0,0,1,0,0,1,1,0,0,12.827
0,1,1,0,0,1,0,1,1,0,0,0,0,1,10.342
0,0,0,0,0,1,1,1,0,0,1,0,0,0,10.482
0,1,0,0,1,1,0,1,0,1,1,1,1,1,13.433
0,0,1,1,1,0,1,1,1,0,0,1,0,0,12.959
0,1,1,0,1,0,1,1,1,0,1,0,0,0,10.759
0,1,0,1,0,0,0,0,1,0,1,1,1,0,12.944
1,1,1,1,1,1,0,0,1,1,1,1,0,0,13.62
0,0,1,0,1,0,1,1,1,1,1,0,1,1,10.43
0,0,1,0,0,1,0,1,1,1,1,1,0,1,12.714
1,0,0,0,0,0,1,0,0,0,0,0,1,1,10.768
1,0,1,0,1,0,0,0,0,1,0,0,1,1,10.976
